,date,event_url
313,2016-04-10,http://www.ufcstats.com/event-details/4887e5bc4dbb73ff
314,2016-03-19,http://www.ufcstats.com/event-details/e60201cfab7d656d
315,2016-03-05,http://www.ufcstats.com/event-details/db1f2ed63b54b9a7
316,2016-02-27,http://www.ufcstats.com/event-details/39c568f8c579913e
317,2016-02-21,http://www.ufcstats.com/event-details/d56bb6dff2ae77eb
318,2016-02-06,http://www.ufcstats.com/event-details/de99da2c0d18d34a
319,2016-01-30,http://www.ufcstats.com/event-details/b3fb8d2293e17a59
320,2016-01-17,http://www.ufcstats.com/event-details/c6becb722706c7d8
321,2016-01-02,http://www.ufcstats.com/event-details/380e8b023290d091
322,2015-12-19,http://www.ufcstats.com/event-details/80d918336163b80c
323,2015-12-12,http://www.ufcstats.com/event-details/354808cf38d9d73c
324,2015-12-11,http://www.ufcstats.com/event-details/20fbff570c678e1c
325,2015-12-10,http://www.ufcstats.com/event-details/dd39f1ca787a3d9d
326,2015-11-28,http://www.ufcstats.com/event-details/4d636c3aa1105950
327,2015-11-21,http://www.ufcstats.com/event-details/243b07fc65ccbb16
328,2015-11-14,http://www.ufcstats.com/event-details/8d04923f2db59b7f
329,2015-11-07,http://www.ufcstats.com/event-details/5345f86680378fc1
330,2015-10-24,http://www.ufcstats.com/event-details/f3155a94ca420126
331,2015-10-03,http://www.ufcstats.com/event-details/119ebea97e914dcf
332,2015-09-26,http://www.ufcstats.com/event-details/a4dd5c9a75763295
333,2015-09-05,http://www.ufcstats.com/event-details/82f5c81f4e3c3eb5
334,2015-08-23,http://www.ufcstats.com/event-details/2ce6541127b0e232
335,2015-08-08,http://www.ufcstats.com/event-details/b71667c778b6d9e5
336,2015-08-01,http://www.ufcstats.com/event-details/a9c45a8b21eabadc
337,2015-07-25,http://www.ufcstats.com/event-details/0c3838c8f7c620c2
338,2015-07-18,http://www.ufcstats.com/event-details/ef7fa30364cbe7f2
339,2015-07-15,http://www.ufcstats.com/event-details/36877f0e62b25b96
340,2015-07-12,http://www.ufcstats.com/event-details/a890f9a791ed615d
341,2015-07-11,http://www.ufcstats.com/event-details/3be081c29bf734d9
342,2015-06-27,http://www.ufcstats.com/event-details/86e388ed20761ad9
343,2015-06-20,http://www.ufcstats.com/event-details/194fc025f9355db6
344,2015-06-13,http://www.ufcstats.com/event-details/a58114c6dd0add64
345,2015-06-06,http://www.ufcstats.com/event-details/06dc1a58663579d2
346,2015-05-30,http://www.ufcstats.com/event-details/aae0897825336b1a
347,2015-05-23,http://www.ufcstats.com/event-details/4f7e290e71d60f87
348,2015-05-16,http://www.ufcstats.com/event-details/b1605ea39fba6af6
349,2015-05-09,http://www.ufcstats.com/event-details/8a1b4330c7957961
350,2015-04-25,http://www.ufcstats.com/event-details/997b4f52f76a0b53
351,2015-04-18,http://www.ufcstats.com/event-details/bc7cf284c1c2f16e
352,2015-04-11,http://www.ufcstats.com/event-details/5de61b03868035ff
353,2015-04-04,http://www.ufcstats.com/event-details/16d09e800ad7ec79
354,2015-03-21,http://www.ufcstats.com/event-details/fa534853eb195270
355,2015-03-14,http://www.ufcstats.com/event-details/f54200f1dfb9b5d4
356,2015-02-28,http://www.ufcstats.com/event-details/ad4e9055bf8cd04d
357,2015-02-22,http://www.ufcstats.com/event-details/0577808d22dfe79c
358,2015-02-14,http://www.ufcstats.com/event-details/f9c7fe2682af3802
359,2015-01-31,http://www.ufcstats.com/event-details/43563a32c3f10e95
360,2015-01-24,http://www.ufcstats.com/event-details/706404da0775dcbc
361,2015-01-18,http://www.ufcstats.com/event-details/f9aa6376ae16bfb4
362,2015-01-03,http://www.ufcstats.com/event-details/a72d260b436924c4
363,2014-12-20,http://www.ufcstats.com/event-details/4e5bbc4566049cbf
364,2014-12-13,http://www.ufcstats.com/event-details/d4a12dfa4067742f
365,2014-12-12,http://www.ufcstats.com/event-details/222d6b547de2e035
366,2014-12-06,http://www.ufcstats.com/event-details/dfdd0c5dd0d4bc23
367,2014-11-22,http://www.ufcstats.com/event-details/155a02a8b4311057
368,2014-11-15,http://www.ufcstats.com/event-details/59851163aaf1aed8
369,2014-11-08,http://www.ufcstats.com/event-details/6ca68b636fbc1f18
370,2014-11-07,http://www.ufcstats.com/event-details/371a1c91b24dec2b
371,2014-10-25,http://www.ufcstats.com/event-details/53f02bbc41d99432
372,2014-10-04,http://www.ufcstats.com/event-details/0313bf497de9c470
373,2014-10-04,http://www.ufcstats.com/event-details/8dc4f34c1f50d00d
374,2014-09-27,http://www.ufcstats.com/event-details/3bb030257966b022
375,2014-09-20,http://www.ufcstats.com/event-details/2dea80c069847321
376,2014-09-13,http://www.ufcstats.com/event-details/a71feb7ea7592a71
377,2014-09-05,http://www.ufcstats.com/event-details/9bcfb40dbcd50568
378,2014-08-30,http://www.ufcstats.com/event-details/269d103c96a4c3a5
379,2014-08-23,http://www.ufcstats.com/event-details/063649e21bc9d6d5
380,2014-08-23,http://www.ufcstats.com/event-details/770b9d4813c25902
