date,result,method,rounds,fighter,opponent,fight_time,ground_str_lnd_mean_dif,ground_str_att_mean_dif,sig_str%_mean_dif,total_str_lnd_mean_dif,ctrl_mean_dif
2022-07-30,W,Decision - Unanimous,3,Alex Morono,Matthew Semelsberger,25.0,-0.17083629169817366,-0.19729860616591346,-0.9447451213877274,0.5770728543855439,-0.20910748592092746
2022-07-30,W,KO/TKO,3,Magomed Ankalae,Anthony Smith,15.15,0.8257281131277513,0.6559592673867426,0.34349229545968085,0.6831699505552614,0.9512478140603453
2022-07-30,W,Submission,3,Alexandre Pantoja,Alex Pere,5.52,-0.28665667591165916,-0.27377388385592993,0.41129426476743886,0.12895581323683888,-0.11898280242723627
2022-07-30,L,KO/TKO,3,Derrick Lewis,Sergei Pavlovic,0.92,0.6322698889469842,0.533083259412896,0.07228441822864735,0.18159524655497647,0.34290620047793047
2022-07-30,W,Decision - Unanimous,5,Amanda Nunes,Julianna Pena,25.0,-0.0371973868364596,0.07595013883886452,0.27569032615192246,-0.9271057712596826,-0.441929584946296
2022-07-23,W,Decision - Unanimous,3,Marc Diakiese,Damir Hadzovic,25.0,-0.2892021788614061,-0.31587825022459076,0.07228441822864735,-0.14815125542237226,0.7785088373641043
2022-07-23,L,Decision - Unanimous,3,Claudio Silva,Nicolas Dalby,25.0,0.6844526994167964,0.6473665395564037,0.885908049921747,0.05804258700515112,0.493114006300749
2022-07-23,W,Decision - Unanimous,3,Victoria Leonardo,Mandy Bohm,25.0,0.133351310796585,0.13523996086820328,0.004482448920888988,-0.23542907232291135,0.2865782732943735
2022-07-23,L,Decision - Unanimous,3,Kyle Nelson,Jai Herbert,25.0,-0.0575614104344351,-0.14402369361781206,0.8181060806139887,-0.030871688962273103,0.24527112669309847
2022-07-23,W,Decision - Unanimous,3,Muhammad Mokaev,Charles Johnson,25.0,,,,,
2022-07-23,W,KO/TKO,3,Jonathan Pearce,Makwan Amirkhani,20.17,0.06971373705291163,-0.05122223305015158,-0.06331952038686937,1.0783748152080146,0.6545873975602787
2022-07-23,W,Decision - Unanimous,3,Nathaniel Wood,Charles Rosa,25.0,0.2606264582839318,0.11375814129235594,0.14008638753640573,0.9646409100594996,-0.017592533496833963
2022-07-23,W,Decision - Unanimous,3,Jack Hermansson,Chris Curtis,25.0,1.1426432303712446,1.0288836552234524,-0.9447451213877274,0.05749710064952247,0.639566616977997
2022-07-23,L,Decision - Unanimous,3,Mason Jones,Ludovit Klein,25.0,0.6106331138741352,0.6722854502643867,-0.8091411827722103,2.1306179952151374,0.8461023499843723
2022-07-23,L,KO/TKO,3,Hannah Goldy,Molly McCann,15.87,-0.1428357592509574,-0.28752224838447227,-0.4701313362334192,-0.7468225307245069,0.3128646393133668
2022-07-23,L,KO/TKO,3,Alexander Gustafsson,Nikita Krylov,5.12,-0.025742623562598415,0.039860681951441004,-1.1481510293110018,0.10331795452230562,-0.295476974269048
2022-07-23,W,Submission,3,Paddy Pimblett,Jordan Leavitt,10.77,0.03789495018107495,-0.015132776162728068,-0.9447451213877274,-1.455954793041386,-0.7573659771742148
2022-07-23,W,KO/TKO,5,Curtis Blaydes,Tom Aspinal,0.25,1.053550627130102,0.8312509151256569,-1.4871608758497936,1.114376914679487,1.6572245014275921
2022-07-23,W,Decision - Unanimous,3,Volkan Oezdemir,Paul Craig,25.0,-0.09828945763038603,-0.05208150583318546,-0.4023293669256612,0.8369971028424614,-0.1527795587373705
2022-07-16,W,KO/TKO,3,Punahele Soriano,Dalcha Lungiambula,0.47,0.06971373705291163,0.08797995780133908,0.614700172690714,-0.15360611897865603,-0.930104953870456
2022-07-16,W,Decision - Unanimous,3,Emily Ducote,Jessica Penn,25.0,,,,,
2022-07-16,L,Decision - Unanimous,3,Dwight Grant,Dustin Stoltzfu,25.0,0.25553545238443787,0.4566079817228794,-0.4701313362334192,-1.0528403762320215,-1.084067954838845
2022-07-16,W,KO/TKO,3,Dustin Jacoby,Da Woon Jung,15.22,-0.566662000383822,-0.47226589673675934,-0.33452739761790284,0.5067051145094842,-0.896308197560322
2022-07-16,W,KO/TKO,3,Bill Algeo,Herbert Burns,5.83,0.6526339125449597,0.4213777976184898,0.6825021419984723,2.7123791934927928,0.4555620548450443
2022-07-16,W,Submission,3,Ricky Simo,Jack Shore,15.47,-0.5144791899140098,-0.5762379034838603,-0.944745121387727,-0.6363615437097623,-0.3067425597057596
2022-07-16,W,Decision - Unanimous,3,Lauren Murphy,Miesha Tate,25.0,0.12571480194734413,-0.000525138851151885,-0.4023293669256608,0.5326157164018316,-0.4456847800918665
2022-07-16,L,Decision - Majority,3,Charles Jourdain,Shane Burgos,25.0,-0.18101830349716153,0.08883923058437294,-0.19892345900238612,-1.0263842879840457,0.019959417958870775
2022-07-16,W,Submission,3,Matt Schnell, Sumudaerji,20.4,-1.2106742466697966,-1.2275666730235515,-1.0803490600032442,-0.2657035650602858,-0.31049775485132997
2022-07-16,L,KO/TKO,3,Muslim Salikhov,Li Jingliang,20.63,-0.16701803727355335,-0.19729860616591346,0.4790962340751972,-0.3865287928319694,-0.17531072961079325
2022-07-16,L,Submission,3,Michelle Waterson-Gomez,Amanda Lemo,5.8,0.16517009766842167,-0.011695685030592567,-0.06331952038686937,1.0148256547773093,0.7071601295982652
2022-07-16,L,KO/TKO,5,Brian Ortega,Yair Rodriguez,20.18,-1.0083067621649153,-1.2361594008538903,-0.6735372441566942,-0.629815707442222,-0.23539385193992068
2022-07-09,L,Decision - Unanimous,3,Ronnie Lawrence,Saidyokub Kakhramono,25.0,4.333431177879027,4.345676597734281,0.27569032615192174,-1.108207241328301,2.5810025072379257
2022-07-09,W,KO/TKO,3,Cody Brundag,Tresean Gore,15.83,0.19698888454025837,0.13523996086820328,-0.6057352748489355,-1.490047690268159,-0.006326948060122483
2022-07-09,L,KO/TKO,3,Karl Roberson,Kennedy Nzechukwu,10.32,0.07735024590215239,0.06306104709335623,0.6825021419984723,-0.4718974074878091,0.30535424902222585
2022-07-09,L,Submission,3,Garrett Armfiel,David Onam,15.22,,,,,
2022-07-09,W,Decision - Split,3,Antonina Shevchenko,Cortney Casey,25.0,0.1066235298242422,0.14812905261371162,0.953710019229505,-0.6191787235074684,0.8836543014400771
2022-07-09,L,Decision - Unanimous,3,Armen Petrosyan,Caio Borralho,25.0,-2.4121516389503497,-1.884051079261446,-0.6057352748489355,1.7692332846113432,-3.821605215959712
2022-07-09,L,Decision - Split,3,Michael Johnson,Jamie Mullarke,25.0,-0.07537993108266365,-0.07957823489027006,-0.4023293669256608,0.4153361499417324,-0.6371997325159602
2022-07-09,W,KO/TKO,3,Chase Sherman,Jared Vandera,15.17,0.04044045313082189,0.051890500913915616,-0.19892345900238573,0.06949780047334671,-0.1640451441740819
2022-07-09,W,Decision - Unanimous,3,Said Nurmagomedo,Douglas Silva de Andrade,25.0,0.41335663526874783,0.3156872453053209,1.0893139578450217,-0.3117971621108829,-0.01759253349683388
2022-07-09,W,KO/TKO,5,Rafael Fiziev,Rafael Dos Anjo,0.3,-0.9892154900418132,-1.01532629561418,1.0893139578450217,-0.47462483926595084,-1.1554166626046838
2022-07-09,L,Decision - Unanimous,3,Ricky Turcio,Aiemann Zahab,25.0,,,,,
2022-07-02,W,Submission,3,Jim Miller,Donald Cerrone,5.53,0.09135051212576063,0.16617378105742345,-0.4701313362334188,-0.2888867351744915,0.4480516645539035
2022-07-02,W,Submission,3,Julija Stoliarenk,Jessica-Rose Clar,0.7,-0.9663059634940908,-0.8254270105636894,-1.0803490600032442,-0.23842924727886736,-1.4145251276490456
2022-07-02,L,Decision - Unanimous,3,Jessica Eye,Maycee Barber,25.0,-0.5399342194114792,-0.5272593548509286,-0.876943152079969,0.5476165911816117,-0.41939841407287337
2022-07-02,L,Decision - Unanimous,3,Uriah Hall,Andre Muniz,25.0,0.5571775519294496,0.5580021701208788,-0.06331952038686937,0.21241522564797935,-0.5808718053324031
2022-07-02,W,Decision - Unanimous,3,Dricus Du Plessis,Brad Tavare,25.0,0.152442582919687,0.169610872189559,0.4790962340751972,-0.7468225307245069,-0.4869919266931416
2022-07-02,L,Decision - Unanimous,3,Gabe Green,Ian Garry,25.0,0.9822765445371877,0.9231931029102834,-0.8769431520799686,1.4146671534529038,0.27155749271209173
2022-07-02,L,Submission,3,Brad Riddell,Jalin Turner,0.75,0.09389601507550745,-0.05036296026711771,0.34349229545968085,1.009370791221026,0.15890163834497792
2022-07-02,L,KO/TKO,3,Robbie Lawler,Bryan Barberena,20.78,-0.12628999007760233,-0.022866231210033172,0.004482448920888988,-1.4024971301898062,0.08004254028799813
2022-07-02,W,KO/TKO,3,Alex Pereira,Sean Stricklan,10.6,-0.6430270888762301,-0.6784913646648938,1.3605218350760548,0.23287096398404314,-0.3743360723260277
2022-07-02,L,Decision - Unanimous,5,Max Holloway,Alexander Volkanovski,25.0,-1.6217729730539265,-1.7508637978911927,-0.944745121387727,0.11940980201334221,-1.0878231499844155
2022-07-02,W,Decision - Unanimous,5,Israel Adesanya,Jared Cannonier,25.0,-0.23447386544184703,-0.13113460187230364,0.004482448920888988,0.8713627432470485,-0.07016526553482033
2022-06-25,W,KO/TKO,3,Carlos Ulberg,Tafon Nchukwi,5.25,-0.4075680660246386,-0.31587825022459076,0.6147001726907135,0.10549989994481905,-0.5358094635855577
2022-06-25,L,Decision - Split,3,Jinh Yu Fre,Vanessa Demopoulos,25.0,0.10153252392474832,0.13523996086820328,0.41129426476743886,0.1532299560623013,0.8010400082375269
2022-06-25,L,Submission,3,Brian Kelleher,Mario Bautist,10.45,0.2937179966306419,0.2718643333705923,-0.13112148969462775,-0.425531067259398,0.26029190727538026
2022-06-25,L,KO/TKO,3,JP Buys,Cody Durde,5.13,-0.1428357592509574,-0.09418587220184625,-0.7413392134644523,0.023676946600563763,-0.4306639995095847
2022-06-25,L,Decision - Unanimous,3,Raulian Paiv,Sergey Morozo,25.0,-0.5246612017129976,-0.47999935178406433,-0.4023293669256608,-0.24906623121362056,-0.9150841732881742
2022-06-25,W,Decision - Unanimous,3,Shayilan Nuerdanbieke,TJ Brown,25.0,-0.566662000383822,-0.42328734810382734,-1.2159529986187605,-0.5490837268092232,0.9587582043514863
2022-06-25,W,Submission,3,Shavkat Rakhmonov,Neil Magny,20.97,-0.9166686559740256,-0.659587363438148,0.6825021419984723,-1.2134861079645762,-0.456950365528578
