,result,fighter,opponent,date,weight class,method,norm_td_acc_dif,norm_td_def_dif,norm_sub_avg_dif,str_dif,slpm_dif,str. def_dif,str. acc._dif,sapm_dif,stance_win_ratio,win_perc_dif,win_strk_dif,lose_strk_dif
4118,win,Chris Wade,Frankie Perez,2017-07-22,Lightweight,U-DEC:,0.34049371581373944,0.1773510182181268,0.7616114039398355,0.032477391413436266,0.04411913266024397,-0.24574656823938257,0.9924610879833581,-0.25806078598996823,-0.35253776433502426,0.908976111241607,0.3807192252998732,-1.162132493844933
4119,win,Murilo Bustamante,Matt Lindland,2002-05-10,Middleweight,SUB:Guillotine Choke,-0.532412548521117,-0.19024252508600134,-0.09383709941200619,-0.6818446329705665,-0.8078094215445745,0.6786349128056034,-1.4392924556165083,0.208464508405887,-0.6881393265757445,-0.09929856467414552,0.7567535438985026,-0.5740037583545848
4120,lose,Tsuyoshi Kohsaka,Ricco Rodriguez,2002-05-10,Heavyweight,KO/TKO:Punches,-0.6720775508146941,-0.2236601199318314,-0.569086267940807,-0.4938651528695131,0.025187387011247855,-0.5818852886193768,-1.0340001983498641,2.0009037974004893,-0.35253776433502426,-0.9889526904821624,-1.4994523676932738,1.1903824481164595
4121,lose,Paul Creighton,BJ Penn,2002-05-10,Lightweight,KO/TKO:Punches,-0.6371613002413,-2.46263897460243,-0.4740364342350468,-1.2457830732737265,-1.2811030627694733,-2.1785442104243535,2.208337859783291,0.8898369778524655,1.9897065661154227,-1.5820554410208405,-0.37134941189738563,0.6022537126261116
4122,win,Phil Baroni,Amar Suloev,2002-05-10,Middleweight,KO/TKO:Punches,-1.8592300703100992,-0.9254296116942581,0.19131240170527444,0.07007328743364694,0.5047916101191458,-2.5146829308043475,0.6682272821700423,1.0678532086087789,-0.35253776433502426,1.3241480366186817,0.3807192252998732,-1.162132493844933
4123,lose,Yves Edwards,Caol Uno,2002-05-10,Lightweight,U-DEC:,0.7594887226944705,1.0796260790555319,0.1913124017052744,-0.23069388072803845,0.6373138296621176,1.3509123535655938,-0.5476494896298908,0.26984941556323644,-1.3246594926737276,-0.9889526904821624,-0.37134941189738563,1.1903824481164595
4124,win,Ivan Salaverry,Andrei Semenov,2002-05-10,Middleweight,KO/TKO:Punches,-2.1734763254706477,-0.6246712580817896,1.9972592421147177,1.4235255441612311,1.4135154012709517,1.3509123535655938,2.6136301170499348,-0.7675555153959682,-0.35253776433502426,0.9880564779800974,0.3807192252998732,-0.5740037583545848
4125,lose,Aaron Riley,Robbie Lawler,2002-05-10,Welterweight,U-DEC:,-1.056156307122031,-0.15682493024017186,0.09626256799951424,-0.3434815687886704,-0.23354647019169678,0.17442683223561145,-0.9529417468965351,-0.5465698496295105,-1.3246594926737276,-1.9774572747132926,-0.37134941189738563,0.6022537126261116
4126,win,Josh Emmett,Calvin Kattar,2022-06-18,Featherweight,S-DEC:,0.3754099663871337,-1.0925175859234073,0.0012127342937540688,-0.8698241130716199,-0.5680073099906255,0.7626695929006021,-0.14235723236324657,-1.7558525206292939,-0.35253776433502426,0.35541354407217424,1.884856499694391,-0.5740037583545848
4127,lose,Tim Means,Kevin Holland,2022-06-18,Welterweight,SUB:D'Arce Choke,-0.1483337922137802,0.5449445615222549,-0.3789866005292866,-0.5690569449099344,0.7382831397900956,0.5105655526156058,-0.46659103817656233,0.7670671635377666,-0.35253776433502426,-0.2574592981511262,-0.747383730496015,0.6022537126261116
4128,win,Joaquin Buckley,Albert Duraev,2022-06-18,Middleweight,KO/TKO:,0.30557746524034507,0.5449445615222549,-1.0443354364696078,0.6340117277368069,0.4479963731721577,-0.918024008999372,-0.8718832954432062,0.5890509327814534,1.9897065661154227,0.41472381912604206,1.132787862497132,-0.5740037583545848
4129,lose,Guram Kutateladze,Damir Ismagulov,2022-06-18,Lightweight,S-DEC:,-0.5673287990945115,-0.42416568900681045,0.0012127342937540688,-0.042714400626985075,-0.13257716006371822,-0.41381592842938014,0.019759670543411295,1.1108226436189232,-0.35253776433502426,-0.9889526904821624,-1.875486686291903,0.6022537126261116
4130,win,Gregory Rodrigues,Julian Marquez,2022-06-18,Middleweight,KO/TKO:Punch,1.8418924904696923,1.5808900017429797,-2.1849334409387295,1.3483337521208099,1.1547815440680071,0.17442683223561145,0.9924610879833581,1.1599305693448032,-0.35253776433502426,0.2961032690183066,0.3807192252998732,-0.5740037583545848
4131,lose,Tony Kelley,Adrian Yanez,2022-06-18,Bantamweight,KO/TKO:Punches,-0.008668789920203259,-1.5937815086108547,1.3319104061743965,-0.5690569449099344,-0.6689766201186043,-1.170128049284368,0.5871688307167129,-0.3931075817361373,1.0890966140695426,-0.9889526904821624,-1.875486686291903,0.6022537126261116
4132,lose,Jasmine Jasudavicius,Natalia Silva,2022-06-18,Women's Flyweight,U-DEC:,-1.0212400565486368,-0.9922648013859178,0.0012127342937540688,-2.448851745920468,-1.912161251069339,-1.5903014497593615,-0.8718832954432062,1.5282400122888988,-0.6881393265757445,-0.9889526904821624,-0.37134941189738563,0.6022537126261116
4133,win,Jeremiah Wells,Court McGee,2022-06-18,Welterweight,KO/TKO:Punch,-0.4625800473743286,1.0462084842097026,0.7616114039398355,0.14526507947406828,-0.6248025469376131,-2.34661357061435,0.9924610879833576,-1.2709117540862334,1.0890966140695426,0.9880564779800974,1.132787862497132,-0.5740037583545848
4134,lose,Danny Chavez,Ricardo Ramos,2022-06-18,Featherweight,KO/TKO:Spinning Back Elbow,0.06116371122658531,0.511526966676425,-0.569086267940807,-0.042714400626985075,-0.2840311252556861,-0.5818852886193768,0.019759670543411295,0.005894314786634241,-0.35253776433502426,-0.7319414985820685,-0.37134941189738563,1.1903824481164595
4135,win,Maria Oliveira,Gloria de Paula,2022-06-18,Women's Strawweight,S-DEC:,0.4452424675339221,-0.6246712580817895,-0.4740364342350468,-0.3434815687886704,0.16402018843721836,-1.7583708099493596,-1.520350907069837,1.4361626515528751,-0.35253776433502426,0.4938041858645325,0.3807192252998732,-0.5740037583545848
4136,win,Cody Stamann,Eddie Wineland,2022-06-18,Bantamweight,KO/TKO:Punches,0.30557746524034496,-0.35733049931515065,-0.09383709941200612,0.8971829998782817,0.5047916101191461,-0.41381592842938014,1.4788117967033307,-0.2273683324112934,-0.35253776433502426,0.4344939108106647,0.3807192252998732,-1.7502612293352813
4137,win,Phil Hawes,Deron Winn,2022-06-18,Middleweight,KO/TKO:Elbows,-0.6720775508146941,2.0153187347387678,0.28636223541103456,3.2281285531313433,0.7193513941410998,0.8467042729956015,1.316694893796673,-1.706744594903414,-0.35253776433502426,0.7903555611338715,0.3807192252998732,-0.5740037583545848
4138,win,Roman Dolidze,Kyle Daukaus,2022-06-18,Middleweight,KO/TKO:Knee,0.7245724721210762,-1.6271991034566844,-0.5690862679408071,0.14526507947406828,-0.3660686897346685,2.0231897943255834,-0.38553258672323343,-0.6816166453756791,-0.6881393265757445,0.7903555611338715,0.7567535438985026,-0.5740037583545848
4139,win,Alexander Volkov,Alistair Overeem,2021-02-06,Heavyweight,KO/TKO:Punch,0.5150749686807103,-0.05657214570268227,-0.6641361016465672,1.6491009202824953,0.7698360492050891,-0.3297812483343804,-0.5476494896298912,0.3680652670149956,-0.35253776433502426,0.3554135440721744,0.7567535438985026,-0.5740037583545848
4140,lose,Frankie Edgar,Cory Sandhagen,2021-02-06,Bantamweight,KO/TKO:Flying Knee,-0.07850129106699184,-0.05657214570268227,-0.09383709941200614,-0.0051185046067744044,-1.653427393866394,0.9307389530905997,-0.304474135269904,-1.0376491068883056,-0.06018288813761225,-0.41562003162810696,-0.747383730496015,0.6022537126261116
4141,win,Clay Guida,Michael Johnson,2021-02-06,Lightweight,U-DEC:,-0.21816629336056878,-0.35733049931515065,0.5715117365283151,-0.3434815687886704,-1.053922114981522,0.3424961924256091,-0.304474135269904,-0.7184475896700887,-0.6881393265757445,0.13794253554132577,0.3807192252998732,-2.3383899648256294
4142,win,Alexandre Pantoja,Manel Kape,2021-02-06,Flyweight,U-DEC:,0.4103262169605278,-0.42416568900681045,1.1418107387628762,0.9347788958984924,-0.27140996148968904,0.25846151233061027,-0.38553258672323343,-0.7430015525330285,-0.6881393265757445,1.3834583116725494,0.3807192252998732,-0.5740037583545848
4143,win,Beneil Dariush,Diego Ferreira,2021-02-06,Lightweight,S-DEC:,0.34049371581373944,0.6117797512139146,0.1913124017052744,0.295648663554911,-0.5427649824586309,0.1744268322356105,0.9924610879833576,-0.47290796104069116,1.9897065661154227,0.09840235217208064,2.2608908182930203,-0.5740037583545848
4144,win,Danilo Marques,Mike Rodriguez,2021-02-06,Light Heavyweight,SUB:Rear Naked Choke,0.968986226134836,-1.2261879653067265,0.7616114039398355,0.48362814365596435,-1.830123686590356,0.9307389530906002,2.127279408329962,-1.0560645790355105,-0.6881393265757445,1.3241480366186815,0.7567535438985026,-1.162132493844933
4145,win,Devonte Smith,Justin Jaynes,2021-02-06,Catch Weight,KO/TKO:,-0.5324125485211172,2.1824067089679167,-0.7591859353523274,0.859587103858071,0.7698360492050891,-1.0860933691893697,0.7492857336233713,-0.8719098575634622,-0.35253776433502426,0.9880564779800974,0.3807192252998732,-1.7502612293352813
4146,lose,Joselyne Edwards,Karol Rosa,2021-02-06,Women's Bantamweight,U-DEC:,-1.1958213094156078,-0.29049530962349096,0.19131240170527444,-0.7194405289907773,-0.6500448744696081,-0.07767720804938497,-0.14235723236324657,-0.4913234331878961,-0.35253776433502426,-0.9889526904821624,-1.1234180490946444,0.6022537126261116
4147,win,Lara Procopio,Molly McCann,2021-02-06,Women's Flyweight,U-DEC:,0.4103262169605278,0.14393342337229675,-0.18888693311776628,-0.042714400626985075,-0.11995599629772119,-1.4222320895693648,0.6682272821700419,1.0187452828828993,-0.35253776433502426,-0.00044810625103244216,0.3807192252998732,-1.162132493844933
4148,win,SeungWoo Choi,Youssef Zalal,2021-02-06,Featherweight,U-DEC:,0.8293212238412591,0.21076861306395667,-1.0443354364696078,0.6716076237570177,0.36595880869317526,-1.590301449759362,-0.8718832954432062,0.7670671635377666,-0.06018288813761225,-0.19814902309725838,0.7567535438985026,-1.162132493844933
4149,lose,Martin Day,Timur Valiev,2021-02-06,Featherweight,U-DEC:,0.6896562215476817,0.34443899244727577,0.19131240170527444,-1.772125617556676,-0.7636353483635839,0.6786349128056038,-0.6287079410832198,0.2821263969947064,-0.35253776433502426,-1.9774572747132926,-0.37134941189738563,2.3666399190971563
4150,win,Ode Osbourne,Jerome Rivera,2021-02-06,Featherweight,KO/TKO:Punch,0.8642374744146532,0.8791205099805531,0.4764619028225549,0.10766918345385762,1.0348804882910325,-0.6659199687143761,0.8303441850766997,1.4300241608371398,-1.3246594926737276,0.9880564779800974,0.3807192252998732,-1.7502612293352813
4151,lose,John Dodson,John Lineker,2016-10-01,Bantamweight,S-DEC:,-1.0561563071220308,0.5115269666764246,-0.569086267940807,0.295648663554911,-1.3568300453654574,0.42653087252060695,0.019759670543411295,-0.4238000353148113,-0.35253776433502426,-0.2574592981511262,-2.2515210048905323,0.6022537126261116
4152,win,Alex Oliveira,Will Brooks,2016-10-01,Lightweight,KO/TKO:Punches,-0.4625800473743286,-0.6246712580817892,0.28636223541103456,1.1979501680399671,-0.7951882577785768,-0.8339893289043737,-0.6287079410832194,0.005894314786633968,-0.35253776433502426,0.41472381912604206,0.7567535438985026,-0.5740037583545848
4153,win,Zak Ottow,Joshua Burkman,2016-10-01,Welterweight,S-DEC:,-0.25308254393396307,-0.4910008786984702,0.09626256799951427,0.6716076237570177,-0.031607849935739944,0.5946002327106046,-0.5476494896298908,-0.24578380455849838,-0.35253776433502426,1.1857573948263234,0.3807192252998732,-1.162132493844933
4154,win,Brandon Moreno,Louis Smolka,2016-10-01,Flyweight,SUB:Guillotine Choke,0.3055774652403451,1.2132964584388517,-1.1393852701753682,0.032477391413436266,-0.6815977838846012,0.34249619242560814,-0.6287079410832194,-0.47904645175642624,-0.35253776433502426,0.572884552603023,0.3807192252998732,-0.5740037583545848
4155,lose,Joachim Christensen,Henrique da Silva,2016-10-01,Light Heavyweight,SUB:Armbar,-0.4974962979477229,-0.7249240426192789,-0.18888693311776628,0.22045687151448962,-0.06316075935073338,0.5105655526156062,-1.520350907069837,-1.2218038283603538,-0.35253776433502426,-1.9774572747132926,-0.747383730496015,0.6022537126261116
4156,win,Andre Fili,Hacran Dias,2016-10-01,Featherweight,U-DEC:,0.37540996638713353,-0.25707771477766106,-0.2839367668235265,0.746799415797439,1.1042968890040177,-0.24574656823938257,-0.385532586723233,0.37420375773073045,-0.35253776433502426,0.27633317733368384,0.3807192252998732,-1.162132493844933
4157,lose,Walt Harris,Shamil Abdurakhimov,2016-10-01,Heavyweight,S-DEC:,0.1659124629467681,0.7788677254430636,-0.09383709941200612,-0.5314610488897238,0.2902318260971913,-0.3297812483343804,-0.385532586723233,0.32509583200485115,1.9897065661154227,-0.9296424154282946,-0.747383730496015,0.6022537126261116
4158,lose,Keita Nakamura,Elizeu Zaleski dos Santos,2016-10-01,Welterweight,U-DEC:,1.143567479001807,0.04368063883480733,-0.09383709941200614,-0.3810774648088811,-1.5209051743234225,0.006357472045613839,-0.4665910381765619,-0.012521157360570731,1.9897065661154227,-0.7517115902666913,-0.747383730496015,0.6022537126261116
4159,win,Nate Marquardt,Tamdan McCrory,2016-10-01,Middleweight,KO/TKO:Kick,0.02624746065319103,1.2467140532846812,-1.6146344387041687,0.295648663554911,0.410132881874166,0.7626695929006027,0.019759670543411295,0.4417271556038147,-0.06018288813761225,0.29610326901830647,0.3807192252998732,-1.162132493844933
4160,lose,Jonathan Wilson,Ion Cutelaba,2016-10-01,Light Heavyweight,U-DEC:,1.2832324812953841,0.14393342337229692,0.0012127342937540688,-2.223276369799204,-1.0602326968645208,0.7626695929006031,0.5061103792633844,1.46685510513155,-1.3246594926737276,-0.33653966488961656,-0.37134941189738563,1.1903824481164595
4161,lose,Cody East,Curtis Blaydes,2016-10-01,Heavyweight,KO/TKO:Elbows,1.6323949870293266,-0.5578360683901298,0.0012127342937540688,-1.1705912812333052,0.39120113622517017,-1.5903014497593615,-0.6287079410832198,3.4495876063139352,-0.35253776433502426,-0.9889526904821624,-0.37134941189738563,1.1903824481164595
4162,win,Ketlen Vieira,Kelly Faszholz,2016-10-01,Women's Bantamweight,S-DEC:,1.3879812330155672,1.6143075965888096,0.38141206911679476,-1.1705912812333052,-0.5490755643416295,0.006357472045613839,-0.5476494896298908,0.25757243413176684,-0.35253776433502426,1.9765610622112273,0.3807192252998732,-1.162132493844933
4163,lose,Alexander Volkov,Ciryl Gane,2021-06-26,Heavyweight,U-DEC:,1.7022274881761152,0.5449445615222546,-0.3789866005292867,-0.7570364250109879,-0.1388877419467173,-0.7499546488093745,-0.14235723236324657,0.4846965906139594,-0.35253776433502426,-0.5935508567897104,-2.2515210048905323,0.6022537126261116
4164,lose,Ovince Saint Preux,Tanner Boser,2021-06-26,Heavyweight,KO/TKO:Punch,1.3181487318687786,-0.12340733539434162,0.4764619028225549,-0.9074200090918306,-0.946642222970545,-1.5062667696643632,-0.30447413526990447,0.5706354606342484,1.9897065661154227,-0.05975838130490008,-0.37134941189738563,1.1903824481164595
4165,win,Timur Valiev,Raoni Barcelos,2021-06-26,Bantamweight,M-DEC:,-0.11341754164038592,-1.2261879653067265,-0.18888693311776628,0.295648663554911,-0.49228032739464167,-1.3381974094743656,0.1818765734500692,-1.4182355312638717,-0.35253776433502426,0.33564345238755183,0.7567535438985026,-0.5740037583545848
4166,lose,Nicolas Dalby,Tim Means,2021-06-26,Welterweight,U-DEC:,-0.2879987945073574,-0.0231545508568524,-0.09383709941200612,0.032477391413436266,-1.1233385156945068,-0.6659199687143756,-0.7097663925365483,-0.25192229527423315,-0.35253776433502426,-0.217919114781881,-1.1234180490946444,0.6022537126261116
4167,win,Renato Moicano,Jai Herbert,2021-06-26,Lightweight,SUB:Rear Naked Choke,1.667311237602721,0.6117797512139143,0.5715117365283151,0.7092035197772283,1.4892423838669357,1.6030163938505897,0.5871688307167134,0.748651691390562,-0.35253776433502426,1.2648377615648139,0.3807192252998732,-1.162132493844933
4168,lose,Danilo Marques,Kennedy Nzechukwu,2021-06-26,Light Heavyweight,KO/TKO:Punches,-1.1958213094156078,-2.6965621385232392,0.5715117365283151,-0.7946323210311985,-2.0383728887293118,0.09039215214061264,2.8568054714099222,-1.12972646762433,-0.6881393265757445,-0.15860883972801315,-1.1234180490946444,0.6022537126261116
4169,win,Shavkat Rakhmonov,Michel Prazeres,2021-06-26,Welterweight,SUB:Rear Naked Choke,0.48015871810731636,1.781395570817959,1.046760905057116,0.5588199356963857,0.10722495149023056,-0.16171188814438284,0.5061103792633849,-0.6877551360914139,-0.35253776433502426,0.572884552603023,0.7567535438985026,-1.162132493844933
4170,lose,Warlley Alves,Jeremiah Wells,2021-06-26,Welterweight,KO/TKO:Punch,1.3879812330155672,-0.7249240426192789,-0.18888693311776622,-0.23069388072803845,-0.3786898535006661,1.6030163938505897,-0.061298780909917645,1.2335924579336217,-0.06018288813761225,-0.7517115902666912,-0.37134941189738563,0.6022537126261116
4171,lose,Ike Villanueva,Marcin Prachnio,2021-06-26,Light Heavyweight,KO/TKO:Kick,1.7371437387495097,1.5808900017429797,0.0012127342937540688,-0.9450159051120413,-1.3694512091314544,-1.4222320895693648,-1.277175552709851,1.8965494552329953,-0.35253776433502426,-0.2969994815203715,-0.747383730496015,0.6022537126261116
4172,win,Julia Avila,Julija Stoliarenko,2021-06-26,Women's Bantamweight,SUB:Rear Naked Choke,0.37540996638713364,-0.0231545508568524,-0.8542357690580874,0.295648663554911,0.27761066233119425,0.9307389530906002,0.2629350249033981,-0.8841868389949321,-0.35253776433502426,1.4823087700956625,0.3807192252998732,-1.7502612293352813
4173,lose,Justin Jaynes,Charles Rosa,2021-06-26,Featherweight,S-DEC:,0.16591246294676817,-0.5912536632359596,0.09626256799951433,-0.2682897767482491,0.1703307703202169,1.2668776734705949,0.6682272821700423,0.9021139592839355,-0.06018288813761225,-0.5935508567897104,-0.37134941189738563,2.3666399190971563
4174,lose,Yancy Medeiros,Damir Hadzovic,2021-06-26,Lightweight,U-DEC:,-0.1832500427871747,1.313549242976341,0.4764619028225549,-0.6818446329705665,0.6373138296621177,-1.2541627293793671,-0.8718832954432062,1.4791320865630195,-0.35253776433502426,-0.13883874804339064,-0.37134941189738563,2.3666399190971563
4175,lose,Guy Mezger,Tito Ortiz,1999-03-05,Middleweight,KO/TKO:Punches,0.5150749686807107,1.1464612687471918,-0.569086267940807,-0.9074200090918306,-0.17675123324470898,1.0147736331855985,-1.115058649803193,-0.9332947647208115,-0.35253776433502426,0.09840235217208064,-1.1234180490946444,0.6022537126261116
4176,lose,Andre Roberts,Gary Goodridge,1999-03-05,Heavyweight,KO/TKO:Punches,-3.5002938472596288,-1.7608694828400038,-0.7591859353523274,-0.23069388072803845,-1.1548914251095004,-4.027307172514325,-4.519513610843005,-1.313881189096378,-0.35253776433502426,-0.00044810625103244216,-0.37134941189738563,0.6022537126261116
4177,win,Jeremy Horn,Chuck Liddell,1999-03-05,Middleweight,SUB:Arm Triangle,-1.3005700611357907,-1.7274518879941738,1.046760905057116,-0.1555020886876171,-1.1170279338115086,-0.07767720804938497,0.343993476356727,-0.44221550746201643,-0.35253776433502426,-0.33653966488961656,0.3807192252998732,-0.5740037583545848
4178,win,Kevin Randleman,Maurice Smith,1999-03-05,Heavyweight,U-DEC:,0.2008287135201625,0.34443899244727577,-0.09383709941200609,0.295648663554911,0.5426551014171377,-0.24574656823938257,0.6682272821700423,0.3987577205936703,-0.35253776433502426,0.9880564779800974,0.3807192252998732,-1.162132493844933
4179,lose,Valeri Ignatov,Evan Tanner,1999-03-05,Middleweight,KO/TKO:Elbows,-1.5100675645761563,-0.8251768271567684,-1.234435103881128,-0.7946323210311985,-1.9184718329523374,-4.6995846132743155,-4.762688965202991,-1.6208057248831251,-0.35253776433502426,-1.9774572747132926,-0.747383730496015,0.6022537126261116
4180,lose,Jason Godsey,Pete Williams,1999-03-05,Heavyweight,SUB:Kneebar,-1.4053188128559735,-0.5244184735442999,-0.8542357690580875,-0.042714400626985075,-0.37868985350066586,-3.3550297317543354,-5.005864319562978,-1.7006061041876792,-0.35253776433502426,-1.3250442491207466,-0.37134941189738563,0.6022537126261116
4181,win,Sione Latu,Joey Roberts,1999-03-05,Heavyweight,KO/TKO:,-0.008668789920203259,0.010263043988977464,0.0012127342937540688,-0.30588567276845974,0.006255641362252015,0.006357472045613839,0.019759670543411295,-0.00024417592910084033,-0.35253776433502426,1.9765610622112273,0.3807192252998732,-0.5740037583545848
4182,lose,Dominick Cruz,Marlon Vera,2022-08-13,Bantamweight,KO/TKO:Kick,-0.008668789920203259,0.5115269666764246,-0.9492856027638477,1.1603542720197564,-0.22723588830869826,1.6030163938505892,-1.3582340041631793,-1.4734819477054864,-0.06018288813761225,-0.00044810625103244216,-1.4994523676932738,0.6022537126261116
4183,win,Nate Landwehr,David Onama,2022-08-13,Featherweight,M-DEC:,1.5974787364559326,1.3803844326680006,0.9517110713513559,0.746799415797439,0.6814879028431081,0.17442683223561145,0.5061103792633844,-0.11687549952806493,-0.35253776433502426,0.1972528105951935,0.7567535438985026,-0.5740037583545848
4184,lose,Iasmin Lucindo,Yazmin Jauregui,2022-08-13,Women's Strawweight,U-DEC:,-0.008668789920203259,-3.3314964405940057,0.0012127342937540688,-0.7570364250109879,-0.8330517490765691,-0.24574656823938257,-0.2234156838165755,0.8161750892636462,-0.35253776433502426,-1.9774572747132926,-0.37134941189738563,0.6022537126261116
4185,win,Azamat Murzakanov,Devin Clark,2022-08-13,Light Heavyweight,KO/TKO:Punch,-0.7419100519614825,-1.8277046725316635,-0.09383709941200612,2.4386147367069193,1.0727439795890246,1.518981713755591,0.4250519278100551,-0.25806078598996823,1.9897065661154227,0.9880564779800974,0.7567535438985026,-0.5740037583545848
4186,win,Priscila Cachoeira,Ariane Lipski,2022-08-13,Women's Bantamweight,KO/TKO:Punches,0.4452424675339221,0.34443899244727577,-0.3789866005292867,0.5964158317165964,0.8518736136840716,-0.4138159284293797,0.5871688307167134,2.3016898424715015,-0.35253776433502426,0.23679299396443873,0.7567535438985026,-0.5740037583545848
4187,lose,Bruno Silva,Gerald Meerschaert,2022-08-13,Middleweight,SUB:Guillotine Choke,-0.6720775508146941,1.4138020275138306,-1.6146344387041687,-0.6442487369503559,0.7635254673220904,-0.6659199687143761,0.4250519278100555,0.6934052749489473,-0.6881393265757445,-0.05975838130490008,-0.37134941189738563,1.1903824481164595
4188,lose,Loopy Godinez,Angela Hill,2022-08-13,Catch Weight,U-DEC:,0.549991219254105,0.1773510182181268,0.6665615702340754,0.2580527675347003,-1.5019734286744264,-0.24574656823938257,0.019759670543411295,-1.5410053455785708,-0.35253776433502426,0.13794253554132577,-0.37134941189738563,0.6022537126261116
4189,win,Martin Buday,Lukasz Brzeski,2022-08-13,Heavyweight,S-DEC:,-2.3131413277642245,-3.3314964405940057,-0.9492856027638477,-1.9601050976577292,-1.4262464460784428,-0.4138159284293792,0.18187657345006872,0.6749898028017426,-0.35253776433502426,1.9765610622112273,0.7567535438985026,-0.5740037583545848
4190,lose,Cynthia Calvillo,Nina Nunes,2022-08-13,Women's Flyweight,S-DEC:,0.37540996638713353,0.07709823368063719,0.38141206911679476,0.33324455957512167,-0.13888774194671674,0.8467042729956009,-0.4665910381765619,0.29440337842617625,-0.35253776433502426,-0.020218197935655057,-0.37134941189738563,2.3666399190971563
4191,win,Gabriel Benitez,Charlie Ontiveros,2022-08-13,Lightweight,KO/TKO:Punches,1.7371437387495097,0.9459556996722127,1.046760905057116,0.5588199356963857,1.836324387431862,2.863536595275571,0.019759670543411295,-1.1113109954771252,1.1267779092238726,1.067136844718588,0.3807192252998732,-1.7502612293352813
4192,win,Tyson Nam,Ode Osbourne,2022-08-13,Flyweight,KO/TKO:Punch,-0.8815750542550597,1.1464612687471918,-0.4740364342350468,-0.08031029664719574,-0.7257718570655918,1.7710857540405873,-0.8718832954432062,0.44786564631955006,-0.6881393265757445,-0.00044810625103244216,0.3807192252998732,-0.5740037583545848
4193,win,Josh Quinlan,Jason Witt,2022-08-13,Catch Weight,KO/TKO:Punch,-1.6846488174431276,-1.1259351807692368,-0.8542357690580875,0.07007328743364694,2.0887476627518082,2.3593285147055783,0.7492857336233713,-0.9332947647208116,-0.35253776433502426,1.3241480366186815,0.3807192252998732,-1.162132493844933
4194,lose,Joe Stevenson,BJ Penn,2008-01-19,Lightweight,SUB:Rear Naked Choke,-0.3927475462275402,-1.1593527756150668,1.6170599072916771,-0.9074200090918306,-0.44179567233065237,0.34249619242560814,-0.304474135269904,-0.46676947032495636,-0.35253776433502426,-0.03998828962027768,-0.747383730496015,0.6022537126261116
4195,lose,Gabriel Gonzaga,Fabricio Werdum,2008-01-19,Heavyweight,KO/TKO:Punches,0.27066121466695087,1.1798788635930217,-0.09383709941200598,-1.0202076971524625,-0.92139989543855,0.1744268322356105,-0.5476494896298908,0.18391054554294722,-0.35253776433502426,0.33564345238755183,-0.37134941189738563,1.1903824481164595
4196,win,Marcus Davis,Jess Liaudin,2008-01-19,Welterweight,KO/TKO:Punch,-0.1832500427871747,0.5783621563680845,-0.18888693311776644,0.032477391413436266,0.17033077032021718,2.023189794325584,-0.9529417468965351,0.01817129621810413,1.9897065661154227,0.3751836357567968,2.2608908182930203,-0.5740037583545848
4197,win,Wilson Gouveia,Jason Lambert,2008-01-19,Light Heavyweight,KO/TKO:Punch,1.0388187272816245,0.9793732945180423,-0.18888693311776603,-0.8322282170514093,-0.11364541441472238,0.5105655526156067,-1.5203509070698367,1.3625007629640555,-0.35253776433502426,0.25656308564906133,1.5088221810957616,-0.5740037583545848
4198,lose,Kendall Grove,Jorge Rivera,2008-01-19,Middleweight,KO/TKO:Punches,-0.1832500427871745,-0.2236601199318312,1.5220100735859168,-1.0578035931726733,-0.5301438186926336,0.006357472045613839,-0.5476494896298908,-0.14756795310673954,-0.35253776433502426,0.1972528105951935,-0.37134941189738563,1.1903824481164595
4199,win,Antoni Hardonk,Colin Robinson,2008-01-19,Heavyweight,KO/TKO:Punch,-3.5002938472596288,-0.3239129044693208,-4.085930115053933,0.18286097549427893,-1.7543967039943726,0.7626695929006027,-0.6287079410832194,-2.9712736823448114,-0.35253776433502426,0.9880564779800974,0.3807192252998732,-1.162132493844933
4200,win,Paul Kelly,Paul Taylor,2008-01-19,Welterweight,U-DEC:,1.2133999801485957,-0.8585944220025985,0.9517110713513559,1.0099706879389136,-0.7636353483635839,0.34249619242560814,-0.7908248439898772,-1.1420034490557995,-0.35253776433502426,1.3241480366186815,0.3807192252998732,-1.162132493844933
4201,win,Alessio Sakara,James Lee,2008-01-19,Light Heavyweight,KO/TKO:Punches,0.968986226134836,2.0821539244304272,-6.652275625109458,0.295648663554911,1.6217646034099076,2.6954672350855726,0.4250519278100555,-0.5649853217767155,-0.6881393265757445,0.9880564779800974,0.3807192252998732,-0.5740037583545848
4202,win,Sam Stout,Per Eklund,2008-01-19,Lightweight,U-DEC:,0.9340699755614418,0.912538104826383,-3.3255314454078517,0.48362814365596435,1.3314778367919695,-0.8339893289043742,-2.6551692274164407,1.043299245745839,-0.35253776433502426,0.9880564779800974,0.3807192252998732,-0.5740037583545848
4203,lose,Michael Bisping,Georges St-Pierre,2017-11-04,Middleweight,SUB:Rear Naked Choke,-1.0910725576954252,-0.6580888529276191,-0.7591859353523274,-1.2081871772535158,0.3533376449271782,-0.5818852886193768,-1.196117101256522,0.8038981078321763,-0.35253776433502426,-0.39584993994348455,-4.8837612350809385,0.6022537126261116
