result,fighter,opponent,f_kd,o_kd,f_str,o_str,f_td,o_td,f_sub,o_sub,weight_class,method,type,round,time,date,f_win_perc,o_win_perc,f_str_efc,o_str_efc,f_win_strk,o_win_strk,f_lose_strk,o_lose_strk,f_wins,f_losses,f_draws,f_height,f_weight,f_reach,f_stance,f_age,f_slpm,f_str_acc,f_sapm,f_str_def,f_td_avg,f_td_acc,f_td_def,f_sub_avg,f_last_match,o_wins,o_losses,o_draws,o_height,o_weight,o_reach,o_stance,o_age,o_slpm,o_str_acc,o_sapm,o_str_def,o_td_avg,o_td_acc,o_td_def,o_sub_avg,o_last_match
win,Louis Gaudinot,John Lineker,0,0,65,96,2,0,1,0,Flyweight,SUB,Guillotine Choke,2,4:54,2012-05-05,0,0,0.0,0,0,0,1,0,8,4,0 (1 NC),160.02,56.25,160.02,Orthodox,39,2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1,01-03-2015,31,9,0,160.02,60.75,170.18,Orthodox,33,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,04-27-2019
win,Danny Castillo,John Cholish,0,0,52,29,1,1,0,0,Lightweight,U-DEC,Unanimous,3,5:00,2012-05-05,0.67,0,0.0,0,1,0,0,0,17,10,0,175.26,69.75,180.34,Orthodox,44,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,12-19-2015,8,3,0,180.34,69.75,187.96,Orthodox,40,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4,05-18-2013
win,Dennis Bermudez,Pablo Garza,0,0,45,27,8,0,1,0,Featherweight,U-DEC,Unanimous,3,5:00,2012-05-05,0,0.5,0.04,0.0588,0,0,1,1,17,9,0,167.64,69.75,167.64000000000001,Orthodox,37,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,01-19-2019,12,4,0,185.42,65.25,185.42000000000002,Orthodox,40,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,04-06-2013
win,Roland Delorme,Nick Denis,0,0,26,24,1,1,2,0,Bantamweight,SUB,Rear Naked Choke,1,4:59,2012-05-05,1.0,0,0.0278,0,1,0,0,0,9,5,0 (1 NC),175.26,60.75,180.34,Orthodox,40,2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6,08-23-2014,11,3,0,170.18,60.75,174.46,Orthodox,40,6.54,0.53,5.42,0.36,2.8,1.0,0.8,0.0,05-05-2012
win,Jon Jones,Rashad Evans,0,0,105,45,1,0,0,0,Light Heavyweight,U-DEC,Unanimous,5,5:00,2012-04-21,0.9,0.92,0.0083,0.0109,6,4,0,0,27,1,0 (1 NC),193.04,92.25,213.36,Orthodox,36,4.29,0.57,2.22,0.64,1.93,0.45,0.95,0.5,03-04-2023,19,8,1,182.88,92.25,190.5,Orthodox,44,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0.0,06-09-2018
win,Rory MacDonald,Che Mills,0,0,47,6,2,0,0,0,Welterweight,KO/TKO,Punches,2,2:20,2012-04-21,0.75,1.0,0.0,0.1818,2,1,0,0,19,4,0,182.88,76.5,193.04,Orthodox,34,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4,06-18-2016,16,10,0 (3 NC),185.42,76.5,193.04,Orthodox,41,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0,02-16-2013
win,Ben Rothwell,Brendan Schaub,1,0,8,9,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:10,2012-04-21,0.33,0.67,0.0,0.0265,0,0,1,1,39,14,0,193.04,119.25,198.12,Orthodox,42,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4,11-13-2021,10,5,0,193.04,110.25,198.12,Orthodox,40,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,12-06-2014
win,Michael McDonald,Miguel Torres,1,0,16,8,0,0,0,0,Bantamweight,KO/TKO,Punch,1,3:18,2012-04-21,1.0,0.67,0.0211,0.0,3,1,0,0,17,4,0,175.26,60.75,177.8,Orthodox,32,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,07-13-2016,44,9,0,175.26,60.75,193.04,Orthodox,42,3.98,0.43,1.86,0.74,0.0,0.0,0.17,1.6,04-21-2012
win,Eddie Yagin,Mark Hominick,2,0,84,110,0,0,0,0,Featherweight,S-DEC,Split,3,5:00,2012-04-21,0,0.6,0.0,0.0138,0,0,1,2,16,7,1,170.18,65.25,174.46,Orthodox,44,3.13,0.3,5.77,0.42,0.0,0.0,0.62,1.0,04-21-2012,20,12,0,172.72,65.25,172.72,Orthodox,41,4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9,11-17-2012
win,Mark Bocek,John Alessio,0,0,74,33,5,0,0,0,Lightweight,U-DEC,Unanimous,3,5:00,2012-04-21,0.57,0,0.0,0.0,1,0,0,3,12,5,0,172.72,69.75,190.5,Orthodox,42,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,04-16-2014,35,17,0 (2 NC),177.8,69.75,182.88,Orthodox,44,2.1,0.39,2.91,0.54,1.85,0.38,0.7,1.2,07-07-2012
win,Travis Browne,Chad Griggs,0,0,4,0,1,0,1,0,Heavyweight,SUB,Arm Triangle,1,2:29,2012-04-21,1.0,0,0.0161,0,2,0,0,0,18,7,1,198.12,114.75,200.66,Orthodox,41,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,07-08-2017,11,3,0,185.42,92.25,185.42000000000002,Orthodox,45,2.67,0.5,2.22,0.46,1.51,0.66,0.41,0.0,11-17-2012
win,Matt Brown,Stephen Thompson,0,0,36,67,5,0,1,0,Welterweight,U-DEC,Unanimous,3,5:00,2012-04-21,0.5,0,0.0168,0,1,0,0,0,26,19,0,182.88,76.5,190.5,Orthodox,42,3.76,0.55,2.92,0.55,1.68,0.46,0.63,1.3,05-13-2023,17,6,1,182.88,76.5,190.5,Orthodox,40,4.2,0.45,3.04,0.55,0.27,0.41,0.64,0.0,
win,Anthony Njokuani,John Makdessi,0,0,73,39,0,0,0,0,Lightweight,U-DEC,Unanimous,3,5:00,2012-04-21,0.33,0.5,0.0,0.02,0,0,1,1,16,12,0 (1 NC),185.42,69.75,190.5,Orthodox,43,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,10-04-2014,18,8,0,172.72,69.75,172.72,Orthodox,38,5.52,0.5,4.04,0.69,0.0,0.0,0.85,0.0,09-03-2022
win,Mac Danzig,Efrain Escudero,0,0,67,56,1,0,0,1,Lightweight,U-DEC,Unanimous,3,5:00,2012-04-21,0.44,0.5,0.0105,0.0204,0,0,1,2,21,12,1,172.72,69.75,177.8,Orthodox,43,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,12-14-2013,28,12,0,175.26,69.75,180.34,Orthodox,37,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,04-23-2016
win,Chris Clements,Keith Wisniewski,2,0,68,28,0,3,0,1,Welterweight,S-DEC,Split,3,5:00,2012-04-21,0,0,0,0.0,0,0,0,1,12,6,0 (1 NC),177.8,76.5,177.8,Orthodox,47,3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.3,04-25-2015,28,15,1,182.88,76.5,187.48,Orthodox,42,2.32,0.52,4.86,0.42,1.57,0.4,0.78,0.3,09-04-2013
win,Alexander Gustafsson,Thiago Silva,1,0,76,38,1,0,0,0,Light Heavyweight,U-DEC,Unanimous,3,5:00,2012-04-14,0.83,0.71,0.0471,0.0156,4,0,0,1,18,8,0,195.58,92.25,200.66,Orthodox,36,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4,07-23-2022,19,6,0 (2 NC),187.96,92.25,187.96,Orthodox,41,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,10-09-2013
win,Brian Stann,Alessio Sakara,1,0,18,7,0,0,0,0,Middleweight,KO/TKO,Punch,1,2:26,2012-04-14,0.62,0.55,0.0233,0.0099,0,0,1,1,12,6,0,185.42,92.25,187.96,Orthodox,43,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,03-02-2013,19,11,0 (2 NC),182.88,83.25,182.88,Orthodox,42,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0,10-26-2013
win,Siyar Bahadurzada,Paulo Thiago,1,0,3,0,0,0,0,0,Welterweight,KO/TKO,Punch,1,0:42,2012-04-14,0,0.57,0,0.0325,0,1,0,0,24,8,1,180.34,76.5,185.42000000000002,Orthodox,39,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3,09-28-2019,18,9,0,180.34,76.5,187.96,Orthodox,42,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,09-13-2014
win,Dennis Siver,Diego Nunes,0,0,68,49,0,0,0,0,Featherweight,U-DEC,Unanimous,3,5:00,2012-04-14,0.58,0.5,0.0169,0.0104,0,0,1,1,23,11,0 (1 NC),167.64,65.25,177.8,Orthodox,44,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,06-25-2017,19,7,0,167.64,65.25,170.18,Orthodox,41,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,01-19-2013
win,John Maguire,DaMarques Johnson,0,0,6,15,3,0,1,1,Welterweight,SUB,Armbar,2,4:40,2012-04-14,1.0,0.57,0.0,0.0198,1,1,0,0,24,9,0,175.26,69.75,175.26,Southpaw,40,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1,06-15-2013,15,15,0,185.42,76.5,190.5,Orthodox,41,2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7,09-29-2012
win,Brad Pickett,Damacio Page,1,0,36,23,4,1,1,1,Bantamweight,SUB,Rear Naked Choke,2,4:05,2012-04-14,0,0,0.0,0.0,0,0,1,1,25,14,0,167.64,60.75,172.72,Orthodox,45,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,03-18-2017,19,10,0,167.64,60.75,167.64000000000001,Orthodox,41,2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9,07-11-2012
win,James Head,Papy Abedi,0,0,21,11,0,1,1,0,Welterweight,SUB,Rear Naked Choke,1,4:33,2012-04-14,0,0,0.0333,0.0,0,0,1,1,9,4,0,185.42,76.5,185.42000000000002,Orthodox,39,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8,08-28-2013,10,4,0,180.34,83.25,184.88,Southpaw,45,2.8,0.55,3.15,0.48,3.47,0.57,0.5,1.3,08-28-2013
win,Cyrille Diabate,Tom DeBlass,0,0,48,1,2,2,0,1,Light Heavyweight,M-DEC,Majority,3,5:00,2012-04-14,0.5,0,0.0105,0,0,0,1,0,19,10,1,198.12,92.25,205.74,Southpaw,50,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,03-08-2014,9,2,0,182.88,83.25,187.48,Orthodox,41,1.5,0.35,4.43,0.37,1.0,0.5,0.28,0.5,11-10-2012
win,Francis Carmont,Magnus Cedenblad,0,0,28,11,2,0,1,1,Middleweight,SUB,Rear Naked Choke,2,1:42,2012-04-14,1.0,0,0.0196,0,1,0,0,0,25,12,0,190.5,92.25,198.12,Orthodox,42,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,08-23-2014,14,5,0,195.58,83.25,200.66,Orthodox,41,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0,11-19-2016
win,Reza Madadi,Yoislandy Izquierdo,0,0,1,36,3,0,1,0,Lightweight,SUB,Guillotine Choke,2,1:28,2012-04-14,0,0,0,0,0,0,0,0,14,6,0,180.34,69.75,185.42000000000002,Orthodox,45,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,05-28-2017,10,4,0,180.34,69.75,184.88,Southpaw,39,2.93,0.52,1.4,0.26,0.0,0.0,0.5,0.0,07-07-2012
win,Simeon Thoresen,Besam Yousef,0,0,37,28,1,0,3,0,Welterweight,SUB,Rear Naked Choke,2,2:36,2012-04-14,0,0,0,0,0,0,0,0,17,6,1,185.42,76.5,200.66,Orthodox,39,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7,01-26-2013,7,4,0,180.34,76.5,184.88,Orthodox,38,3.14,0.53,3.98,0.38,1.33,0.66,0.5,0.0,04-06-2013
win,Martin Kampmann,Thiago Alves,0,0,47,62,1,2,1,0,Welterweight,SUB,Guillotine Choke,3,4:12,2012-03-02,0.67,0.67,0.0101,0.0179,1,1,0,0,20,7,0,182.88,76.5,182.88,Orthodox,41,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,08-28-2013,23,15,0,175.26,76.5,177.8,Orthodox,40,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,12-07-2019
win,Joseph Benavidez,Yasuhiro Urushitani,1,0,18,8,1,0,1,0,Flyweight,KO/TKO,Punch,2,0:11,2012-03-02,1.0,0,0.0,0,2,0,0,0,28,8,0,162.56,56.25,165.1,Southpaw,39,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,03-06-2021,21,8,6,165.1,56.25,169.25,Southpaw,47,3.47,0.39,4.71,0.65,0.0,0.0,0.8,0.0,11-10-2012
win,Constantinos Philippou,Court McGee,0,0,60,58,0,0,0,0,Middleweight,U-DEC,Unanimous,3,5:00,2012-03-02,0.67,1.0,0.0506,0.0,2,3,0,0,13,5,0 (1 NC),180.34,83.25,185.42000000000002,Orthodox,44,2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3,05-16-2015,22,12,0,180.34,76.5,190.5,Orthodox,39,4.63,0.37,3.68,0.6,1.89,0.25,0.69,0.4,05-13-2023
win,James Te Huna,Aaron Rosa,0,0,22,0,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,2:08,2012-03-02,0,0,0.0,0.0,0,0,1,1,16,9,0,187.96,83.25,190.5,Orthodox,42,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,03-19-2016,18,6,0,193.04,92.25,195.58,Orthodox,40,4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4,03-02-2012
win,Anthony Perosh,Nick Penner,0,0,25,5,2,0,0,0,Light Heavyweight,KO/TKO,Punches,1,4:59,2012-03-02,0.5,0,0.0,0,2,0,0,0,15,10,0,190.5,92.25,190.5,Orthodox,51,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,11-14-2015,11,3,0,193.04,92.25,197.9,Southpaw,43,1.25,0.3,4.6,0.38,0.0,0.0,0.4,0.0,12-14-2012
win,Steven Siler,Cole Miller,0,0,81,72,1,1,1,0,Featherweight,U-DEC,Unanimous,3,5:00,2012-03-02,1.0,0.7,0.0,0.0166,1,1,0,0,29,16,0,180.34,65.25,177.8,Orthodox,36,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,07-26-2014,21,11,0 (1 NC),185.42,65.25,185.42000000000002,Orthodox,39,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,12-17-2016
win,Andrew Craig,Kyle Noke,0,0,36,36,1,3,0,1,Middleweight,U-DEC,Unanimous,3,5:00,2012-03-02,0,0.75,0,0.011,0,0,0,1,9,4,0,185.42,76.5,193.04,Orthodox,37,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0,07-15-2015,22,10,1,185.42,76.5,193.04,Southpaw,43,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,11-26-2016
win,TJ Waldburger,Jake Hecht,0,0,3,2,1,0,1,0,Welterweight,SUB,Armbar,1,0:55,2012-03-02,0.67,1.0,0.0,0.0,1,1,0,0,16,9,0,180.34,76.5,190.5,Orthodox,35,2.02,0.51,2.39,0.4,3.03,0.46,0.4,4.8,02-22-2014,11,4,0,182.88,76.5,185.42000000000002,Orthodox,39,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0,06-08-2012
win,Daniel Pineda,Mackens Semerzier,1,0,14,9,0,0,2,0,Featherweight,SUB,Armbar,1,2:05,2012-03-02,1.0,1.0,0.0,0.0,1,1,0,0,28,15,0 (3 NC),170.18,65.25,175.26,Orthodox,38,3.09,0.49,3.18,0.46,1.71,0.25,0.48,1.7,06-03-2023,8,4,0 (1 NC),175.26,65.25,182.88,Orthodox,43,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1,03-02-2012
win,Benson Henderson,Frankie Edgar,0,0,87,68,1,5,3,0,Lightweight,U-DEC,Unanimous,5,5:00,2012-02-25,1.0,0.89,0.0062,0.002,3,6,0,0,24,7,0,175.26,76.5,177.8,Southpaw,40,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,11-28-2015,23,11,1,167.64,60.75,172.72,Orthodox,42,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,11-12-2022
win,Ryan Bader,Quinton Jackson,0,0,55,16,4,1,0,0,Light Heavyweight,U-DEC,Unanimous,3,5:00,2012-02-25,0.75,0.7,0.0282,0.0231,1,0,0,1,23,5,0,187.96,92.25,187.96,Orthodox,40,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,11-19-2016,37,12,0,185.42,92.25,185.42000000000002,Orthodox,45,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,04-25-2015
win,Mark Hunt,Cheick Kongo,1,0,10,5,0,0,0,0,Heavyweight,KO/TKO,Punches,1,2:11,2012-02-25,1.0,0.71,0.0164,0.0085,2,3,0,0,13,14,1 (1 NC),177.8,119.25,182.88,Orthodox,49,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,12-01-2018,27,10,2,193.04,108.0,208.28,Orthodox,48,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,04-27-2013
win,Jake Shields,Yoshihiro Akiyama,0,0,91,33,2,2,0,0,Welterweight,U-DEC,Unanimous,3,5:00,2012-02-25,0.33,0.25,0.0,0.0,0,0,2,3,31,9,1 (1 NC),182.88,76.5,182.88,Orthodox,44,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,03-15-2014,14,6,0 (2 NC),177.8,76.5,190.5,Orthodox,48,3.1,0.41,3.62,0.57,2.29,0.67,0.92,1.0,11-28-2015
win,Tim Boetsch,Yushin Okami,1,0,42,29,0,1,1,0,Middleweight,KO/TKO,Punches,3,0:54,2012-02-25,0.62,0.75,0.0043,0.011,2,0,0,1,21,13,0,182.88,83.25,187.96,Orthodox,42,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,03-09-2019,34,12,0,187.96,76.5,190.5,Southpaw,42,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,12-01-2018
win,Hatsu Hioki,Bart Palaszewski,0,0,67,26,2,0,2,1,Featherweight,U-DEC,Unanimous,3,5:00,2012-02-25,1.0,1.0,0.0,0.0588,1,1,0,0,29,10,2,180.34,65.25,185.42000000000002,Orthodox,40,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,05-09-2015,36,17,0,175.26,65.25,177.8,Orthodox,40,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,04-13-2013
win,Anthony Pettis,Joe Lauzon,1,0,9,0,0,0,0,0,Lightweight,KO/TKO,Kick,1,1:21,2012-02-25,0.5,0.73,0.0,0.0152,1,2,0,0,24,10,0,177.8,69.75,182.88,Orthodox,36,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,12-19-2020,28,16,0,177.8,69.75,180.34,Orthodox,39,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0,10-18-2019
win,Takanori Gomi,Eiji Mitsuoka,0,1,48,32,0,1,0,1,Lightweight,KO/TKO,Punches,2,2:21,2012-02-25,0.25,0,0.0233,0,0,0,2,0,35,14,0 (1 NC),170.18,69.75,177.8,Southpaw,45,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,09-22-2017,18,9,2,170.18,65.25,174.46,Southpaw,47,1.49,0.49,2.26,0.45,2.3,0.36,0.2,1.6,08-11-2012
win,Vaughan Lee,Norifumi Yamamoto,1,0,14,21,0,1,2,0,Bantamweight,SUB,Armbar,1,4:29,2012-02-25,0,0,0,0.0,0,0,0,2,14,13,1,167.64,56.25,167.64000000000001,Orthodox,41,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0,07-18-2015,18,6,0 (2 NC),162.56,60.75,167.64000000000001,Southpaw,46,2.09,0.45,2.01,0.57,0.41,0.22,0.45,0.0,02-28-2015
win,Riki Fukuda,Steve Cantwell,0,0,124,47,3,1,0,1,Middleweight,U-DEC,Unanimous,3,5:00,2012-02-25,0,0.25,0.0,0.0,0,0,1,3,24,9,0 (1 NC),182.88,83.25,185.42000000000002,Southpaw,42,4.24,0.43,3.71,0.64,2.17,0.43,0.7,0.0,03-02-2013,7,6,0,187.96,83.25,190.5,Orthodox,37,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7,02-25-2012
win,Chris Cariaso,Takeya Mizugaki,0,0,37,28,0,2,0,0,Bantamweight,U-DEC,Unanimous,3,5:00,2012-02-25,0,0.67,0.0,0.0157,0,1,1,0,17,8,0,160.02,56.25,162.56,Southpaw,42,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,10-03-2015,21,11,2,170.18,60.75,175.26,Orthodox,40,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,12-17-2016
win,Jake Ellenberger,Diego Sanchez,1,0,62,29,2,0,0,0,Welterweight,U-DEC,Unanimous,3,5:00,2012-02-15,0.83,0.75,0.0403,0.0089,5,2,0,0,31,15,0,175.26,76.5,180.34,Orthodox,38,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,08-25-2018,31,13,0,177.8,76.5,182.88,Southpaw,42,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,09-26-2020
win,Stefan Struve,Dave Herman,1,0,47,51,1,0,0,0,Heavyweight,KO/TKO,Punches,2,3:52,2012-02-15,0.62,1.0,0.0081,0.0182,1,1,0,0,33,13,0,210.82,119.25,213.36,Orthodox,35,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,10-24-2020,22,6,0,193.04,108.9,195.58,Orthodox,39,4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0,07-06-2013
win,Ronny Markes,Aaron Simpson,0,1,62,55,2,0,0,0,Middleweight,S-DEC,Split,3,5:00,2012-02-15,1.0,0.71,0.0,0.0098,1,3,0,0,17,5,0,185.42,83.25,190.5,Orthodox,35,2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5,03-23-2014,12,5,0,182.88,76.5,185.42000000000002,Orthodox,49,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,10-05-2012
win,Stipe Miocic,Philip De Fries,1,0,8,7,0,0,0,0,Heavyweight,KO/TKO,Punch,1,0:43,2012-02-15,1.0,1.0,0.0,0.0,1,1,0,0,20,4,0,193.04,108.0,203.2,Orthodox,41,4.82,0.53,3.82,0.54,1.86,0.34,0.68,0.0,03-27-2021,12,6,0 (1 NC),195.58,112.5,200.66,Orthodox,37,2.3,0.47,3.0,0.37,3.29,0.42,1.0,0.6,04-06-2013
win,TJ Dillashaw,Walel Watson,0,0,85,11,3,0,5,1,Bantamweight,U-DEC,Unanimous,3,5:00,2012-02-15,0,0,0.0,0.0,0,0,1,1,18,5,0,167.64,60.75,170.18,Orthodox,37,5.09,0.41,3.47,0.62,1.56,0.3,0.77,0.8,10-22-2022,14,10,0,180.34,60.75,190.5,Orthodox,39,2.1,0.29,3.79,0.43,0.0,0.0,0.61,1.4,09-22-2012
win,Ivan Menjivar,John Albert,0,0,25,31,1,0,2,3,Bantamweight,SUB,Rear Naked Choke,1,3:45,2012-02-15,0.67,1.0,0.013,0.0476,2,1,0,0,25,12,0,167.64,65.25,162.56,Orthodox,41,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0,03-01-2014,6,5,0,172.72,60.75,172.72,Orthodox,37,3.05,0.49,2.82,0.35,0.0,0.0,0.5,6.1,07-27-2013
win,Jonathan Brookins,Vagner Rocha,0,0,18,7,1,0,0,0,Featherweight,KO/TKO,Punches,1,1:32,2012-02-15,0.5,0.5,0.0,0.0,0,1,1,0,16,10,0,182.88,65.25,187.96,Southpaw,38,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,12-15-2012,14,4,0,177.8,69.75,185.42000000000002,Orthodox,41,2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9,11-07-2014
win,Justin Salas,Anton Kuivanen,0,0,50,38,4,0,0,0,Lightweight,U-DEC,Unanimous,3,5:00,2012-02-15,0,0,0,0,0,0,0,0,12,7,0,172.72,69.75,177.8,Southpaw,41,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0,03-05-2016,24,10,0,172.72,69.75,182.88,Orthodox,39,2.27,0.38,1.63,0.67,1.2,1.0,0.71,0.4,02-23-2013
win,Carlos Condit,Nick Diaz,0,0,151,105,0,1,0,0,Welterweight,U-DEC,Unanimous,5,5:00,2012-02-04,0.8,0.56,0.0119,0.0043,4,3,0,0,32,14,0,187.96,76.5,190.5,Orthodox,39,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0,07-10-2021,26,10,0 (2 NC),185.42,76.5,193.04,Southpaw,40,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0,09-25-2021
win,Fabricio Werdum,Roy Nelson,0,0,91,26,0,0,0,1,Heavyweight,U-DEC,Unanimous,3,5:00,2012-02-04,0.5,0.6,0.0,0.0182,0,1,1,0,24,9,1,193.04,103.95,195.58,Orthodox,46,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,07-25-2020,22,14,0,182.88,118.35000000000001,185.42000000000002,Orthodox,47,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,04-15-2017
win,Josh Koscheck,Mike Pierce,0,0,33,41,2,1,0,0,Welterweight,S-DEC,Split,3,5:00,2012-02-04,0.74,0.6,0.0116,0.0,1,1,0,0,17,11,0,177.8,76.5,185.42000000000002,Orthodox,46,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,03-21-2015,17,7,0,172.72,76.5,180.34,Orthodox,43,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,12-11-2015
win,Renan Barao,Scott Jorgensen,0,0,104,73,0,0,0,0,Bantamweight,U-DEC,Unanimous,3,5:00,2012-02-04,1.0,1.0,0.027,0.0,1,2,0,0,34,9,0 (1 NC),167.64,65.25,177.8,Orthodox,36,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,11-16-2019,15,12,0,165.1,60.75,167.64000000000001,Orthodox,41,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,11-21-2015
win,Ed Herman,Clifford Starks,0,0,28,16,2,0,2,0,Middleweight,SUB,Rear Naked Choke,2,1:43,2012-02-04,0.55,0,0.0078,0,2,0,0,0,27,16,0 (1 NC),185.42,92.25,195.58,Orthodox,43,3.31,0.48,3.71,0.42,1.96,0.47,0.59,1.0,04-15-2023,13,3,0,182.88,83.25,198.12,Orthodox,42,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0,04-20-2013
win,Dustin Poirier,Max Holloway,0,0,11,11,1,0,3,0,Featherweight,SUB,Triangle Armbar,1,3:23,2012-02-04,1.0,0,0.0,0,3,0,0,0,29,7,0 (1 NC),175.26,69.75,182.88,Southpaw,34,5.51,0.5,4.25,0.54,1.39,0.36,0.63,1.2,,24,7,0,180.34,65.25,175.26,Orthodox,32,7.16,0.47,4.79,0.59,0.28,0.53,0.84,0.3,04-15-2023
win,Edwin Figueroa,Alex Caceres,1,0,41,55,0,1,0,7,Bantamweight,S-DEC,Split,3,5:00,2012-02-04,0,0.33,0.0,0.0,0,1,1,0,9,5,0,170.18,60.75,175.26,Orthodox,39,2.57,0.39,3.06,0.51,0.2,1.0,0.37,0.6,11-16-2013,21,13,0 (1 NC),177.8,65.25,185.42000000000002,Southpaw,35,4.16,0.51,2.87,0.63,0.59,0.68,0.64,0.7,06-03-2023
