result,fighter,opponent,f_kd,o_kd,f_str,o_str,f_td,o_td,f_sub,o_sub,weight_class,method,type,round,time,date,f_win_perc,o_win_perc,f_str_efc,o_str_efc,f_win_strk,o_win_strk,f_lose_strk,o_lose_strk,f_wins,f_losses,f_draws,f_height,f_weight,f_reach,f_stance,f_age,f_slpm,f_str_acc,f_sapm,f_str_def,f_td_avg,f_td_acc,f_td_def,f_sub_avg,f_last_match,o_wins,o_losses,o_draws,o_height,o_weight,o_reach,o_stance,o_age,o_slpm,o_str_acc,o_sapm,o_str_def,o_td_avg,o_td_acc,o_td_def,o_sub_avg,o_last_match
win,Khaos Williams,Miguel Baeza,1,0,49,31,0,0,0,5,Welterweight,KO/TKO,Punch,3,1:02,2021-11-13,0.75,0.75,0.0124,0.0139,1,0,0,1,14,3,0,182.88,76.5,195.58,Orthodox,29,5.77,0.39,5.33,0.42,0.0,0.0,0.8,0.0,05-06-2023,10,3,0,187.96,76.5,187.96,Orthodox,31,4.88,0.49,5.1,0.53,0.44,0.28,1.0,1.8,04-16-2022
win,Song Yadong,Julio Arce,1,0,30,13,0,0,0,0,Bantamweight,KO/TKO,Punches,2,1:35,2021-11-13,0.86,0.75,0.0072,0.0,1,1,0,0,20,7,1 (1 NC),172.72,60.75,170.18,Orthodox,26,4.61,0.42,3.77,0.59,0.53,0.55,0.72,0.2,04-29-2023,18,6,0,170.18,60.75,177.8,Southpaw,34,4.38,0.36,3.1,0.68,0.49,0.3,0.95,0.4,11-12-2022
win,Joel Alvarez,Thiago Moises,0,0,44,11,0,0,0,0,Lightweight,KO/TKO,Elbows,1,3:01,2021-11-13,1.0,0.57,0.0,0.0,1,0,0,1,19,3,0,190.5,69.75,195.58,Orthodox,30,3.44,0.44,3.68,0.49,0.0,0.0,0.0,1.2,,17,6,0,175.26,69.75,177.8,Orthodox,28,2.47,0.39,3.9,0.56,1.53,0.41,0.6,1.3,01-21-2023
win,Andrea Lee,Cynthia Calvillo,0,0,84,47,0,1,0,0,Women's Flyweight,KO/TKO,Other,2,5:00,2021-11-13,0.57,0.67,0.0,0.0,1,0,0,2,13,7,0,167.64,56.25,175.26,Orthodox,34,5.13,0.48,3.59,0.64,2.04,0.57,0.54,0.6,03-25-2023,9,6,1,162.56,56.25,162.56,Orthodox,36,4.41,0.38,4.12,0.64,1.8,0.44,0.77,0.8,04-08-2023
win,Sean Woodson,Collin Anglin,1,0,50,8,0,0,0,0,Featherweight,KO/TKO,Punches,1,4:30,2021-11-13,0.67,0,0.0039,0.0,1,0,0,1,9,1,1,187.96,65.25,198.12,Orthodox,31,5.56,0.45,4.26,0.56,0.0,0.0,0.82,0.7,08-20-2022,8,3,0,175.26,65.25,180.34,Orthodox,30,4.59,0.48,5.54,0.51,2.28,0.66,1.0,0.0,11-13-2021
win,Cortney Casey,Liana Jojua,0,0,89,34,0,2,0,0,Women's Flyweight,U-DEC,Unanimous,3,5:00,2021-11-13,0.38,0.33,0.0,0.0,0,0,2,1,10,10,0,170.18,56.25,170.18,Orthodox,36,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5,07-09-2022,8,5,0,162.56,56.25,157.48,Orthodox,28,2.42,0.3,5.32,0.54,1.71,0.66,0.5,1.3,11-13-2021
win,Rafael Alves,Marc Diakiese,0,0,6,3,0,0,1,0,Lightweight,SUB,Guillotine Choke,1,1:48,2021-11-13,0,0.56,0,0.0058,0,0,0,1,20,12,0,172.72,69.75,172.72,Orthodox,33,1.85,0.48,3.3,0.58,0.29,0.25,0.44,1.5,02-25-2023,16,6,0,177.8,69.75,185.42000000000002,Orthodox,30,2.73,0.4,2.63,0.53,3.33,0.43,0.67,0.0,
win,Kamaru Usman,Colby Covington,2,0,123,107,1,0,0,0,Welterweight,U-DEC,Unanimous,5,5:00,2021-11-06,1.0,0.83,0.0077,0.0013,14,1,0,0,20,3,0,182.88,76.5,193.04,Switch,36,4.46,0.52,2.75,0.54,2.96,0.45,0.97,0.1,03-18-2023,17,3,0,180.34,76.5,182.88,Orthodox,35,4.1,0.39,3.05,0.55,4.05,0.45,0.72,0.2,03-05-2022
win,Rose Namajunas,Zhang Weili,0,0,86,83,2,5,0,0,Women's Strawweight,S-DEC,Split,5,5:00,2021-11-06,0.73,0.83,0.0076,0.0026,2,0,0,1,12,5,0,165.1,51.75,165.1,Orthodox,31,3.66,0.4,3.5,0.6,1.61,0.57,0.6,0.6,05-07-2022,23,3,0,162.56,51.75,160.02,Switch,34,5.79,0.47,4.06,0.53,1.97,0.34,0.66,0.5,
win,Marlon Vera,Frankie Edgar,1,0,88,94,0,3,1,0,Bantamweight,KO/TKO,Kick,3,3:50,2021-11-06,0.67,0.65,0.006,0.0019,1,0,0,1,20,8,1,172.72,60.75,177.8,Switch,31,4.09,0.49,5.02,0.51,0.61,0.4,0.69,1.0,03-25-2023,23,11,1,167.64,60.75,172.72,Orthodox,42,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,11-12-2022
win,Shane Burgos,Billy Quarantillo,0,0,193,164,0,0,0,0,Featherweight,U-DEC,Unanimous,3,5:00,2021-11-06,0.67,0.8,0.0075,0.0052,0,1,2,0,15,3,0,180.34,65.25,190.5,Orthodox,32,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4,07-16-2022,17,5,0,177.8,65.25,177.8,Orthodox,35,7.86,0.58,5.79,0.4,1.51,0.23,0.58,1.2,04-15-2023
win,Justin Gaethje,Michael Chandler,1,0,116,103,0,1,0,0,Lightweight,U-DEC,Unanimous,3,5:00,2021-11-06,0.62,0.5,0.0052,0.0213,0,0,1,1,24,4,0,180.34,69.75,177.8,Orthodox,35,7.38,0.6,7.66,0.53,0.13,0.25,0.75,0.0,,23,8,0,172.72,69.75,180.34,Orthodox,37,4.89,0.46,4.58,0.46,2.17,0.38,0.71,0.9,11-12-2022
win,Alex Pereira,Andreas Michailidis,1,0,11,3,0,2,0,0,Middleweight,KO/TKO,Flying Knee,2,0:18,2021-11-06,0,0.5,0,0.0,0,1,0,0,7,2,0,193.04,92.25,200.66,Orthodox,36,5.23,0.59,3.76,0.54,0.28,1.0,0.73,0.0,,13,6,0,182.88,76.5,193.04,Orthodox,35,2.9,0.51,3.57,0.44,1.12,0.27,0.5,0.0,06-04-2022
win,Bobby Green,Al Iaquinta,1,0,28,10,0,0,0,0,Lightweight,KO/TKO,Punches,1,2:25,2021-11-06,0.53,0.64,0.0018,0.0092,0,0,2,2,29,14,1 (1 NC),177.8,69.75,180.34,Orthodox,37,5.97,0.51,3.67,0.62,1.28,0.37,0.72,0.3,,14,7,1,177.8,69.75,177.8,Orthodox,36,4.06,0.4,4.53,0.61,0.63,0.18,0.74,0.2,11-06-2021
win,Chris Curtis,Phil Hawes,1,0,21,48,0,0,0,0,Middleweight,KO/TKO,Punch,1,4:27,2021-11-06,0,1.0,0,0.0096,0,3,0,0,30,10,0 (1 NC),177.8,83.25,190.5,Orthodox,36,5.36,0.5,6.3,0.54,0.0,0.0,0.92,0.0,06-10-2023,12,5,0,182.88,83.25,195.58,Orthodox,34,5.55,0.59,3.7,0.55,2.28,0.36,1.0,0.2,05-06-2023
win,Nassourdine Imavov,Edmen Shahbazyan,0,0,42,22,0,1,4,0,Middleweight,KO/TKO,Elbows,2,4:52,2021-11-06,0.67,0.67,0.0,0.0219,1,0,0,2,12,4,0 (1 NC),190.5,83.25,190.5,Orthodox,28,4.55,0.53,3.76,0.58,1.09,0.31,0.72,1.7,06-10-2023,12,4,0,187.96,83.25,190.5,Orthodox,26,3.46,0.51,4.13,0.43,2.17,0.39,0.63,0.6,05-20-2023
win,Ian Garry,Jordan Williams,1,0,18,22,0,0,0,0,Welterweight,KO/TKO,Punch,1,4:59,2021-11-06,0,0,0,0.0,0,0,0,2,12,0,0,190.5,76.5,187.96,Orthodox,26,6.85,0.55,4.09,0.53,0.29,0.5,0.63,0.0,05-13-2023,9,6,0 (1 NC),185.42,83.25,190.5,Southpaw,33,5.83,0.5,5.46,0.35,1.11,0.5,0.85,0.0,11-06-2021
win,Chris Barnett,Gian Villante,1,0,38,30,0,0,0,0,Heavyweight,KO/TKO,Kick,2,2:23,2021-11-06,0,0.36,0.0,0.0044,0,0,1,2,23,8,0,175.26,119.25,190.5,Orthodox,37,4.41,0.48,5.87,0.4,0.0,0.0,0.33,0.0,09-10-2022,17,14,0,190.5,103.5,193.04,Orthodox,38,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0.0,11-06-2021
win,Dustin Jacoby,John Allan,0,0,153,77,0,0,0,0,Light Heavyweight,U-DEC,Unanimous,3,5:00,2021-11-06,1.0,0,0.0339,0.0,2,0,0,1,18,7,1,190.5,92.25,193.04,Orthodox,35,5.44,0.47,4.03,0.58,0.4,0.25,0.6,0.0,04-15-2023,13,7,0 (1 NC),185.42,92.25,190.5,Orthodox,30,3.56,0.42,5.74,0.52,1.4,0.71,0.5,0.8,11-06-2021
win,Melsik Baghdasaryan,Bruno Souza,0,0,75,46,0,0,0,0,Featherweight,U-DEC,Unanimous,3,5:00,2021-11-06,1.0,0,0.0227,0,1,0,0,0,7,2,0,175.26,65.25,177.8,Southpaw,31,5.63,0.61,3.28,0.55,0.0,0.0,0.76,0.0,02-11-2023,10,3,0,177.8,65.25,177.8,Orthodox,27,3.73,0.39,5.3,0.45,0.5,0.16,0.6,0.0,03-26-2022
win,Glover Teixeira,Jan Blachowicz,0,0,23,28,2,0,2,0,Light Heavyweight,SUB,Rear Naked Choke,2,3:02,2021-10-30,0.75,0.69,0.0067,0.0082,5,5,0,0,33,9,0,187.96,92.25,193.04,Orthodox,44,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,01-21-2023,29,9,1,187.96,92.25,198.12,Orthodox,40,3.41,0.49,2.81,0.54,0.97,0.53,0.68,0.2,
win,Petr Yan,Cory Sandhagen,1,0,149,169,0,1,1,0,Bantamweight,U-DEC,Unanimous,5,5:00,2021-10-30,0.88,0.75,0.0134,0.0069,0,0,1,1,16,5,0,170.18,60.75,170.18,Switch,30,5.03,0.53,4.26,0.59,1.71,0.52,0.85,0.1,03-11-2023,16,4,0,180.34,60.75,177.8,Switch,31,5.98,0.44,3.9,0.57,0.89,0.21,0.64,0.3,03-25-2023
win,Islam Makhachev,Dan Hooker,0,0,2,4,1,0,2,0,Lightweight,SUB,Kimura,1,2:25,2021-10-30,0.89,0.69,0.0043,0.0088,7,1,0,0,24,1,0,177.8,69.75,177.8,Southpaw,32,2.35,0.59,1.27,0.61,3.24,0.62,0.9,1.1,02-11-2023,22,12,0,182.88,69.75,190.5,Switch,33,4.83,0.47,4.61,0.51,0.85,0.36,0.81,0.3,
win,Alexander Volkov,Marcin Tybura,0,0,75,58,0,0,0,0,Heavyweight,U-DEC,Unanimous,3,5:00,2021-10-30,0.7,0.64,0.0037,0.0016,0,5,1,0,36,10,0,200.66,112.5,203.2,Orthodox,35,4.89,0.57,3.0,0.53,0.51,0.7,0.73,0.1,03-11-2023,24,7,0,190.5,112.05,198.12,Orthodox,38,3.55,0.48,3.31,0.55,1.39,0.33,0.79,0.1,
win,Khamzat Chimaev,Li Jingliang,0,0,25,0,1,0,3,0,Welterweight,SUB,Rear Naked Choke,1,3:16,2021-10-30,1.0,0.67,0.0115,0.0145,3,1,0,0,12,0,0,187.96,76.5,190.5,Orthodox,29,7.3,0.59,3.98,0.41,3.98,0.57,1.0,3.5,09-10-2022,19,8,0,182.88,76.5,180.34,Orthodox,35,4.46,0.42,3.84,0.57,1.25,0.41,0.6,0.0,09-10-2022
win,Magomed Ankalaev,Volkan Oezdemir,1,0,66,48,1,0,0,0,Light Heavyweight,U-DEC,Unanimous,3,5:00,2021-10-30,0.86,0.56,0.023,0.0072,6,0,0,1,18,1,1,190.5,92.25,190.5,Orthodox,31,3.55,0.52,2.15,0.59,0.99,0.29,0.86,0.0,12-10-2022,18,7,0,187.96,92.25,190.5,Orthodox,34,4.53,0.47,3.97,0.55,0.47,0.28,0.8,0.0,10-22-2022
win,Amanda Ribas,Virna Jandiroba,0,1,88,50,1,1,1,0,Women's Strawweight,U-DEC,Unanimous,3,5:00,2021-10-30,0.8,0.6,0.0,0.0,0,1,1,0,11,3,0,160.02,56.25,167.64000000000001,Orthodox,30,4.8,0.42,2.65,0.69,2.16,0.52,0.88,1.0,,19,3,0,160.02,51.75,162.56,Orthodox,35,2.34,0.4,3.03,0.56,2.42,0.39,0.73,1.0,05-06-2023
win,Zubaira Tukhugov,Ricardo Ramos,0,0,77,68,2,0,0,0,Featherweight,U-DEC,Unanimous,3,5:00,2021-10-30,0.67,0.71,0.0238,0.0047,0,1,1,0,20,6,1,172.72,69.75,172.72,Orthodox,32,3.17,0.39,3.07,0.63,2.13,0.39,1.0,0.0,02-11-2023,16,4,0,175.26,65.25,182.88,Orthodox,28,3.32,0.38,3.82,0.57,2.58,0.58,0.72,0.6,06-18-2022
win,Albert Duraev,Roman Kopylov,0,1,71,42,1,1,1,0,Middleweight,U-DEC,Unanimous,3,5:00,2021-10-30,0,0,0,0.0,0,0,0,1,16,4,0,180.34,83.25,190.5,Orthodox,34,2.94,0.4,2.53,0.63,2.07,0.27,0.5,0.7,,10,2,0,182.88,83.25,190.5,Southpaw,32,4.54,0.5,3.96,0.6,0.62,0.5,0.89,0.0,
win,Elizeu Zaleski dos Santos,Benoit Saint Denis,0,0,149,67,0,2,0,0,Welterweight,U-DEC,Unanimous,3,5:00,2021-10-30,0.7,0,0.0044,0,0,0,1,0,24,7,0,180.34,76.5,185.42000000000002,Orthodox,37,4.48,0.41,3.1,0.58,0.47,0.14,0.65,0.4,06-03-2023,10,1,0 (1 NC),180.34,69.75,185.42000000000002,Southpaw,28,4.37,0.52,6.72,0.41,3.36,0.3,0.85,1.1,
win,Michal Oleksiejczuk,Shamil Gamzatov,1,0,32,35,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,3:31,2021-10-30,0.6,1.0,0.0339,0.0,1,1,0,0,18,6,0 (1 NC),182.88,83.25,187.96,Southpaw,28,4.82,0.49,4.02,0.62,0.6,0.37,0.44,0.0,04-29-2023,14,1,0,187.96,92.25,193.04,Orthodox,33,5.35,0.48,3.46,0.51,0.0,0.0,0.5,0.0,10-30-2021
win,Lerone Murphy,Makwan Amirkhani,1,0,4,4,0,5,0,0,Featherweight,KO/TKO,Knee,2,0:14,2021-10-30,1.0,0.6,0.0,0.0068,2,0,0,2,12,0,1,175.26,65.25,185.42000000000002,Orthodox,32,3.58,0.48,2.64,0.55,0.83,0.37,0.43,0.6,,17,9,0,177.8,65.25,182.88,Southpaw,35,1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1,03-18-2023
win,Andre Petroski,Hu Yaozong,0,0,72,25,4,0,6,0,Middleweight,SUB,Arm Triangle,3,4:46,2021-10-30,1.0,0,0.0,0.0,1,0,0,1,9,2,0,182.88,83.25,185.42000000000002,Switch,32,3.64,0.55,2.28,0.52,5.43,0.57,0.75,3.4,11-12-2022,3,3,0,190.5,83.25,182.88,Orthodox,28,3.35,0.48,5.09,0.35,0.0,0.0,0.33,0.4,10-30-2021
win,Marvin Vettori,Paulo Costa,0,0,190,163,1,1,0,0,Light Heavyweight,U-DEC,Unanimous,5,5:00,2021-10-23,0.67,0.8,0.0017,0.0101,0,0,1,1,19,6,1,182.88,83.25,187.96,Southpaw,30,4.38,0.44,3.65,0.59,1.77,0.44,0.75,0.5,,14,2,0,185.42,83.25,182.88,Orthodox,32,6.5,0.6,6.38,0.47,0.53,0.75,0.79,0.0,
win,Jessica-Rose Clark,Joselyne Edwards,0,0,18,30,5,0,0,0,Women's Bantamweight,U-DEC,Unanimous,3,5:00,2021-10-23,0.6,0.5,0.0,0.0,1,0,0,1,11,9,0 (1 NC),165.1,60.75,162.56,Orthodox,36,3.73,0.51,3.51,0.58,1.66,0.42,0.62,0.3,05-13-2023,13,4,0,172.72,60.75,177.8,Orthodox,28,5.3,0.52,3.48,0.51,0.33,0.15,0.64,0.2,04-15-2023
win,Alex Caceres,SeungWoo Choi,0,1,46,33,0,0,1,0,Featherweight,SUB,Rear Naked Choke,2,3:31,2021-10-23,0.57,0.6,0.0035,0.0101,4,3,0,0,21,13,0 (1 NC),177.8,65.25,185.42000000000002,Southpaw,35,4.16,0.51,2.87,0.63,0.59,0.68,0.64,0.7,06-03-2023,10,6,0,182.88,65.25,187.96,Orthodox,31,3.43,0.37,3.19,0.45,0.85,0.5,0.66,0.0,11-12-2022
win,Francisco Trinaldo,Dwight Grant,0,0,36,31,1,1,0,0,Welterweight,S-DEC,Split,3,5:00,2021-10-23,0.68,0.6,0.0059,0.0123,0,1,1,0,28,9,0,175.26,76.5,177.8,Southpaw,45,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,10-01-2022,11,6,0,185.42,83.25,193.04,Switch,39,3.29,0.36,2.66,0.6,0.61,1.0,0.66,0.0,07-16-2022
win,Nicolae Negumereanu,Ike Villanueva,0,0,11,7,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,1:18,2021-10-23,0.5,0.33,0.0,0.0154,1,0,0,1,13,2,0,182.88,92.25,198.12,Orthodox,29,3.58,0.41,5.56,0.39,1.02,0.28,0.62,0.0,11-12-2022,18,14,0,185.42,92.25,185.42000000000002,Orthodox,39,3.66,0.38,7.24,0.36,0.6,0.5,1.0,0.0,04-23-2022
win,Gregory Rodrigues,JunYong Park,0,0,68,56,2,0,0,0,Middleweight,KO/TKO,Punch,2,3:13,2021-10-23,1.0,0.75,0.0,0.0,1,3,0,0,13,5,0,190.5,83.25,190.5,Orthodox,31,6.09,0.55,5.82,0.51,2.2,0.5,1.0,0.6,01-21-2023,16,5,0,177.8,83.25,185.42000000000002,Orthodox,32,4.92,0.51,3.71,0.53,2.33,0.51,0.7,0.8,
win,Mason Jones,David Onama,0,0,87,90,8,0,0,0,Lightweight,U-DEC,Unanimous,3,5:00,2021-10-23,0,0,0.0,0,0,0,1,0,11,2,0 (1 NC),177.8,69.75,187.96,Orthodox,28,5.61,0.44,4.94,0.46,3.16,0.45,0.8,0.0,07-23-2022,10,2,0,180.34,65.25,187.96,Orthodox,29,5.3,0.45,5.75,0.51,1.06,0.2,0.45,0.3,
win,Tabatha Ricci,Maria Oliveira,0,0,62,66,5,0,0,0,Women's Strawweight,U-DEC,Unanimous,3,5:00,2021-10-23,0,0,0.0,0,0,0,1,0,8,1,0,154.94,51.75,154.94,Orthodox,28,3.27,0.42,4.24,0.59,4.64,0.51,0.5,0.3,,13,7,0,167.64,51.75,175.26,Orthodox,27,5.03,0.38,5.76,0.44,0.95,0.44,0.47,0.0,06-10-2023
win,Jamie Pickett,Laureano Staropoli,0,0,47,25,2,1,0,0,Middleweight,U-DEC,Unanimous,3,5:00,2021-10-23,0,0.4,0.0,0.0,0,0,2,3,13,9,0,187.96,83.25,203.2,Orthodox,35,3.16,0.5,4.23,0.48,1.34,0.36,0.66,0.2,03-04-2023,9,5,0,185.42,83.25,180.34,Orthodox,30,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0,10-23-2021
win,Jai Herbert,Khama Worthy,1,0,24,11,0,0,0,0,Lightweight,KO/TKO,Punches,1,2:47,2021-10-23,0,0.5,0.0357,0.0122,0,0,2,2,12,4,1,185.42,69.75,195.58,Orthodox,35,2.55,0.42,2.92,0.45,0.25,0.25,0.52,0.0,,16,9,0,180.34,69.75,187.96,Orthodox,37,4.18,0.48,4.45,0.46,0.0,0.0,0.57,0.7,10-23-2021
win,Jeff Molina,Daniel Lacerda,1,0,47,20,0,0,0,0,Flyweight,KO/TKO,Punches,2,0:46,2021-10-23,1.0,0,0.0106,0,1,0,0,0,11,2,0,167.64,56.25,175.26,Orthodox,26,7.25,0.48,5.04,0.55,0.0,0.0,0.66,0.0,06-04-2022,11,5,0,167.64,56.25,177.8,Switch,27,4.75,0.48,9.76,0.34,1.52,0.4,0.0,1.5,03-25-2023
win,Randa Markos,Livinha Souza,0,0,65,11,0,3,0,2,Women's Strawweight,U-DEC,Unanimous,3,5:00,2021-10-23,0.33,0.5,0.0,0.0,0,0,4,1,11,12,1,162.56,51.75,160.02,Orthodox,38,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2,10-23-2021,14,4,0,160.02,51.75,160.02,Orthodox,32,1.75,0.45,3.6,0.56,2.54,0.45,0.4,1.4,10-23-2021
win,Norma Dumont,Aspen Ladd,0,0,65,33,1,0,0,0,Women's Featherweight,U-DEC,Unanimous,5,5:00,2021-10-16,0.67,0.8,0.006,0.0052,2,1,0,0,9,2,0,170.18,65.25,170.18,Orthodox,33,3.45,0.48,2.07,0.67,1.16,0.57,0.72,0.0,,9,3,0,167.64,60.75,167.64000000000001,Orthodox,28,3.78,0.47,4.65,0.47,1.56,0.47,0.62,0.6,04-09-2022
win,Andrei Arlovski,Carlos Felipe,0,0,83,73,0,0,0,0,Heavyweight,U-DEC,Unanimous,3,5:00,2021-10-16,0.59,1.0,0.0087,0.0,1,2,0,0,34,22,0 (2 NC),190.5,108.0,195.58,Orthodox,44,3.78,0.45,3.2,0.57,0.39,0.36,0.76,0.2,06-03-2023,11,2,0,182.88,110.25,190.5,Orthodox,28,4.88,0.45,5.6,0.5,0.0,0.0,0.72,0.0,10-16-2021
win,Jim Miller,Erick Gonzalez,1,0,32,14,1,1,0,0,Lightweight,KO/TKO,Punch,2,0:14,2021-10-16,0.57,0,0.0032,0,0,0,2,0,36,17,0 (1 NC),172.72,69.75,180.34,Southpaw,40,2.86,0.41,3.08,0.58,1.56,0.43,0.48,1.8,06-03-2023,14,8,0,180.34,69.75,190.5,Orthodox,31,2.4,0.36,8.08,0.4,6.0,0.55,0.5,0.0,02-25-2023
win,Manon Fiorot,Mayra Bueno Silva,0,0,91,48,2,0,0,0,Women's Flyweight,U-DEC,Unanimous,3,5:00,2021-10-16,1.0,0.67,0.0119,0.0,1,1,0,0,10,1,0,170.18,56.25,165.1,Orthodox,33,6.58,0.42,3.14,0.71,1.69,0.5,0.83,0.0,10-22-2022,10,2,1,167.64,60.75,167.64000000000001,Orthodox,32,4.2,0.54,4.71,0.58,0.38,0.5,0.67,1.5,
win,Nate Landwehr,Ludovit Klein,0,0,71,42,1,0,2,0,Featherweight,SUB,Anaconda Choke,3,2:22,2021-10-16,0.5,0.5,0.0,0.0185,0,0,1,1,17,5,0,175.26,65.25,182.88,Orthodox,35,6.14,0.46,5.58,0.55,1.07,0.41,0.86,1.1,06-10-2023,19,4,1,170.18,69.75,182.88,Southpaw,28,3.44,0.54,3.67,0.49,1.22,0.4,0.81,0.0,03-18-2023
win,Bruno Silva,Andrew Sanchez,0,0,70,33,0,7,0,0,Middleweight,KO/TKO,Punches,3,2:35,2021-10-16,0.67,0.56,0.0143,0.0057,2,0,0,1,23,8,0,182.88,83.25,187.96,Orthodox,34,4.47,0.47,4.55,0.48,0.61,0.18,0.71,0.0,,13,7,0,185.42,83.25,187.96,Orthodox,35,4.3,0.43,5.1,0.5,2.55,0.36,1.0,0.0,10-16-2021
win,Danny Roberts,Ramazan Emeev,0,0,34,40,1,2,0,1,Welterweight,S-DEC,Split,3,5:00,2021-10-16,0.6,0.83,0.0105,0.0044,1,2,0,0,18,7,0,185.42,76.5,187.96,Southpaw,36,3.08,0.4,3.5,0.51,0.26,0.1,0.57,0.3,,20,6,0,177.8,76.5,193.04,Southpaw,36,2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7,06-11-2022
win,Luana Carolina,Loopy Godinez,0,0,53,23,0,2,0,0,Women's Flyweight,U-DEC,Unanimous,3,5:00,2021-10-16,0.67,0.5,0.0072,0.0,1,1,0,0,8,4,0,167.64,56.25,175.26,Orthodox,30,4.98,0.5,4.43,0.45,0.0,0.0,0.78,0.8,,10,3,0,157.48,51.75,154.94,Orthodox,30,4.16,0.49,3.77,0.62,3.43,0.43,0.81,0.6,05-20-2023
win,Batgerel Danaa,Brandon Davis,1,0,22,7,0,0,0,0,Bantamweight,KO/TKO,Punches,1,2:01,2021-10-16,0.5,0.17,0.0109,0.0,1,0,0,4,12,5,0,170.18,60.75,177.8,Orthodox,34,5.38,0.36,4.21,0.47,0.52,0.5,0.62,0.0,04-22-2023,14,10,0,177.8,60.75,182.88,Orthodox,33,4.68,0.35,4.62,0.58,0.74,0.42,0.57,0.1,10-15-2022
win,Marina Rodriguez,Mackenzie Dern,0,0,144,49,0,1,1,1,Women's Strawweight,U-DEC,Unanimous,5,5:00,2021-10-09,0.8,0.86,0.0052,0.0047,2,4,0,0,16,3,2,167.64,51.75,165.1,Orthodox,36,4.58,0.47,2.94,0.56,0.17,0.33,0.64,0.2,05-06-2023,13,3,0,162.56,51.75,160.02,Orthodox,30,3.36,0.4,4.09,0.51,0.81,0.15,0.4,1.5,05-20-2023
win,Randy Brown,Jared Gooden,0,0,115,81,0,0,0,0,Welterweight,U-DEC,Unanimous,3,5:00,2021-10-09,0.64,0.33,0.0075,0.0064,1,1,0,0,16,5,0,190.5,76.5,198.12,Orthodox,33,4.39,0.47,3.3,0.54,0.68,0.33,0.71,0.6,,22,9,0,182.88,76.5,195.58,Orthodox,30,4.73,0.47,6.76,0.48,0.49,1.0,0.68,0.0,03-11-2023
win,Matheus Nicolau,Tim Elliott,0,0,64,70,1,1,0,0,Flyweight,U-DEC,Unanimous,3,5:00,2021-10-09,0.75,0.31,0.0158,0.0,1,2,0,0,19,4,1,167.64,56.25,167.64000000000001,Orthodox,30,3.66,0.53,3.14,0.66,1.48,0.45,0.93,0.9,04-15-2023,20,12,1,170.18,56.25,167.64000000000001,Southpaw,37,3.47,0.44,2.76,0.56,3.88,0.47,0.6,0.9,06-03-2023
win,Mariya Agapova,Sabina Mazo,1,0,93,62,0,0,1,0,Women's Flyweight,SUB,Rear Naked Choke,3,0:53,2021-10-09,0.5,0,0.0196,0.0,0,0,1,2,10,4,0,167.64,56.25,172.72,Southpaw,26,4.67,0.55,3.82,0.52,0.59,0.66,0.47,0.9,09-17-2022,9,4,0,170.18,56.25,177.8,Orthodox,26,6.1,0.43,4.35,0.57,0.65,0.8,0.59,0.2,03-12-2022
win,Chris Gutierrez,Felipe Colares,0,0,96,41,0,1,0,0,Bantamweight,S-DEC,Split,3,5:00,2021-10-09,1.0,0,0.0054,0.0,3,0,0,2,19,4,2,175.26,60.75,170.18,Orthodox,32,4.75,0.58,2.76,0.64,0.38,0.37,0.74,0.1,04-15-2023,10,4,0,172.72,65.25,175.26,Orthodox,29,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5,05-21-2022
win,Alexandr Romanov,Jared Vanderaa,0,0,56,13,5,0,0,0,Heavyweight,KO/TKO,Punches,2,4:43,2021-10-09,1.0,1.0,0.0,0.0,3,1,0,0,16,2,0,187.96,117.9,190.5,Southpaw,33,3.62,0.5,2.0,0.46,4.96,0.52,0.2,1.1,,12,10,0,193.04,119.25,203.2,Orthodox,31,4.96,0.44,5.67,0.45,0.18,0.5,0.2,0.0,10-29-2022
win,Damon Jackson,Charles Rosa,0,0,41,34,6,2,2,0,Featherweight,U-DEC,Unanimous,3,5:00,2021-10-09,0.33,0.5,0.0,0.0,0,1,1,0,22,5,1 (1 NC),180.34,65.25,180.34,Switch,35,2.78,0.4,2.92,0.51,2.35,0.38,0.4,1.8,01-14-2023,14,8,0,175.26,65.25,175.26,Switch,37,3.08,0.36,3.86,0.47,1.67,0.35,0.38,1.0,07-23-2022
