,set,date,fighter,opponent,result,kd_dif,str_dif,td_dif,sub_dif,td avg._dif,td acc._dif,td def._dif,sub. avg._dif,slpm_dif,str. acc._dif,sapm_dif,str. def_dif,stance_win_ratio,win_perc_dif,win_strk_dif,lose_strk_dif
0,new,2023-02-03,Islam Makhachev,Alexander Volkanovski,,-0.6001433203539726,-0.6001433203539726,-0.6001433203539726,-0.6001433203539726,1.71,0.29000000000000004,0.15000000000000002,1.1,-4.42,0.020000000000000018,-2.58,0.06000000000000005,-0.004158312483062199,0.0,-1.0,0.0
