name,wins,losses,draws,height,weight,reach,stance,age,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,last_update,last_match,url
Renee Forte,8,4,0,170.18,69.75,180.34,Orthodox,36,2.08,0.32,2.12,0.63,2.32,0.58,0.66,0.0,04-18-2023,03-15-2014,http://ufcstats.com/fighter-details/44bc27bfa76dcd9e
Will Campuzano,14,6,0,175.26,56.25,177.8,Orthodox,37,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2,04-18-2023,03-15-2014,http://ufcstats.com/fighter-details/901cddcbfa079097
Robert McDaniel,28,10,0,190.5,83.25,190.5,Southpaw,40,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4,04-18-2023,03-15-2014,http://ufcstats.com/fighter-details/5cafbc97dba2e797
Melvin Guillard,32,18,2 (3 NC),175.26,69.75,180.34,Orthodox,40,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,04-18-2023,03-08-2014,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Cyrille Diabate,19,10,1,198.12,92.25,205.74,Southpaw,50,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,04-18-2023,03-08-2014,http://ufcstats.com/fighter-details/43563a32c3f10e95
John Hathaway,17,2,0,185.42,76.5,190.5,Orthodox,36,3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9,04-18-2023,03-01-2014,http://ufcstats.com/fighter-details/28f3c2258a1d8874
Ivan Menjivar,25,12,0,167.64,65.25,162.56,Orthodox,41,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0,04-18-2023,03-01-2014,http://ufcstats.com/fighter-details/5755960ebd0b16f6
Nam Phan,21,17,0,167.64,60.75,177.8,Orthodox,40,4.52,0.37,6.55,0.59,0.18,0.18,0.6,0.2,04-18-2023,03-01-2014,http://ufcstats.com/fighter-details/80dbeb1dd5b53e64
Albert Cheng,7,4,0,180.34,76.5,184.88,Orthodox,38,1.0,0.41,2.6,0.71,0.0,0.0,0.0,0.0,04-18-2023,03-01-2014,http://ufcstats.com/fighter-details/d8d7b24d276c8cb0
TJ Waldburger,16,9,0,180.34,76.5,190.5,Orthodox,35,2.02,0.51,2.39,0.4,3.03,0.46,0.4,4.8,04-18-2023,02-22-2014,http://ufcstats.com/fighter-details/8f2939f5fd9cca1e
Rafaello Oliveira,17,8,0,172.72,69.75,180.34,Orthodox,41,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,04-18-2023,02-22-2014,http://ufcstats.com/fighter-details/15b1b21cd743d652
Cristiano Marcello,13,6,0,175.26,69.75,182.88,Orthodox,46,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9,04-18-2023,02-15-2014,http://ufcstats.com/fighter-details/ff4c3ab594c7fac3
Nick Catone,10,4,0,182.88,83.25,182.88,Southpaw,42,2.11,0.44,2.32,0.63,3.71,0.44,0.83,0.5,04-18-2023,02-01-2014,http://ufcstats.com/fighter-details/f8fe2053d73d7bcf
Ramiro Hernandez,19,9,0,175.26,60.75,179.67,Orthodox,37,2.72,0.28,5.51,0.64,0.0,0.0,0.0,0.0,04-18-2023,01-25-2014,http://ufcstats.com/fighter-details/915c8d39d4a0e7d1
Mike Rio,10,5,0,177.8,69.75,177.8,Orthodox,42,1.68,0.39,2.99,0.53,2.58,0.27,0.0,1.0,04-18-2023,01-25-2014,http://ufcstats.com/fighter-details/af90b10c785ced3e
Brian Houston,4,6,0,187.96,83.25,192.69,Orthodox,42,1.9,0.35,3.67,0.53,0.95,1.0,0.87,0.0,04-18-2023,01-15-2014,http://ufcstats.com/fighter-details/36fbaa49a09ff997
Shunichi Shimizu,30,18,11 (1 NC),165.1,60.75,169.25,Orthodox,38,0.14,0.33,4.68,0.3,0.0,0.0,0.0,0.0,04-18-2023,01-04-2014,http://ufcstats.com/fighter-details/10657c60ce349e0f
Will Chope,34,13,0,193.04,65.25,197.9,Switch,33,4.43,0.27,9.93,0.46,0.0,0.0,0.0,0.0,04-18-2023,01-04-2014,http://ufcstats.com/fighter-details/db5dc7cb80d7d418
Quinn Mulhern,18,4,0,190.5,69.75,195.29,Orthodox,39,1.48,0.28,2.09,0.51,1.36,0.2,0.33,0.0,04-18-2023,01-04-2014,http://ufcstats.com/fighter-details/16af2d5a6f28bee2
Dave Galera,5,1,0,180.34,60.75,184.88,Orthodox,45,1.67,0.69,0.53,0.33,0.0,0.0,0.14,2.0,04-18-2023,01-04-2014,http://ufcstats.com/fighter-details/0876d21328cf4a45
Chris Leben,22,11,0,180.34,83.25,185.42000000000002,Southpaw,43,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,04-18-2023,12-28-2013,http://ufcstats.com/fighter-details/d43a048a880efdff
Mac Danzig,21,12,1,172.72,69.75,177.8,Orthodox,43,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,04-18-2023,12-14-2013,http://ufcstats.com/fighter-details/86f582852a5b240a
Cody McKenzie,16,10,0,182.88,69.75,182.88,Switch,36,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,04-18-2023,12-14-2013,http://ufcstats.com/fighter-details/7be63795363029e8
Roger Bowling,12,6,0 (1 NC),175.26,69.75,172.72,Orthodox,41,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9,04-18-2023,12-14-2013,http://ufcstats.com/fighter-details/3b9f723e2720a238
Darren Uyenoyama,10,6,0,167.64,56.25,165.1,Orthodox,44,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7,04-18-2023,12-14-2013,http://ufcstats.com/fighter-details/6546af7ab545b90c
Pat Barry,8,7,0,180.34,105.75,187.96,Orthodox,44,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,04-18-2023,12-06-2013,http://ufcstats.com/fighter-details/658c3465581ae46b
Julie Kedzie,16,13,0,165.1,60.75,169.25,Orthodox,42,2.9,0.36,3.18,0.46,1.14,0.23,0.78,0.0,04-18-2023,12-06-2013,http://ufcstats.com/fighter-details/981ab7a0576f76a0
Nick Ring,14,4,0,182.88,83.25,187.96,Southpaw,44,3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3,04-18-2023,12-06-2013,http://ufcstats.com/fighter-details/b13da0b1a3aed3e7
Peggy Morgan,4,4,0,185.42,60.75,190.08,Orthodox,44,2.27,0.23,8.2,0.33,0.0,0.0,0.5,0.0,04-18-2023,11-30-2013,http://ufcstats.com/fighter-details/92b36014314b028b
Chael Sonnen,29,15,1,185.42,92.25,185.42000000000002,Southpaw,46,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,04-18-2023,11-16-2013,http://ufcstats.com/fighter-details/48d1f690b763934c
Edwin Figueroa,9,5,0,170.18,60.75,175.26,Orthodox,39,2.57,0.39,3.06,0.51,0.2,1.0,0.37,0.6,04-18-2023,11-16-2013,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8
Jose Maria,37,7,0 (2 NC),165.1,56.25,169.25,Orthodox,41,3.2,0.53,3.98,0.52,2.32,0.27,0.33,2.3,04-18-2023,11-09-2013,http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3
Alessio Sakara,19,11,0 (2 NC),182.88,83.25,182.88,Orthodox,42,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0,04-18-2023,10-26-2013,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac
Rosi Sexton,13,5,0,160.02,60.75,164.05,Orthodox,46,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0,04-18-2023,10-26-2013,http://ufcstats.com/fighter-details/5dfe71ade71f3a4b
Michael Kuiper,15,5,0,182.88,83.25,185.42000000000002,Orthodox,34,3.28,0.54,3.62,0.54,2.3,0.55,0.79,0.0,04-18-2023,10-26-2013,http://ufcstats.com/fighter-details/b7f38813485745da
George Sotiropoulos,14,7,0,177.8,69.75,180.34,Orthodox,46,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6,04-18-2023,10-19-2013,http://ufcstats.com/fighter-details/896c322f56b8be5a
Adlan Amagov,14,2,1,187.96,76.5,193.04,Orthodox,37,3.29,0.47,0.82,0.78,5.84,0.56,1.0,0.0,04-18-2023,10-19-2013,http://ufcstats.com/fighter-details/1e327b281ef6a745
Jeremy Larsen,8,5,0,177.8,65.25,177.8,Orthodox,39,4.87,0.48,5.75,0.57,2.49,0.33,0.0,0.0,04-18-2023,10-19-2013,http://ufcstats.com/fighter-details/c3bd649a9194e50c
Dustin Pague,12,11,0,175.26,60.75,187.96,Orthodox,36,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,04-18-2023,10-19-2013,http://ufcstats.com/fighter-details/55f80a8aeffcdb33
Thiago Silva,19,6,0 (2 NC),187.96,92.25,187.96,Orthodox,41,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,04-18-2023,10-09-2013,http://ufcstats.com/fighter-details/2924886ee9c4c527
Matt Hamill,12,8,0,185.42,92.25,193.04,Orthodox,47,3.69,0.42,3.8,0.61,3.0,0.34,0.91,0.0,04-18-2023,10-09-2013,http://ufcstats.com/fighter-details/98b80a717b9bda17
Joey Beltran,17,14,0 (1 NC),185.42,83.25,190.5,Orthodox,42,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0,04-18-2023,10-09-2013,http://ufcstats.com/fighter-details/46baf0f57edfa4df
Rousimar Palhares,19,8,0,172.72,76.5,180.34,Orthodox,43,1.75,0.51,2.04,0.59,3.93,0.45,0.0,4.1,04-18-2023,10-09-2013,http://ufcstats.com/fighter-details/8ddf9c51c5fdea75
David Mitchell,22,7,0,182.88,76.5,190.5,Orthodox,44,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,04-18-2023,10-09-2013,http://ufcstats.com/fighter-details/8f3df4c579cfbb69
Iliarde Santos,30,13,1 (1 NC),165.1,56.25,170.18,Orthodox,43,3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0,04-18-2023,10-09-2013,http://ufcstats.com/fighter-details/14aa21bc82cac57d
Mike Ricci,11,5,0,182.88,69.75,193.04,Southpaw,37,1.8,0.32,1.64,0.65,0.67,1.0,0.54,0.0,04-18-2023,09-21-2013,http://ufcstats.com/fighter-details/3c921b1a30fdcbdd
Nandor Guelmino,11,5,1,190.5,103.5,195.29,Orthodox,48,3.62,0.56,3.16,0.33,0.0,0.0,0.42,0.0,04-18-2023,09-21-2013,http://ufcstats.com/fighter-details/1abfb658cd4f8533
Marcos Vinicius,23,11,1,175.26,56.25,179.67,Orthodox,44,1.93,0.49,2.91,0.47,0.0,0.0,0.25,0.5,04-18-2023,09-04-2013,http://ufcstats.com/fighter-details/e363b21261814830
Joao Zeferino,21,9,0,180.34,76.5,184.88,Orthodox,37,0.83,0.36,2.6,0.48,0.5,0.05,0.5,1.0,04-18-2023,09-04-2013,http://ufcstats.com/fighter-details/be4076c9e8d791e3
Keith Wisniewski,28,15,1,182.88,76.5,187.48,Orthodox,42,2.32,0.52,4.86,0.42,1.57,0.4,0.78,0.3,04-18-2023,09-04-2013,http://ufcstats.com/fighter-details/cd12227edd3f134b
Yuri Villefort,10,5,0,182.88,76.5,185.42000000000002,Orthodox,32,3.18,0.43,5.42,0.55,2.0,0.35,0.4,0.3,04-18-2023,09-04-2013,http://ufcstats.com/fighter-details/0fb1e2694a39a02f
Brandon Vera,15,7,0 (1 NC),190.5,103.5,198.12,Orthodox,46,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2,04-18-2023,08-31-2013,http://ufcstats.com/fighter-details/fa315e6c77eee106
Pascal Krauss,11,2,0,185.42,76.5,190.08,Orthodox,36,5.45,0.47,3.88,0.59,1.53,0.5,0.6,0.9,04-18-2023,08-31-2013,http://ufcstats.com/fighter-details/a01e84abefd85ec0
Ryan Couture,11,5,0,177.8,69.75,185.42000000000002,Orthodox,41,3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3,04-18-2023,08-31-2013,http://ufcstats.com/fighter-details/46fd223e3ced39b3
Jared Hamman,14,6,0,190.5,83.25,190.5,Orthodox,41,5.15,0.42,3.93,0.55,1.57,0.46,0.3,0.0,04-18-2023,08-31-2013,http://ufcstats.com/fighter-details/23459ee7e373b98f
Martin Kampmann,20,7,0,182.88,76.5,182.88,Orthodox,41,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,04-18-2023,08-28-2013,http://ufcstats.com/fighter-details/8b69839f3555a67b
Brian Melancon,7,3,0,172.72,76.5,177.06,Orthodox,41,4.18,0.49,3.64,0.64,2.02,1.0,0.66,0.0,04-18-2023,08-28-2013,http://ufcstats.com/fighter-details/eee7dafac7d672b5
Papy Abedi,10,4,0,180.34,83.25,184.88,Southpaw,45,2.8,0.55,3.15,0.48,3.47,0.57,0.5,1.3,04-18-2023,08-28-2013,http://ufcstats.com/fighter-details/c9f6385af6df66d7
James Head,9,4,0,185.42,76.5,185.42000000000002,Orthodox,39,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8,04-18-2023,08-28-2013,http://ufcstats.com/fighter-details/19a8cce18a1cef9e
Ben Alloway,18,8,0,180.34,76.5,193.04,Orthodox,42,1.28,0.49,1.9,0.59,0.62,0.5,0.26,0.0,04-18-2023,08-28-2013,http://ufcstats.com/fighter-details/c4fe2e9a06ea5bcb
Mike Brown,26,9,0,167.64,65.25,177.8,Orthodox,48,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6,04-18-2023,08-17-2013,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Vinny Magalhaes,14,9,0 (1 NC),190.5,92.25,190.5,Orthodox,39,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8,04-18-2023,08-03-2013,http://ufcstats.com/fighter-details/88a9bc81271ccd89
Sheila Gaff,9,7,0,165.1,60.75,169.25,Orthodox,34,1.6,0.5,2.89,0.28,0.0,0.0,0.2,0.0,04-18-2023,08-03-2013,http://ufcstats.com/fighter-details/837d30395faca41e
Josh Clopton,6,2,1,167.64,65.25,171.86,Orthodox,42,1.6,0.64,2.87,0.5,2.0,0.66,0.75,0.0,04-18-2023,08-03-2013,http://ufcstats.com/fighter-details/48e96d9cea6d4ab0
Ednaldo Oliveira,17,3,1 (1 NC),195.58,92.25,200.5,Orthodox,39,1.03,0.22,1.8,0.52,0.0,0.0,0.42,0.0,04-18-2023,08-03-2013,http://ufcstats.com/fighter-details/acd9513399a8b09b
Bristol Marunde,16,10,0,185.42,76.5,190.5,Orthodox,41,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0,04-18-2023,08-03-2013,http://ufcstats.com/fighter-details/a17322f99ddfd8e9
Aaron Riley,30,14,1,172.72,69.75,175.26,Southpaw,43,3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,04-18-2023,07-27-2013,http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b
John Albert,6,5,0,172.72,60.75,172.72,Orthodox,37,3.05,0.49,2.82,0.35,0.0,0.0,0.5,6.1,04-18-2023,07-27-2013,http://ufcstats.com/fighter-details/7bd94b60d7521e4a
Roger Gracie,8,2,0,193.04,83.25,200.66,Orthodox,42,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9,04-18-2023,07-06-2013,http://ufcstats.com/fighter-details/a6bbd3df469c6bea
Dave Herman,22,6,0,193.04,108.9,195.58,Orthodox,39,4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0,04-18-2023,07-06-2013,http://ufcstats.com/fighter-details/cbd6f1abf955e628
Sean Pierson,14,6,0,182.88,76.5,193.04,Southpaw,47,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,04-18-2023,06-15-2013,http://ufcstats.com/fighter-details/0d506315895efffc
John Maguire,24,9,0,175.26,69.75,175.26,Southpaw,40,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1,04-18-2023,06-15-2013,http://ufcstats.com/fighter-details/1a7745388839e52b
Eddie Mendez,8,3,1 (1 NC),177.8,83.25,182.27,Orthodox,39,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0,04-18-2023,06-08-2013,http://ufcstats.com/fighter-details/49e49b54e5901d0d
Karlos Vemola,17,5,0,182.88,83.25,190.5,Orthodox,38,1.67,0.44,2.13,0.37,1.93,0.25,0.31,1.7,04-18-2023,06-08-2013,http://ufcstats.com/fighter-details/d23ccf4a6c221284
TJ Grant,21,5,0,177.8,69.75,182.88,Orthodox,39,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6,04-18-2023,05-25-2013,http://ufcstats.com/fighter-details/a26198ba5093147e
Nah-Shon Burrell,15,7,0 (1 NC),180.34,76.5,184.88,Orthodox,33,4.83,0.47,3.45,0.56,0.0,0.0,0.52,0.3,04-18-2023,05-25-2013,http://ufcstats.com/fighter-details/2c64c035485906aa
Brian Bowles,10,3,0,170.18,60.75,177.8,Orthodox,43,2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4,04-18-2023,05-25-2013,http://ufcstats.com/fighter-details/b26d3e3746fb4024
John Cholish,8,3,0,180.34,69.75,187.96,Orthodox,40,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4,04-18-2023,05-18-2013,http://ufcstats.com/fighter-details/03c9994c5b8958ec
Roger Hollett,13,5,0,180.34,92.25,184.88,Orthodox,45,1.83,0.47,6.47,0.34,1.0,0.28,0.3,0.0,04-18-2023,05-18-2013,http://ufcstats.com/fighter-details/27d65e9d0fba61ea
Azamat Gashimov,8,3,0,167.64,56.25,171.86,Orthodox,33,1.24,0.21,4.75,0.53,1.69,0.25,0.0,0.0,04-18-2023,05-18-2013,http://ufcstats.com/fighter-details/a1b0715c4fd2dbd3
Alan Belcher,18,8,0,187.96,83.25,190.5,Orthodox,39,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,04-18-2023,04-27-2013,http://ufcstats.com/fighter-details/4130a743d9d22163
Cheick Kongo,27,10,2,193.04,108.0,208.28,Orthodox,48,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,04-18-2023,04-27-2013,http://ufcstats.com/fighter-details/1eacf73d6a0055dc
Leonard Garcia,18,13,1,177.8,65.25,172.72,Orthodox,44,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,04-18-2023,04-27-2013,http://ufcstats.com/fighter-details/917e53fa0adea0d3
Clifford Starks,13,3,0,182.88,83.25,198.12,Orthodox,42,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0,04-18-2023,04-20-2013,http://ufcstats.com/fighter-details/5abf827d62f98fee
Gilbert Smith,12,6,0,175.26,83.25,179.67,Southpaw,42,1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2,04-18-2023,04-13-2013,http://ufcstats.com/fighter-details/54ed8dc6f8c31207
Collin Hart,6,3,1,185.42,83.25,190.08,Orthodox,34,6.33,0.44,7.53,0.51,2.0,0.16,0.5,0.0,04-18-2023,04-13-2013,http://ufcstats.com/fighter-details/16bf6a73bdd302cd
Jimmy Quinlan,3,1,1,182.88,83.25,187.48,Orthodox,37,2.08,0.7,5.94,0.16,4.46,0.25,0.0,0.0,04-18-2023,04-13-2013,http://ufcstats.com/fighter-details/ddbe4fa2ea573393
Bart Palaszewski,36,17,0,175.26,65.25,177.8,Orthodox,40,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,04-18-2023,04-13-2013,http://ufcstats.com/fighter-details/4304992c2acc187b
Justin Lawrence,10,4,0,172.72,65.25,170.18,Orthodox,33,3.84,0.35,2.83,0.67,0.72,0.28,0.73,0.0,04-18-2023,04-13-2013,http://ufcstats.com/fighter-details/879f6cae48d25baa
Philip De Fries,12,6,0 (1 NC),195.58,112.5,200.66,Orthodox,37,2.3,0.47,3.0,0.37,3.29,0.42,1.0,0.6,04-18-2023,04-06-2013,http://ufcstats.com/fighter-details/6ef65b6a152e49d5
Pablo Garza,12,4,0,185.42,65.25,185.42000000000002,Orthodox,40,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,04-18-2023,04-06-2013,http://ufcstats.com/fighter-details/8e5bfd4e82352340
Adam Cella,6,8,0,187.96,76.5,192.69,Orthodox,38,1.91,0.42,2.61,0.51,3.92,0.75,0.5,1.3,04-18-2023,04-06-2013,http://ufcstats.com/fighter-details/b27b8881d7444114
Chris Spang,6,3,0,187.96,76.5,192.69,Orthodox,36,1.83,0.36,1.95,0.6,0.0,0.0,0.5,0.9,04-18-2023,04-06-2013,http://ufcstats.com/fighter-details/411d012af19ecb59
Besam Yousef,7,4,0,180.34,76.5,184.88,Orthodox,38,3.14,0.53,3.98,0.38,1.33,0.66,0.5,0.0,04-18-2023,04-06-2013,http://ufcstats.com/fighter-details/98ec9f385cca47fc
Colin Fletcher,14,8,0,187.96,69.75,192.69,Orthodox,40,3.1,0.34,2.97,0.62,0.0,0.0,0.27,0.0,04-18-2023,03-16-2013,http://ufcstats.com/fighter-details/7d09200f6a77b20e
Antonio Carvalho,15,6,0,175.26,65.25,177.8,Orthodox,44,3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0,04-18-2023,03-16-2013,http://ufcstats.com/fighter-details/fef3d17e27e916e7
Issei Tamura,10,8,0,165.1,60.75,160.02,Orthodox,39,1.89,0.53,4.58,0.44,0.92,0.25,0.33,0.0,04-18-2023,03-16-2013,http://ufcstats.com/fighter-details/57bf89d42364d39e
Reuben Duran,11,7,1,170.18,60.75,180.34,Orthodox,40,3.19,0.49,2.61,0.5,0.98,0.23,0.25,0.7,04-18-2023,03-16-2013,http://ufcstats.com/fighter-details/4417980b3e798abf
Wanderlei Silva,35,13,1 (1 NC),180.34,92.25,187.96,Orthodox,47,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,04-18-2023,03-02-2013,http://ufcstats.com/fighter-details/a1f6999fe57236e0
Brian Stann,12,6,0,185.42,92.25,187.96,Orthodox,43,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,04-18-2023,03-02-2013,http://ufcstats.com/fighter-details/579fcdfcabd23a7b
Riki Fukuda,24,9,0 (1 NC),182.88,83.25,185.42000000000002,Southpaw,42,4.24,0.43,3.71,0.64,2.17,0.43,0.7,0.0,04-18-2023,03-02-2013,http://ufcstats.com/fighter-details/7c35f869033901ae
Josh Neer,36,16,1,180.34,76.5,182.88,Orthodox,40,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,04-18-2023,02-23-2013,http://ufcstats.com/fighter-details/d1a1314976c50bef
Lavar Johnson,18,10,0,193.04,108.0,208.28,Orthodox,46,5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,04-18-2023,02-23-2013,http://ufcstats.com/fighter-details/e6c5908910cc26e4
Anton Kuivanen,24,10,0,172.72,69.75,182.88,Orthodox,39,2.27,0.38,1.63,0.67,1.2,1.0,0.71,0.4,04-18-2023,02-23-2013,http://ufcstats.com/fighter-details/706f8e2b34e8e18b
Matt Grice,15,5,0,172.72,65.25,177.8,Orthodox,42,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,04-18-2023,02-23-2013,http://ufcstats.com/fighter-details/bfc2fc38a0e20211
Caros Fodor,11,6,0,175.26,69.75,187.96,Orthodox,39,2.76,0.54,2.83,0.54,2.1,0.25,0.5,0.0,04-18-2023,02-23-2013,http://ufcstats.com/fighter-details/01d2ed8c502e3828
Brock Jardine,12,6,0,180.34,76.5,184.88,Orthodox,38,1.06,0.3,3.34,0.56,0.0,0.0,0.14,0.8,04-18-2023,02-23-2013,http://ufcstats.com/fighter-details/64959f90b6dd9759
Jon Manley,9,4,0,185.42,76.5,190.08,Orthodox,37,1.13,0.2,4.33,0.45,1.0,0.07,0.2,0.0,04-18-2023,02-23-2013,http://ufcstats.com/fighter-details/a0602dd050bebefc
Jorge Santiago,25,12,0,185.42,76.5,190.5,Orthodox,43,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8,04-18-2023,02-16-2013,http://ufcstats.com/fighter-details/f8dc544e7077d014
Che Mills,16,10,0 (3 NC),185.42,76.5,193.04,Orthodox,41,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0,04-18-2023,02-16-2013,http://ufcstats.com/fighter-details/6cadfd8f1d9e7685
Matthew Riddle,8,3,0 (2 NC),185.42,76.5,193.04,Southpaw,37,3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,04-18-2023,02-16-2013,http://ufcstats.com/fighter-details/d023ae89a2a4a41e
Terry Etim,16,5,0,185.42,69.75,185.42000000000002,Orthodox,37,2.16,0.35,2.53,0.67,0.43,0.3,0.39,1.4,04-18-2023,02-16-2013,http://ufcstats.com/fighter-details/33011768c3c4dc9a
Paul Sass,14,2,0,182.88,69.75,185.42000000000002,Orthodox,35,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,04-18-2023,02-16-2013,http://ufcstats.com/fighter-details/7b143a54451263d9
Josh Grispi,14,5,0,180.34,65.25,187.96,Orthodox,35,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2,04-18-2023,02-16-2013,http://ufcstats.com/fighter-details/60ba33c3f555a7a3
Motonobu Tezuka,28,12,7,170.18,60.75,174.46,Southpaw,36,0.87,0.23,2.8,0.51,1.5,0.11,0.0,0.5,04-18-2023,02-16-2013,http://ufcstats.com/fighter-details/d34636a85f0f4c90
Ulysses Gomez,9,5,0,167.64,56.25,171.86,Orthodox,40,2.72,0.25,3.57,0.68,0.0,0.0,0.0,0.0,04-18-2023,02-16-2013,http://ufcstats.com/fighter-details/1e35aa8955794580
Jon Fitch,30,7,1 (1 NC),182.88,76.5,187.96,Orthodox,45,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,04-18-2023,02-02-2013,http://ufcstats.com/fighter-details/6f018c039b4d5d80
Jay Hieron,23,7,0,182.88,76.5,190.5,Orthodox,47,1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0,04-18-2023,02-02-2013,http://ufcstats.com/fighter-details/5bb0a618ad03ac64
Jacob Volkmann,19,7,0,175.26,69.75,180.34,Southpaw,43,1.19,0.34,1.78,0.52,3.19,0.48,0.52,2.0,04-18-2023,02-02-2013,http://ufcstats.com/fighter-details/6f81b6de2557739a
Mike Stumpf,11,4,0,177.8,76.5,182.27,Orthodox,37,3.34,0.43,8.85,0.47,1.59,0.25,0.33,0.8,04-18-2023,01-26-2013,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5
Vladimir Matyushenko,27,8,0,182.88,92.25,187.96,Orthodox,52,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,04-18-2023,01-26-2013,http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6
Mike Russow,15,3,0 (1 NC),185.42,114.75,185.42000000000002,Orthodox,47,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7,04-18-2023,01-26-2013,http://ufcstats.com/fighter-details/353de740bb6c7e75
Simeon Thoresen,17,6,1,185.42,76.5,200.66,Orthodox,39,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7,04-18-2023,01-26-2013,http://ufcstats.com/fighter-details/fea8acf9bfcf09ec
Milton Vieira,13,8,2,182.88,65.25,187.48,Orthodox,45,1.13,0.35,2.36,0.48,2.67,0.53,0.12,0.7,04-18-2023,01-19-2013,http://ufcstats.com/fighter-details/7cf20446453f852b
Diego Nunes,19,7,0,167.64,65.25,170.18,Orthodox,41,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,04-18-2023,01-19-2013,http://ufcstats.com/fighter-details/3a24769a4855040a
Pedro Nobre,18,4,2 (1 NC),165.1,60.75,169.25,Orthodox,37,1.37,0.3,9.16,0.35,0.0,0.0,0.0,0.0,04-18-2023,01-19-2013,http://ufcstats.com/fighter-details/e983c62faf677ab2
