result,fighter,opponent,date,weight_class,method,type,kd_dif,str_dif,td_dif,sub_dif,td_avg_dif,td_def_dif,sub_avg_dif,str_dif,slpm_dif,str_acc_dif,sapm_dif,str_def_dif,str_efc_dif,stance_win_ratio,win_perc_dif,win_strk_dif,lose_strk_dif
win,Cory Sandhagen,John Lineker,2019-04-27,Bantamweight,S-DEC,Split,0.004209787510434131,0.49464350119074174,0.39614446071468234,-0.8696924549470987,0.18690248995499606,-0.1023445529933855,-0.3,0.49464350119074174,0.3749554998120915,0.3083461491757604,-0.22830662167649554,0.06646375756307232,-0.0012200000000000006,0.9008295008691459,0.4963615591541944,0.009144189518573277,-0.018188382616538157
lose,Thomas Gifford,Roosevelt Roberts,2019-04-27,Lightweight,U-DEC,Unanimous,0.004209787510434131,-0.8670247583473466,-0.3897530514819292,-0.008752130294404926,-0.5251369756730099,-0.8623405188104966,-0.9,-0.8670247583473466,0.5066785126078822,-0.6007805771343606,2.105988622762754,-1.4133554803703416,0.0,0.23225199010944048,-2.473447370258082,-0.547693408402927,-0.018188382616538157
lose,Ben Saunders,Takashi Sato,2019-04-27,Welterweight,KO/TKO,Elbows,-1.3416592795753575,0.6418508806002649,0.0031957046163765875,-0.008752130294404926,-0.3120857969811657,0.2085628875681603,1.3,0.6418508806002649,0.6258564765659786,0.7215855702258158,-0.08951068822335115,0.5887529003631019,0.0056,-1.880897177516757,1.3130590147425707,0.009144189518573277,2.022101414754426
lose,Andrei Arlovski,Augusto Sakai,2019-04-27,Heavyweight,S-DEC,Split,0.004209787510434131,1.1938785533859764,0.0031957046163765875,-0.008752130294404926,0.0915901205402236,0.6921966839972308,0.2,1.1938785533859764,-0.5282880165019024,-0.35283692450432735,-0.3923381793938484,0.7628492812964445,0.01418,0.23225199010944048,-1.0132913132970462,-0.547693408402927,2.022101414754426
win,Carla Esparza,Virna Jandiroba,2019-04-27,Women's Strawweight,U-DEC,Unanimous,0.004209787510434131,0.2738324320764572,0.39614446071468234,-0.008752130294404926,0.4504131583370142,-0.8968857899840017,-0.7,0.2738324320764572,-0.1268464536956828,-0.022245387664283488,-0.2093799034783396,-0.10763262337026974,0.0,0.23225199010944048,1.2388137915072637,0.009144189518573277,2.022101414754426
win,Gilbert Burns,Mike Davis,2019-04-27,Lightweight,SUB,Rear Naked Choke,0.004209787510434131,1.3042840879431188,1.1820419729112939,0.8521881943582889,-0.6092361251566328,-0.7587047052899815,0.3,1.3042840879431188,-1.5632545456116873,-0.3528369245043278,-1.7992242321234502,-0.19468081383694125,0.00727,0.23225199010944048,1.659536723174003,0.5659817874400735,-0.018188382616538157
lose,Jason Gonzalez,Jim Miller,2019-04-27,Lightweight,SUB,Rear Naked Choke,0.004209787510434131,0.12662505266693413,-0.782701807580235,-0.8696924549470987,-0.8727467935386508,-0.6205236205959613,-0.8,0.12662505266693413,0.11150947422050997,-0.1875411560843052,0.03666743309768918,-0.020584432903598227,-0.00353,-0.37295967591867973,-1.4587626527088873,0.009144189518573277,1.001956516068944
win,Angela Hill,Jodie Esquibel,2019-04-27,Women's Strawweight,U-DEC,Unanimous,0.004209787510434131,2.187528364400257,0.0031957046163765875,-0.008752130294404926,-0.11585444818604584,-0.24052563768740545,0.1,2.187528364400257,0.8391223068067828,1.4654165281159146,-1.509014553085057,0.7628492812964445,0.00193,0.23225199010944048,0.620103597879706,0.009144189518573277,1.001956516068944
win,Alistair Overeem,Aleksei Oleinik,2019-04-20,Heavyweight,KO/TKO,Knee,1.3500788545962257,-0.35179893041401583,0.0031957046163765875,-0.008752130294404926,-0.22238003753196808,1.2449210227733118,-1.0999999999999999,-0.35179893041401583,0.22441491375975903,1.3001207596958928,-0.8528883222156463,1.11104204316313,0.0024800000000000013,0.23225199010944048,-0.2708390809439769,-0.547693408402927,-0.018188382616538157
lose,Arman Tsarukyan,Islam Makhachev,2019-04-20,Lightweight,U-DEC,Unanimous,0.004209787510434131,-0.057384171594969696,-1.1756505636785408,-0.008752130294404926,0.03552402088447488,-0.5168878070754462,-1.1,-0.057384171594969696,0.7450344405240749,-1.1793157666044374,0.42151070312686273,-0.6299217661702979,0.0,-1.880897177516757,-1.978479215356036,-1.6613686042459277,-0.018188382616538157
lose,Marcelo Golm,Sergei Pavlovich,2019-04-20,Heavyweight,KO/TKO,Punches,-1.3416592795753575,-0.46220446497115814,0.0031957046163765875,-0.008752130294404926,0.2541818095418943,0.41583451460919046,0.5,-0.46220446497115814,-2.8052143805434295,0.7215855702258154,-0.013803815430727067,-1.0651627185036552,0.0,-1.880897177516757,0.001393404252148399,0.009144189518573277,1.001956516068944
win,Roxanne Modafferi,Antonina Shevchenko,2019-04-20,Women's Flyweight,S-DEC,Split,0.004209787510434131,-1.1614395171663927,1.9679394851079053,-0.008752130294404926,0.5176924779239124,-0.7932499764634867,-0.30000000000000004,-1.1614395171663927,-0.3338397595176398,-2.0884424929145595,1.7526898830638402,-0.10763262337026974,0.0,-1.880897177516757,-1.8547371766305243,-0.547693408402927,1.001956516068944
lose,Alen Amedovski,Krzysztof Jotko,2019-04-20,Middleweight,U-DEC,Unanimous,0.004209787510434131,-1.382250586280677,-1.5685993197768464,-0.008752130294404926,-0.7437947643304292,-2.8314209757002846,-0.1,-1.382250586280677,-1.2621733735070224,-1.0140199981844156,1.0271656854678572,-0.9781145280369835,-0.0058,-1.880897177516757,-1.4835110604539896,0.009144189518573277,-3.078623078672985
win,Movsar Evloev,SeungWoo Choi,2019-04-20,Featherweight,U-DEC,Unanimous,0.004209787510434131,0.8626619497145495,1.9679394851079053,-0.008752130294404926,2.1660358078029183,0.17401761639465482,0.3,0.8626619497145495,0.7011267695921447,0.9695292228558486,-0.2787778702049118,1.3721866145631445,0.0,0.23225199010944048,0.001393404252148399,0.009144189518573277,-0.018188382616538157
lose,Keita Nakamura,Sultan Aliev,2019-04-20,Welterweight,U-DEC,Unanimous,0.004209787510434131,0.12662505266693413,-0.782701807580235,-0.008752130294404926,-0.059788348530297415,-1.2768837728925573,0.3,0.12662505266693413,0.500405988189035,-0.7660763455543828,0.6360135093726317,0.15351194802974386,0.01322,1.1593393261852534,1.2388137915072637,1.1228193853615738,-2.0584781799875027
lose,Alex Da Silva,Alexander Yakovlev,2019-04-20,Lightweight,SUB,Schultz Front Headlock,0.004209787510434131,-0.24139339585687353,0.0031957046163765875,-0.8696924549470987,0.1756892700238464,0.13947234522115012,0.19999999999999998,-0.24139339585687353,0.23695996259745353,-0.1048932718742941,0.07452086949400137,-0.19468081383694028,-0.01449,-1.880897177516757,-0.8153040513362277,0.009144189518573277,-2.0584781799875027
lose,Marcin Tybura,Shamil Abdurakhimov,2019-04-20,Heavyweight,KO/TKO,Punches,-1.3416592795753575,-0.3149970855616351,0.0031957046163765875,-0.008752130294404926,0.21493553978287028,1.175830480426302,0.0,-0.3149970855616351,0.7011267695921445,0.3083461491757604,0.18808117868293792,-0.020584432903598227,-0.006459999999999999,0.23225199010944048,-0.07285181898315858,-0.547693408402927,-0.018188382616538157
lose,Gadzhimurad Antigulov,Michal Oleksiejczuk,2019-04-20,Light Heavyweight,KO/TKO,Punch,-4.033397413746941,-0.09418601644735046,0.0031957046163765875,-0.008752130294404926,2.5136456256685595,-1.5187006711070927,1.4,-0.09418601644735046,-1.732612704920561,0.473641917595783,0.1249921180224179,-1.93564462317037,-0.07143,-1.880897177516757,-1.2360269830029669,-0.547693408402927,1.001956516068944
win,Dustin Poirier,Max Holloway,2019-04-13,Lightweight,U-DEC,Unanimous,0.004209787510434131,-0.13098786129973122,0.39614446071468234,-0.8696924549470987,0.6242180672698343,-0.7241594341164764,0.8999999999999999,-0.13098786129973122,-1.0489075432662187,0.22569826496574977,-0.33555802479938024,-0.45582538523695487,0.005790000000000001,1.1593393261852534,-0.09760022672826063,-5.002394191774929,-0.018188382616538157
win,Israel Adesanya,Kelvin Gastelum,2019-04-13,Middleweight,U-DEC,Unanimous,5.3876860558536,0.6418508806002649,-0.3897530514819292,1.7131285190109828,-0.5251369756730099,0.5194703281297057,0.1,0.6418508806002649,0.18050724282782887,0.6389376860158047,-0.266160058072808,-0.10763262337026974,0.0016100000000000003,1.7549738468201646,0.5706067823895014,1.6796569832830741,-0.018188382616538157
lose,Eryk Anders,Khalil Rountree Jr.,2019-04-13,Light Heavyweight,U-DEC,Unanimous,-5.379266480832732,-2.339098552442577,0.0031957046163765875,-0.008752130294404926,0.8933353456174272,0.8649230398647563,0.0,-2.339098552442577,-0.18957169788415465,0.7215855702258154,0.02404962096558484,-0.020584432903598227,-0.05202,-0.37295967591867973,0.2488774817031714,0.009144189518573277,1.001956516068944
win,Dwight Grant,Alan Jouban,2019-04-13,Welterweight,S-DEC,Split,0.004209787510434131,0.49464350119074174,-0.3897530514819292,-0.008752130294404926,0.057950460746774485,0.2776534299151705,-0.3,0.49464350119074174,-1.5068018258420626,-1.1793157666044378,-0.6951656705643455,-0.020584432903598227,0.0031100000000000017,1.7549738468201646,-0.34508430417928393,0.009144189518573277,-0.018188382616538157
win,Nikita Krylov,Ovince Saint Preux,2019-04-13,Light Heavyweight,SUB,Rear Naked Choke,0.004209787510434131,0.8258601048621687,-0.782701807580235,1.7131285190109828,0.641037897166559,-0.44779726472843606,0.8999999999999999,0.8258601048621687,1.033570563791045,0.6389376860158051,-0.4175738036580565,-0.19468081383694125,0.0008999999999999998,-1.880897177516757,-0.12234863447336296,0.009144189518573277,1.001956516068944
win,Matt Frevola,Jalin Turner,2019-04-13,Lightweight,U-DEC,Unanimous,0.004209787510434131,-0.167789706152112,1.5749907290095995,0.8521881943582889,0.7699899263747803,-1.1041574170250321,-0.7000000000000001,-0.167789706152112,-1.211993178156245,-0.4354848087143389,-0.1399819367517674,1.3721866145631445,-0.025,-1.880897177516757,-1.2360269830029669,-0.547693408402927,1.001956516068944
lose,Wilson Reis,Alexandre Pantoja,2019-04-13,Flyweight,KO/TKO,Punch,-1.3416592795753575,-0.8302229134949658,0.39614446071468234,-0.008752130294404926,2.1211829280783197,-0.6896141629429716,-0.6,-0.8302229134949658,-1.5318919235174513,-1.5925551876544928,-0.2093799034783396,0.0664637575630733,-0.00388,1.1593393261852534,-0.6173167893754092,-0.547693408402927,-0.018188382616538157
lose,Zelim Imadaev,Max Griffin,2019-04-13,Welterweight,M-DEC,Majority,0.004209787510434131,0.605049035747884,-2.3544968319734583,-2.591573104252486,-0.6821220547091059,-0.37870672238142583,-0.3,0.605049035747884,-0.8419142374442617,-1.1793157666044378,0.3079503939379261,-1.239259099436998,-0.01278,0.23225199010944048,-0.8153040513362277,0.009144189518573277,-2.0584781799875027
lose,Boston Salmon,Khalid Taha,2019-04-13,Bantamweight,KO/TKO,Punch,-1.3416592795753575,-0.20459155100449275,0.0031957046163765875,-0.008752130294404926,0.0018843610910259957,1.3485568362938272,-0.2,-0.20459155100449275,0.9206651242517958,0.3909940333857715,2.2952558047443143,1.11104204316313,0.0,1.1593393261852534,0.001393404252148399,0.009144189518573277,-1.0383332813020205
lose,Curtis Millender,Belal Muhammad,2019-04-13,Welterweight,U-DEC,Unanimous,0.004209787510434131,0.016219518109791838,-0.782701807580235,-0.008752130294404926,-0.8671401835730759,-1.2423385017190527,-0.2,0.016219518109791838,-0.4467451990568891,0.22569826496574977,-0.4301916157901606,0.3276083289630879,0.01149,0.23225199010944048,0.32312270493847833,0.009144189518573277,-0.018188382616538157
lose,Andre Soukhamthath,Montel Jackson,2019-04-13,Bantamweight,U-DEC,Unanimous,0.004209787510434131,-1.271845051723535,-0.782701807580235,-0.008752130294404926,-1.2147500014387165,-0.37870672238142583,-0.09999999999999998,-1.271845051723535,-0.3840199548684172,-0.7660763455543828,1.8347056619225162,-1.32630728990367,0.03593,-1.880897177516757,1.2388137915072637,0.5659817874400735,-1.0383332813020205
win,Poliana Botelho,Lauren Mueller,2019-04-13,Women's Flyweight,U-DEC,Unanimous,0.004209787510434131,-0.02058232674258893,0.7890932168129882,-0.008752130294404926,0.08598351057464876,0.1740176163946552,0.0,-0.02058232674258893,-0.7540988955804011,1.3827686439059035,-0.6068409856396174,-0.3687771947702833,0.0122,0.23225199010944048,0.42211633591888764,0.009144189518573277,-0.018188382616538157
win,Justin Gaethje,Edson Barboza,2019-03-30,Lightweight,KO/TKO,Punch,1.3500788545962257,0.23703058722407644,0.0031957046163765875,-0.008752130294404926,-0.13828088804834526,0.0012912605271297633,-0.1,0.23703058722407644,2.106172239413913,1.3001207596958924,2.238475650149846,-0.45582538523695487,-0.008129999999999998,0.23225199010944048,-0.4935747506498976,0.009144189518573277,-0.018188382616538157
win,Jack Hermansson,David Branch,2019-03-30,Middleweight,SUB,Guillotine Choke,0.004209787510434131,0.0530213629621726,0.39614446071468234,0.8521881943582889,-0.49710392584513563,1.1067399380792917,0.4,0.0530213629621726,2.1626249591835376,0.3909940333857715,1.1281081825246897,-0.10763262337026974,-0.00833,0.23225199010944048,0.6943488211150128,1.1228193853615738,-1.0383332813020205
win,Josh Emmett,Michael Johnson,2019-03-30,Featherweight,KO/TKO,Punch,1.3500788545962257,-0.09418601644735046,0.0031957046163765875,-0.008752130294404926,0.34388756899109196,-0.7587047052899818,0.0,-0.09418601644735046,-0.08293878276375291,-0.18754115608430566,0.33318601820213417,0.3276083289630879,0.00115,-1.880897177516757,0.1746322584678644,-1.1045310063244274,1.001956516068944
lose,Karolina Kowalkiewicz,Michelle Waterson-Gomez,2019-03-30,Women's Strawweight,U-DEC,Unanimous,0.004209787510434131,-0.2781952407092543,-0.782701807580235,-0.8696924549470987,-0.6092361251566327,0.13947234522115012,-0.49999999999999994,-0.2781952407092543,1.2531089184506967,-0.3528369245043278,0.9262231884110248,0.5887529003631014,0.0,0.23225199010944048,-0.12234863447336322,-1.1045310063244274,1.001956516068944
lose,Kennedy Nzechukwu,Paul Craig,2019-03-30,Light Heavyweight,SUB,Triangle Choke,0.004209787510434131,0.5314453460431225,-0.3897530514819292,-1.7306327795997924,-0.6260559550533573,1.0376493957322817,-1.4,0.5314453460431225,1.522827468461125,-0.022245387664283488,0.8568252216844529,0.3276083289630879,0.0,1.1593393261852534,-0.9885429055519439,0.009144189518573277,-1.0383332813020205
win,Sodiq Yusuff,Sheymon Moraes,2019-03-30,Featherweight,U-DEC,Unanimous,1.3500788545962257,0.6786527254526455,0.0031957046163765875,-0.008752130294404926,0.1028033404713733,0.5885608704767155,0.6,0.6786527254526455,1.4224670777595703,0.5562898018057937,0.011431808833481057,-0.5428735757036274,-0.01626,0.23225199010944048,0.8180908598405243,-0.547693408402927,-0.018188382616538157
win,Marina Rodriguez,Jessica Aguilar,2019-03-30,Women's Strawweight,U-DEC,Unanimous,1.3500788545962257,2.481943123219303,0.0031957046163765875,-0.8696924549470987,-0.42982460625823743,0.4849250569562006,0.0,2.481943123219303,-0.2334793688160848,-0.27018904029431673,-2.6761621753046816,0.24056013849641636,0.0,0.23225199010944048,0.001393404252148399,0.009144189518573277,-3.078623078672985
win,Desmond Green,Ross Pearson,2019-03-30,Lightweight,KO/TKO,Punches,1.3500788545962257,0.457841656338361,0.39614446071468234,-0.008752130294404926,0.4952660380616129,0.0012912605271297633,0.0,0.457841656338361,-0.0013959653187393777,0.47364191759578256,-0.9916842556687909,0.5887529003631014,-0.00546,1.1593393261852534,-0.2460906731988746,0.009144189518573277,-0.018188382616538157
lose,Enrique Barzola,Kevin Aguilar,2019-03-30,Featherweight,U-DEC,Unanimous,0.004209787510434131,-0.24139339585687353,0.0031957046163765875,-0.008752130294404926,2.266954787183266,-0.4132519935549309,0.3,-0.24139339585687353,-0.045303636250669535,0.060402496545727144,-1.1557158133861432,1.3721866145631452,-0.01163,0.23225199010944048,-0.4935747506498976,1.1228193853615738,-0.018188382616538157
lose,Gerald Meerschaert,Kevin Holland,2019-03-30,Middleweight,S-DEC,Split,0.004209787510434131,-0.646213689233062,1.9679394851079053,1.7131285190109828,0.7195304366846069,-0.7241594341164765,1.2,-0.646213689233062,-0.6474659804599991,-0.7660763455543828,0.31425930000397856,-0.020584432903598227,0.01515,1.1593393261852534,0.001393404252148399,-0.547693408402927,1.001956516068944
win,Casey Kenney,Ray Borg,2019-03-30,Bantamweight,U-DEC,Unanimous,0.004209787510434131,0.5314453460431225,-1.9615480758751525,-0.008752130294404926,-1.567966429269932,0.5194703281297055,-0.6,0.5314453460431225,2.074809617319677,-0.8487242297643939,1.7337631648656844,0.8498974717631159,0.0,1.1593393261852534,-1.5330078759441943,0.009144189518573277,-1.0383332813020205
win,Maryna Moroz,Sabina Mazo,2019-03-30,Women's Flyweight,U-DEC,Unanimous,0.004209787510434131,-0.3149970855616351,0.39614446071468234,-0.008752130294404926,0.024310800953325357,-0.4132519935549309,0.49999999999999994,-0.3149970855616351,-1.2119931781562447,-1.0140199981844156,0.011431808833481617,-0.3687771947702833,0.0,0.23225199010944048,1.2388137915072637,0.009144189518573277,2.022101414754426
lose,Stephen Thompson,Anthony Pettis,2019-03-23,Welterweight,KO/TKO,Punch,-1.3416592795753575,0.5314453460431225,0.0031957046163765875,-0.008752130294404926,-0.1887403777385189,0.13947234522115012,-1.1,0.5314453460431225,0.7073992940109921,-0.1875411560843052,-0.2472333398746518,0.0664637575630733,0.00855,0.23225199010944048,0.4963615591541944,0.009144189518573277,-0.018188382616538157
win,Curtis Blaydes,Justin Willis,2019-03-23,Heavyweight,U-DEC,Unanimous,0.004209787510434131,0.7154545703050263,2.753836997304517,-0.008752130294404926,2.788369513981727,-0.10234455299338531,0.0,0.7154545703050263,0.10523694980166264,-0.8487242297643934,-0.4238827097241085,0.15351194802974483,-0.00179,-1.880897177516757,-0.7163104203558185,-1.6613686042459277,1.001956516068944
win,John Makdessi,Jesus Pinedo,2019-03-23,Lightweight,U-DEC,Unanimous,0.004209787510434131,1.3042840879431188,0.0031957046163765875,-0.008752130294404926,-1.3997681303026868,-0.5168878070754462,0.0,1.3042840879431188,1.42246707775957,0.9695292228558486,-0.2030709974122877,1.4592348050298156,0.00591,-1.880897177516757,-1.062788128787251,0.5659817874400735,-0.018188382616538157
lose,Deiveson Figueiredo,Jussier Formiga,2019-03-23,Flyweight,U-DEC,Unanimous,0.004209787510434131,-0.46220446497115814,-1.1756505636785408,-0.008752130294404926,-0.21116681760081837,-1.035066874678022,1.2000000000000002,-0.46220446497115814,1.033570563791045,1.3001207596958928,0.7369560064294641,-1.1522109089703272,0.030739999999999996,0.23225199010944048,0.8180908598405243,-0.547693408402927,-0.018188382616538157
lose,Steven Peterson,Luis Pena,2019-03-23,Featherweight,U-DEC,Unanimous,0.004209787510434131,-0.6830155340854428,1.1820419729112939,0.8521881943582889,0.14204961023039728,0.5540155993032108,-0.5,-0.6830155340854428,0.6760366719167558,-0.5181326929243495,1.7842344133941006,0.15351194802974483,-0.03226,-1.880897177516757,0.001393404252148399,0.5659817874400735,-1.0383332813020205
win,Maycee Barber,JJ Aldrich,2019-03-23,Women's Flyweight,KO/TKO,Punches,0.004209787510434131,1.083473018828834,0.0031957046163765875,-0.008752130294404926,0.2317553696795949,-0.7932499764634866,0.1,1.083473018828834,0.1679621939901342,0.47364191759578256,-1.3260562771695483,-0.45582538523695487,0.0,1.7549738468201646,0.001393404252148399,-0.547693408402927,-0.018188382616538157
lose,Bobby Moffett,Bryce Mitchell,2019-03-23,Featherweight,U-DEC,Unanimous,0.004209787510434131,-0.3149970855616351,1.9679394851079053,-0.008752130294404926,-0.289659357118866,1.1412852092527968,-0.30000000000000004,-0.3149970855616351,0.569403756796354,-1.6752030718645035,0.9136053762789207,0.3276083289630879,0.0,-1.880897177516757,-2.473447370258082,-0.547693408402927,-0.018188382616538157
lose,Frankie Saenz,Marlon Vera,2019-03-23,Bantamweight,KO/TKO,Punch,-1.3416592795753575,-0.3149970855616351,0.0031957046163765875,-0.008752130294404926,0.635431287200984,-0.27507090886091057,-0.9,-0.3149970855616351,-0.10802888043914138,-0.18754115608430566,-0.9538308192724784,0.0664637575630733,-0.00496,-1.2595986437265314,-0.12234863447336322,0.5659817874400735,-0.018188382616538157
win,Jennifer Maia,Alexis Davis,2019-03-23,Women's Flyweight,U-DEC,Unanimous,0.004209787510434131,-0.46220446497115814,-0.3897530514819292,-0.008752130294404926,-0.37936511656806376,0.7958324975177459,-0.6,-0.46220446497115814,-0.09548383160144701,-0.9313721139744044,0.21331680294714606,0.0664637575630733,0.0,0.23225199010944048,-1.656749914669706,0.009144189518573277,-0.018188382616538157
lose,Angela Hill,Randa Markos,2019-03-23,Women's Strawweight,SUB,Armbar,0.004209787510434131,-0.4254026201187774,-0.3897530514819292,-0.8696924549470987,-0.3232990169123154,0.8303777686912511,-0.1,-0.4254026201187774,1.5479175661365139,0.47364191759578256,1.1848883371191576,0.24056013849641636,0.00193,0.23225199010944048,-0.22134226545377242,0.009144189518573277,-0.018188382616538157
lose,Ryan MacDonald,Chris Gutierrez,2019-03-23,Bantamweight,U-DEC,Unanimous,0.004209787510434131,-2.0078819487711503,0.0031957046163765875,-0.008752130294404926,-0.21116681760081832,-2.5550588063122444,-0.1,-2.0078819487711503,-1.5632545456116873,-2.4190340297546027,2.358344865404835,-1.6745000517703557,0.0,0.9008295008691459,0.001393404252148399,0.009144189518573277,-0.018188382616538157
lose,Darren Till,Jorge Masvidal,2019-03-16,Welterweight,KO/TKO,Punch,0.004209787510434131,-0.5358081546759197,0.0031957046163765875,-0.008752130294404926,-0.4634642660516865,-0.1023445529933855,-0.3,-0.5358081546759197,-1.1116327874546903,-0.1048932718742941,0.16915446048478197,-0.7169699566369695,0.01184,1.1593393261852534,0.5706067823895014,0.009144189518573277,-1.0383332813020205
win,Leon Edwards,Gunnar Nelson,2019-03-16,Welterweight,S-DEC,Split,1.3500788545962257,0.7890582600097878,-0.3897530514819292,-0.008752130294404926,-0.35693867670576435,0.10492707404764465,-0.7,0.7890582600097878,0.5882213300528953,-0.6834284613443713,-0.3734114611956924,0.3276083289630879,0.0036699999999999997,-0.8917096391734235,0.17463225846786468,2.793332179126075,-0.018188382616538157
win,Dominick Reyes,Volkan Oezdemir,2019-03-16,Light Heavyweight,S-DEC,Split,0.004209787510434131,0.31063427692883794,-0.3897530514819292,-0.008752130294404926,-0.05978834853029735,0.0012912605271297633,0.4,0.31063427692883794,0.12405452305820405,0.22569826496574977,-0.12105521855361144,-0.6299217661702989,0.016309999999999998,1.1593393261852534,0.9913297140562406,2.2364945812045742,-2.0584781799875027
win,Nathaniel Wood,Jose Quinonez,2019-03-16,Bantamweight,SUB,Rear Naked Choke,0.004209787510434131,-0.167789706152112,0.39614446071468234,1.7131285190109828,-0.49710392584513574,1.0721946669057867,0.0,-0.167789706152112,1.7047306766076933,0.22569826496574932,0.9009875641468167,-0.6299217661702989,0.0007399999999999993,-1.880897177516757,0.620103597879706,-0.547693408402927,-0.018188382616538157
win,Claudio Silva,Danny Roberts,2019-03-16,Welterweight,SUB,Armbar,0.004209787510434131,-0.2781952407092543,1.1820419729112939,3.4350091683163706,1.4539963421749122,-0.44779726472843584,0.8,-0.2781952407092543,-0.39029247928726457,0.14305038075573823,-0.31032240053517207,-0.4558253852369553,-0.00905,-0.37295967591867973,0.7190972288601153,0.5659817874400735,-0.018188382616538157
win,Jack Marshman,John Phillips,2019-03-16,Middleweight,S-DEC,Split,-1.3416592795753575,-0.057384171594969696,0.0031957046163765875,-0.008752130294404926,0.0018843610910259957,0.4503797857826955,0.0,-0.057384171594969696,0.6258564765659788,-0.7660763455543828,0.10606539982426166,0.5887529003631023,0.02069,-1.880897177516757,0.9913297140562406,0.009144189518573277,-0.018188382616538157
lose,Jordan Rinaldi,Arnold Allen,2019-03-16,Featherweight,U-DEC,Unanimous,-1.3416592795753575,-0.2781952407092543,0.0031957046163765875,-0.008752130294404926,0.186902489954996,-1.9332439251891536,0.8999999999999999,-0.2781952407092543,-1.1304503607112317,-0.4354848087143389,-0.33555802479938024,-0.19468081383694125,-0.0087,-1.880897177516757,-1.6567499146697058,-1.6613686042459277,-0.018188382616538157
lose,Joe Duffy,Marc Diakiese,2019-03-16,Lightweight,U-DEC,Unanimous,-1.3416592795753575,-1.7870708796568655,-0.782701807580235,-0.008752130294404926,-1.3268822007502137,-0.1023445529933855,0.7,-1.7870708796568655,-0.045303636250669535,-0.5181326929243495,0.730647100363412,0.0664637575630733,0.008539999999999999,0.23225199010944048,0.42211633591888764,0.009144189518573277,-2.0584781799875027
win,Saparbeg Safarov,Nicolae Negumereanu,2019-03-16,Light Heavyweight,U-DEC,Unanimous,0.004209787510434131,2.1507265195478764,1.1820419729112939,-0.008752130294404926,0.8428758559272536,-1.0005216035045168,0.0,2.1507265195478764,0.26832258469168946,0.5562898018057937,-1.635192674406097,0.6758010908297729,0.0,0.23225199010944048,0.001393404252148399,0.009144189518573277,2.022101414754426
lose,Danny Henry,Dan Ige,2019-03-16,Featherweight,SUB,Rear Naked Choke,-1.3416592795753575,-0.24139339585687353,-0.3897530514819292,-0.8696924549470987,-0.2840527471532914,-0.06779928181988042,1.9000000000000001,-0.24139339585687353,0.8642124044821715,0.47364191759578256,0.3710394545984466,-1.0651627185036552,0.02105,0.23225199010944048,1.2388137915072637,0.5659817874400735,-0.018188382616538157
win,Molly McCann,Priscila Cachoeira,2019-03-16,Women's Flyweight,U-DEC,Unanimous,0.004209787510434131,1.1570767085335956,0.7890932168129882,1.7131285190109828,0.8204494160649541,-0.7241594341164765,0.5,1.1570767085335956,0.6384015254036729,0.5562898018057937,-1.8560043867179177,1.459234805029816,0.0,0.23225199010944048,0.001393404252148399,0.009144189518573277,-0.018188382616538157
win,Junior Dos Santos,Derrick Lewis,2019-03-09,Heavyweight,KO/TKO,Punches,1.3500788545962257,0.7890582600097878,0.0031957046163765875,-0.008752130294404926,-0.16070732791064465,1.0031041245587766,0.1,0.7890582600097878,1.2092012475187663,-0.27018904029431673,0.4719819516552791,1.285138424096474,-0.0014800000000000004,0.23225199010944048,0.17463225846786468,1.1228193853615738,-1.0383332813020205
win,Elizeu Zaleski dos Santos,Curtis Millender,2019-03-09,Welterweight,SUB,Rear Naked Choke,0.004209787510434131,0.20022874237169566,0.39614446071468234,0.8521881943582889,0.024310800953325388,0.2776534299151705,0.4,0.20022874237169566,0.37495549981209175,-0.4354848087143389,0.0997564937582095,-0.28172900430361275,-0.00455,0.23225199010944048,-0.4193295274145909,1.1228193853615738,-0.018188382616538157
win,Niko Price,Tim Means,2019-03-09,Welterweight,KO/TKO,Punch,1.3500788545962257,0.016219518109791838,-0.3897530514819292,-0.008752130294404926,-0.2840527471532914,-0.03325401064637533,0.49999999999999994,0.016219518109791838,0.3310478288801616,-0.4354848087143385,1.2416684917136263,-1.0651627185036556,0.00328,0.23225199010944048,0.2736258894482737,-0.547693408402927,1.001956516068944
lose,Ben Rothwell,Blagoy Ivanov,2019-03-09,Heavyweight,U-DEC,Unanimous,0.004209787510434131,-0.09418601644735046,0.0031957046163765875,-0.008752130294404926,-0.0541817385647225,0.0012912605271297633,0.30000000000000004,-0.09418601644735046,0.24950501143514775,0.14305038075573823,0.3962750788626548,-0.6299217661702989,0.01087,-1.880897177516757,1.4862978689582869,0.009144189518573277,-0.018188382616538157
win,Beneil Dariush,Drew Dober,2019-03-09,Lightweight,SUB,Armbar,0.004209787510434131,0.20022874237169566,0.7890932168129882,0.8521881943582889,0.7083172167534572,0.8303777686912511,0.8,0.20022874237169566,-0.434200150219195,0.8042334544358265,-1.2251137801127159,0.5887529003631014,-0.00033000000000000043,-0.37295967591867973,0.2736258894482737,-0.547693408402927,-0.018188382616538157
