,result,fighter,opponent,date,weight class,method,kd_dif,str_dif,td_dif,sub_dif,td avg._dif,td acc._dif,td def._dif,sub. avg._dif,slpm_dif,str. acc._dif,sapm_dif,str. def_dif,stance_win_ratio,win_perc_dif,win_strk_dif,lose_strk_dif
1641,lose,Matt Wiman,Jordan Leavitt,2020-12-05,Lightweight,KO/TKO:Slam,0.007043121244094929,-0.023672721307861026,-0.40154919708912123,0.0001258851697796023,-0.17116320537210927,0.3246252355154893,0.8713001119221149,0.2850386060282752,0.48310045371259525,-1.046536440652039,1.0263990968609442,-0.23816507053950506,-1.776059615341257,1.502982752534922,-0.009943029327043728,2.1603436488944445
1642,lose,Jose Quinonez,Louis Smolka,2020-12-05,Bantamweight,KO/TKO:Punches,0.007043121244094929,-0.5883115842533343,-0.40154919708912123,0.0001258851697796023,0.5591604699907727,0.4295396475889881,0.3352103888717649,-1.145041043029805,-0.6619685186494151,-0.15465563261431287,-0.683018929894978,0.9394018142508669,1.4881221995019178,0.3020626010843076,-0.009943029327043728,0.005761769992606312
1643,win,Ilia Topuria,Damon Jackson,2020-12-05,Featherweight,KO/TKO:Punch,1.3615359525013224,0.5786087325006438,-0.006802936594470287,0.0001258851697796023,0.29156095535399135,0.2197108234419906,1.943479558022814,0.4757158925693525,0.15413036220527757,0.5750650285074624,-0.34113532454379364,1.1917375752773753,0.07643193704509792,1.2730193192784214,-0.009943029327043728,0.005761769992606312
1644,win,Jake Collier,Gian Villante,2020-12-05,Heavyweight,U-DEC:,0.007043121244094929,1.6326012766655273,-0.006802936594470287,0.0001258851697796023,0.24138604635959504,0.42953964758898805,-0.5359354110850529,0.4757158925693525,0.8816603722695383,-0.07357555915633818,-0.40218596835650466,-0.406388911223844,-0.01727121351273854,-0.030106802508415575,-0.009943029327043728,-1.0715291694583127
1645,win,Michael Bisping,Anderson Silva,2016-02-27,Middleweight,U-DEC:,0.007043121244094929,1.256175368035212,-0.006802936594470287,0.0001258851697796023,0.30271093513052405,-1.1791480042046596,-0.2008793341785845,-0.4776705401360342,0.824723241047118,-1.8573371752317893,0.3975774655900158,0.4347302921978509,-1.776059615341257,-0.46448217643736134,1.1341002253794747,-2.1488201089092316
1646,lose,Thales Leites,Gegard Mousasi,2016-02-27,Middleweight,U-DEC:,0.007043121244094929,-2.395155945678849,-0.006802936594470287,0.0001258851697796023,0.2804109755774589,-1.1441765335134932,-0.9715083110634621,-0.0009773237833408386,-1.00991765389754,-0.8032962202781134,1.0813446762923848,-1.3316200349877076,-0.01727121351273854,0.3531655862524189,-0.009943029327043728,0.005761769992606312
1647,win,Tom Breese,Keita Nakamura,2016-02-27,Welterweight,U-DEC:,0.007043121244094929,0.9926772319939908,-1.191041718078423,0.0001258851697796023,-0.9237868402880558,-1.668748593880987,0.23469356579982423,0.7617318223809685,0.7171753265158792,1.1426255427132879,-0.2434542944434551,0.1823945311713424,-0.8293134296146295,1.911806633879812,0.5620785980262154,0.005761769992606312
1648,lose,Francisco Rivera,Brad Pickett,2016-02-27,Bantamweight,S-DEC:,0.007043121244094929,1.143247595446117,-0.40154919708912123,0.0001258851697796023,-0.8178620324109968,0.6743399424271519,0.33521038887176524,0.18969996275773646,0.6792172390342659,0.8183052488813874,-0.9028012476207391,1.107625654935206,-0.01727121351273854,0.25095961591619625,-0.009943029327043728,-2.1488201089092316
1649,lose,Mike Wilkinson,Makwan Amirkhani,2016-02-27,Featherweight,U-DEC:,0.007043121244094929,-0.701239356842429,-1.5857879785730737,1.6947920407427854,-1.804635242634127,-1.0042906507488283,0.569749642706293,-0.19165461032441825,0.6475854994662543,-0.4789759264462134,0.4342078518776427,-0.9110604332768606,-1.776059615341257,-0.8477545651981956,-0.5819646566803028,0.005761769992606312
1650,lose,Marlon Vera,Davey Grant,2016-02-27,Bantamweight,U-DEC:,0.007043121244094929,-1.8305170827333754,-0.006802936594470287,0.0001258851697796023,-0.516812578444618,0.009881999294993076,0.10067113503723706,0.9524091089220458,-0.3329984271420971,0.4939849550494873,0.5990445901719638,-0.406388911223844,1.1834540518514318,1.2730193192784214,0.5620785980262154,-1.0715291694583127
1651,win,Scott Askham,Chris Dempsey,2016-02-27,Middleweight,KO/TKO:Punch,1.3615359525013224,0.051612460418202076,-0.006802936594470287,0.0001258851697796023,-1.2304112841427008,-0.16497535416083825,1.6419290888069922,0.6663931791104297,0.5084058453670043,1.1426255427132879,0.4219977231151004,-1.0792842739611992,1.4881221995019178,-0.004555309924359925,-0.009943029327043728,0.005761769992606312
1652,win,Arnold Allen,Yaotzin Meza,2016-02-27,Featherweight,U-DEC:,1.3615359525013224,0.23982541473335986,1.5721821053841334,0.0001258851697796023,0.15776119803560096,1.0590261200299806,1.943479558022814,-0.9543637564887275,1.2612412470856744,0.08858458775961209,0.3792622724462022,0.26650645151351193,1.4881221995019178,1.5285342451189776,0.5620785980262154,-1.0715291694583127
1653,lose,Brad Scott,Krzysztof Jotko,2016-02-27,Middleweight,U-DEC:,0.007043121244094929,-0.5130264025272712,-0.7962954575837721,0.0001258851697796023,-0.5669874874390144,-0.8294332972929972,-0.6364522341569936,0.5710545358398911,0.35657349544055006,-0.07357555915633818,1.2644966077305186,0.014170690487003425,-1.776059615341257,-0.6433426245257506,-0.5819646566803028,0.005761769992606312
1654,lose,Norman Parke,Rustam Khabilov,2016-02-27,Lightweight,U-DEC:,0.007043121244094929,-0.5883115842533343,-1.9805342390677247,0.0001258851697796023,-1.1021865167125766,-0.5146900610725007,0.5362440350156461,-0.0963159670538795,0.6981962827750725,0.08858458775961164,0.43420785187764244,-0.06994122985516607,1.4881221995019178,0.27651110850025196,0.5620785980262154,-2.1488201089092316
1655,lose,Jarjis Danho,Daniel Omielanczuk,2016-02-27,Heavyweight,M-DEC:,0.007043121244094929,-1.45409117410306,-0.006802936594470287,0.0001258851697796023,-0.031788458165452324,-0.3398327076166695,1.0723337580659955,-0.0963159670538795,0.19841479760049333,-0.5600559999041881,1.1912358351552652,0.1823945311713424,-1.776059615341257,-1.2821299391271415,-0.5819646566803028,0.005761769992606312
1656,win,Teemu Packalen,Thibault Gouti,2016-02-27,Lightweight,SUB:Rear Naked Choke,1.3615359525013224,0.23982541473335986,-0.006802936594470287,0.8474589629562826,0.5981853992086366,-1.9135488887191512,0.569749642706293,1.1430863954631232,-0.6872739103038245,1.629105983461138,-1.0615329215337888,-0.23816507053950506,-0.01727121351273854,-0.004555309924359925,-0.009943029327043728,1.0830527094435254
1657,win,David Teymur,Martin Svensson,2016-02-27,Lightweight,KO/TKO:Punch,1.3615359525013224,0.9550346411309593,0.38794332390018066,0.0001258851697796023,0.5201355407729086,1.1639405321034797,2.580086104145104,-0.0009773237833408386,1.7040856010378336,0.4129048815915122,-1.4583621063164143,1.4440733363038838,1.4881221995019178,-0.004555309924359925,-0.009943029327043728,0.005761769992606312
1658,win,Jiri Prochazka,Glover Teixeira,2022-06-11,Light Heavyweight,SUB:Rear Naked Choke,0.007043121244094929,0.35275318732245453,-1.9805342390677247,0.0001258851697796023,-1.0185616683885825,2.213084652838467,0.2681991734904715,-0.5730091834065729,1.2612412470856742,0.4129048815915126,0.892087680472979,-0.9951723536190296,-0.01727121351273854,0.6086805120929751,-2.2980295387400806,0.005761769992606312
1659,win,Valentina Shevchenko,Taila Santos,2022-06-11,Women's Flyweight,S-DEC:,0.007043121244094929,0.8421068685418647,-0.006802936594470287,-1.6945402704032262,0.12988624859426948,-0.8294332972929971,-0.2678905495598786,-0.859025113218189,-0.08627085851160884,0.16966466121758722,-0.3289251957812513,0.35061837185568145,1.4881221995019178,0.12320215299591805,2.278143480085993,0.005761769992606312
1660,lose,Joanna Jedrzejczyk,Zhang Weili,2022-06-11,Women's Strawweight,KO/TKO:Spinning Back Fist,-1.3474497100131326,-0.9647374928836498,-1.191041718078423,0.0001258851697796023,-1.0185616683885823,0.9890831786476482,0.6702664657782337,-0.19165461032441816,0.33126810378614097,0.08858458775961209,-0.6219682860822662,0.8552898939086974,0.07643193704509792,-0.004555309924359925,-0.009943029327043728,-1.0715291694583127
1661,win,Jake Matthews,Andre Fialho,2022-06-11,Welterweight,KO/TKO:Punch,1.3615359525013224,1.1056050045830854,-0.006802936594470287,0.0001258851697796023,1.0274596206051396,1.4437122976328094,-0.30139615725052515,0.5710545358398911,-0.37095651462371076,0.25074473467556235,-2.7343205620020847,1.107625654935206,-0.01727121351273854,-0.004555309924359925,-1.153986284033562,1.0830527094435254
1662,win,Jack Della Maddalena,Ramazan Emeev,2022-06-11,Welterweight,KO/TKO:Punch,1.3615359525013224,0.4280383690485176,-0.40154919708912123,-0.8472071926167234,-1.3251861122432276,-1.0042906507488283,0.00015431196529641628,-0.6683478266771116,3.6272953667729233,0.33182480813353704,1.5453295692689917,0.014170690487003425,2.5262575002009298,0.7364379750132534,0.5620785980262154,-1.0715291694583127
1663,win,Josh Culibao,SeungWoo Choi,2022-06-11,Featherweight,S-DEC:,2.7160287837585497,0.2021828238703283,-0.40154919708912123,0.0001258851697796023,-0.5056625986680855,-1.9135488887191512,0.5362440350156458,0.2850386060282752,-0.1495343376476313,0.5750650285074624,0.031273602713746754,1.359961415961714,-0.01727121351273854,-0.004555309924359925,0.5620785980262154,-1.0715291694583127
1664,lose,Steve Garcia,Maheshate,2022-06-11,Lightweight,KO/TKO:Punch,-2.70194254127036,0.013969869555170527,-0.006802936594470287,0.0001258851697796023,0.977284711610743,1.5486267097063084,3.350715081029982,0.38037724929881384,1.0904298534184131,2.115586424208988,-0.5364973847444703,-0.9110604332768596,1.4881221995019178,1.2730193192784214,0.5620785980262154,0.005761769992606312
1665,win,Brendan Allen,Jacob Malkoun,2022-06-11,Middleweight,U-DEC:,0.007043121244094929,0.4656809599115492,-1.9805342390677247,0.0001258851697796023,-3.4325322900078787,0.009881999294993076,1.675434696497639,0.9524091089220458,0.19841479760049333,0.007504514301636955,0.8310370366602672,-0.49050083156601304,-0.01727121351273854,0.199856630748085,-0.5819646566803028,0.005761769992606312
1666,lose,Batgerel Danaa,Kyung Ho Kang,2022-06-11,Bantamweight,U-DEC:,0.007043121244094929,0.35275318732245453,-0.006802936594470287,0.0001258851697796023,-0.9237868402880558,-0.7594903559106647,-0.13386811879729074,-0.7636864699476503,2.05836108419956,-0.8843762937360886,1.026399096860944,-0.8269485129346906,-0.01727121351273854,-0.18341575801274948,-0.009943029327043728,0.005761769992606312
1667,lose,Liang Na,Silvana Gomez Juarez,2022-06-11,Women's Strawweight,KO/TKO:Punches,-1.3474497100131326,-0.1366004938969557,-0.006802936594470287,0.0001258851697796023,3.196130687140719,1.7584555338533057,-1.239553172588637,1.8104568983568938,0.21739384134130002,0.3318248081335375,1.0447142900047575,-2.256851158751571,-0.01727121351273854,-0.004555309924359925,-0.009943029327043728,-1.0715291694583127
1668,lose,Ramona Pascual,Joselyne Edwards,2022-06-11,Women's Featherweight,U-DEC:,0.007043121244094929,-3.787931807611016,0.38794332390018066,0.0001258851697796023,0.7821600655214236,0.11479641136849185,1.23986179651923,-0.1916546103244182,-1.0858338288607672,0.3318248081335366,2.912863990673729,-0.2381650705395046,1.4881221995019178,-0.8477545651981957,-0.009943029327043728,-1.0715291694583127
1669,win,Alexander Volkanovski,Chan Sung Jung,2022-04-09,Featherweight,KO/TKO:Punches,1.3615359525013224,3.40180304722801,1.5721821053841334,0.0001258851697796023,0.5368605104377074,-0.3748041783078357,0.033659919655943296,-0.4776705401360341,1.7989808197418673,1.2237056161712625,-0.5059720628381145,0.6870660532243584,-0.01727121351273854,0.761989467597309,5.13825161685229,0.005761769992606312
1670,lose,Petr Yan,Aljamain Sterling,2022-04-09,Bantamweight,S-DEC:,0.007043121244094929,0.051612460418202076,-0.7962954575837721,0.0001258851697796023,-0.07081338738331613,1.1289690614123136,1.6419290888069924,-0.6683478266771116,0.40085793083576554,0.16966466121758722,1.1240801269612828,-0.15405315019733556,1.1834540518514318,0.22540812333214064,-2.8700511660933397,0.005761769992606312
1671,lose,Gilbert Burns,Khamzat Chimaev,2022-04-09,Welterweight,U-DEC:,-1.3474497100131326,0.4280383690485176,-0.7962954575837721,0.0001258851697796023,-1.1077615066008428,-0.7944618266018305,-1.775642895638987,-2.765797978628962,-2.4143668907172433,-0.8843762937360886,-0.47544674093175876,1.1076256549352064,-0.01727121351273854,-0.617791131941695,-1.7260079113868212,0.005761769992606312
1672,lose,Tecia Torres,Mackenzie Dern,2022-04-09,Women's Strawweight,S-DEC:,0.007043121244094929,0.9926772319939908,-0.006802936594470287,-2.5418733481897293,0.02396144071721045,0.11479641136849189,0.7037720734688802,-1.6217342593824982,1.1030825492456178,0.9804653957973377,-0.4937619340755721,0.771177973566528,-0.01727121351273854,-0.2856217283489718,1.706121852732734,-1.0715291694583127
1673,win,Mark Madsen,Vinc Pichel,2022-04-09,Lightweight,U-DEC:,0.007043121244094929,-1.0776652654727445,0.7826895843948315,0.0001258851697796023,0.046261400270275435,0.4295396475889881,1.3068730119005239,-0.1916546103244182,-0.18749242512924494,0.007504514301636955,0.7089357490348444,-0.4063889112238431,-0.01727121351273854,0.5575775269248638,-0.009943029327043728,0.005761769992606312
1674,win,Ian Garry,Darian Weeks,2022-04-09,Welterweight,U-DEC:,0.007043121244094929,1.2938179588982435,-0.40154919708912123,0.0001258851697796023,-0.8791869211819257,0.7093114131183181,-0.8374858803008749,-0.0009773237833408386,0.9385975034919587,0.4129048815915126,-0.13966819996184532,0.09828261082917292,-0.01727121351273854,2.5505939484812026,0.5620785980262154,-1.0715291694583127
1675,win,Anthony Hernandez,Josh Fremd,2022-04-09,Middleweight,U-DEC:,0.007043121244094929,0.6538939142267068,2.756420886868086,1.6947920407427854,3.212855656805518,0.49948258897132064,1.3403786195911707,1.6197796118158165,0.8943130680967429,0.7372251754234123,0.42810278749637143,0.9394018142508669,-0.01727121351273854,1.2730193192784214,0.5620785980262154,0.005761769992606312
1676,lose,Aspen Ladd,Raquel Pennington,2022-04-09,Women's Bantamweight,U-DEC:,0.007043121244094929,-1.8305170827333754,0.7826895843948315,0.0001258851697796023,0.3082859250187903,0.6743399424271517,-0.03335129572535047,-0.09631596705387949,-0.07994451059800671,-0.23573570607228844,0.8310370366602677,-1.247508114645538,-0.01727121351273854,-0.004555309924359925,-1.7260079113868212,1.0830527094435254
1677,win,Mike Malott,Mickey Gall,2022-04-09,Welterweight,KO/TKO:Punch,1.3615359525013224,0.5786087325006438,-0.40154919708912123,0.0001258851697796023,0.18563614747693236,0.11479641136849195,-1.2060475648979903,-1.049702399759266,1.3308310741352993,-0.4789759264462134,-0.041987169861506836,0.4347302921978509,0.07643193704509792,-1.5376448649676975,-0.009943029327043728,-1.0715291694583127
1678,win,Aleksei Oleinik,Jared Vanderaa,2022-04-09,Heavyweight,SUB:Scarf Hold,0.007043121244094929,-0.24952826648605034,-0.006802936594470287,0.8474589629562826,0.9103848329515478,-0.13000388346967187,0.5697496427062928,1.8104568983568938,-1.0415493934655513,0.33182480813353704,-1.1470038228715853,-0.06994122985516607,-0.01727121351273854,0.7108864824291977,-0.009943029327043728,1.0830527094435254
1679,win,Piera Rodriguez,Kay Hansen,2022-04-09,Women's Strawweight,U-DEC:,0.007043121244094929,0.72917909595277,0.38794332390018066,0.0001258851697796023,1.0218846307168732,0.6043970010448194,1.3403786195911707,-0.7636864699476503,0.584322020330232,-0.23573570607228844,-0.10914287805548968,0.771177973566528,-0.01727121351273854,-0.8477545651981957,-0.009943029327043728,-2.1488201089092316
1680,lose,Daniel Santos,Julio Arce,2022-04-09,Bantamweight,U-DEC:,0.007043121244094929,-2.922152217761291,-0.006802936594470287,0.0001258851697796023,0.44766067222544714,0.2197108234419906,-1.239553172588637,-0.3823318968654955,0.06556149141484573,-0.39789585298823826,2.7052918017105103,-1.5839557960142152,-1.776059615341257,-1.4609903872155305,-0.009943029327043728,-1.0715291694583127
1681,win,Dominick Reyes,Chris Weidman,2019-10-18,Light Heavyweight,KO/TKO:Punches,1.3615359525013224,0.2021828238703283,-0.40154919708912123,0.0001258851697796023,-1.9886099089469138,-0.6545759438371657,0.5027384273249993,-0.4776705401360342,1.115735245072822,0.5750650285074624,0.35484201492111755,-0.32227699088167455,1.4881221995019178,0.7364379750132534,2.8501651074392518,-1.0715291694583127
1682,lose,Jeremy Stephens,Yair Rodriguez,2019-10-18,Featherweight,U-DEC:,0.007043121244094929,-1.7175893101442807,1.1774358448894824,0.0001258851697796023,0.180061157588666,0.35959670620665557,0.10067113503723706,-0.28699325359495675,-0.9340014789343127,-0.39789585298823826,-0.6585986723698933,0.43473029219785,-0.01727121351273854,-0.9755120281184738,-0.5819646566803028,2.1603436488944445
1683,lose,Jonathan Pearce,Joe Lauzon,2019-10-18,Lightweight,KO/TKO:Punches,0.007043121244094929,-0.6259541751163659,-0.40154919708912123,0.0001258851697796023,2.4267820825599733,0.5344540596624867,0.13417674272788357,-0.8590251132181889,1.8748969947050949,1.5480259100031626,-1.0859531790588735,-0.49050083156601354,1.1834540518514318,-1.384335909463364,-0.009943029327043728,-3.226111048360151
