,set,fighter,opponent,result,kd_dif,str_dif,td_dif,sub_dif,td avg._dif,td acc._dif,td def._dif,sub. avg._dif,slpm_dif,str. acc._dif,sapm_dif,str. def_dif,stance_win_ratio,win_perc_dif,win_strk_dif,lose_strk_dif,kd_dif_pred,str_dif_pred,td_dif_pred,sub_dif_pred
12,test,Francis Ngannou,Stipe Miocic,lose,0.0070431212440949,-1.8305170827333757,-2.3752804995623755,0.8474589629562826,-0.6171623964334109,0.9890831786476482,0.1006711350372367,0.2850386060282752,-1.5603099223809374,-0.965456367194064,-1.0187974708648908,-1.0792842739611996,-0.0172712135127385,0.3787170788364745,0.5620785980262154,0.0057617699926063,-0.1797834761706951,-0.1797834761706951,-0.1797834761706951,-0.1797834761706951
13,train,Volkan Oezdemir,Daniel Cormier,lose,0.0070431212440949,0.2398254147333598,-0.7962954575837721,-0.8472071926167234,-0.762112133528334,-0.5496615317636669,0.0001543119652964,-0.3823318968654955,0.1920884496868912,-0.3978958529882387,0.6356749764595908,0.0982826108291729,-0.0172712135127385,0.2765111085002519,-0.5819646566803028,0.0057617699926063,0.14716306930518747,0.14716306930518747,0.14716306930518747,0.14716306930518747
14,validation,Shane Burgos,Calvin Kattar,lose,-1.3474497100131326,0.1645402330072967,-0.0068029365944702,0.0001258851697796,0.0016614811641453,0.5344540596624869,0.0001543119652964,0.2850386060282752,1.457358032407345,1.0615454692553128,-0.2007188437745566,0.1823945311713424,-0.0172712135127385,-0.0045553099243599,1.1341002253794747,0.0057617699926063,0.5208162641347676,0.5208162641347676,0.5208162641347676,0.5208162641347676
15,test,Francimar Barroso,Gian Villante,lose,0.0070431212440949,0.0139698695551705,-0.0068029365944702,0.0001258851697796,0.9828597014990096,0.0448534699861592,0.0001543119652964,-0.0009773237833408,-1.0035913059839376,0.6561451019654376,-1.4705722350789563,0.3506183718556805,-0.0172712135127385,0.3020626010843074,-0.0099430293270437,-1.071529169458313,-0.6001433203539726,-0.6001433203539726,-0.6001433203539726,-0.6001433203539726
16,validation,Rob Font,Thomas Almeida,win,2.7160287837585497,0.6538939142267068,0.3879433239001806,0.0001258851697796,0.4755356216667785,0.8142258251918169,-0.6699578418476405,0.3803772492988138,0.9892082868007768,0.2507447346755623,-0.6036530929384526,-0.3222769908816745,-1.776059615341257,-0.1067612802605822,-0.0099430293270437,0.0057617699926063,-0.03966352810960257,-0.03966352810960257,-0.03966352810960257,-0.03966352810960257
17,train,Brandon Davis,Kyle Bochniak,lose,0.0070431212440949,0.2021828238703283,-0.7962954575837721,0.0001258851697796,-0.2269131042547718,0.954111707956482,-0.167373726487938,0.0943613194871978,1.3118520303944925,0.331824808133537,-0.3045049382561666,0.0141706904870034,-0.0172712135127385,-0.8477545651981957,-0.0099430293270437,-1.071529169458313,0.5208162641347674,0.5208162641347674,0.5208162641347674,0.5208162641347674
18,train,Sabah Homasi,Abdul Razak Alhassan,lose,-1.3474497100131326,-0.1742430847599872,0.3879433239001806,0.0001258851697796,0.9772847116107428,0.1847393527508243,0.4692328196343523,-0.0009773237833408,0.9069657639239476,0.0075045143016369,1.7345865650883978,-0.7428365925925221,-0.0172712135127385,-1.7165053130560872,-0.5819646566803028,2.1603436488944445,-0.08637017746330003,-0.08637017746330003,-0.08637017746330003,-0.08637017746330003
19,validation,Alexandre Pantoja,Dustin Ortiz,lose,0.0070431212440949,-0.6259541751163659,-2.3752804995623755,1.6947920407427854,-0.9182118503997894,0.1497678820596582,0.5027384273249993,1.0477477521925844,0.8437022847879248,0.331824808133537,0.733356006559929,-0.1540531501973355,-0.0172712135127385,1.1452618563581431,0.5620785980262154,0.0057617699926063,0.007043121244094958,0.007043121244094958,0.007043121244094958,0.007043121244094958
20,test,Dan Ige,Julio Arce,lose,0.0070431212440949,-1.3788059923769969,0.3879433239001806,0.0001258851697796,0.4476606722254471,-0.0600609420873395,-1.440586818732518,-0.0963159670538795,-0.5797259957725859,0.6561451019654376,0.287686306727135,-1.079284273961198,-1.776059615341257,-0.0045553099243599,-0.0099430293270437,0.0057617699926063,-0.0396635281096026,-0.0396635281096026,-0.0396635281096026,-0.0396635281096026
21,validation,Matt Bessette,Enrique Barzola,lose,0.0070431212440949,-0.4377412208012081,-1.9805342390677247,0.0001258851697796,-1.9886099089469136,-0.5846330024548333,-0.167373726487938,-0.0009773237833408,0.2996363642181297,0.0075045143016369,0.89819274485425,-0.8269485129346915,-0.0172712135127385,-1.920917253728532,-1.153986284033562,0.0057617699926063,0.38069631607367493,0.38069631607367493,0.38069631607367493,0.38069631607367493
