,set,stance_win_ratio,win_perc_dif,win_strk_dif,lose_strk_dif,kd_dif,str_dif,td_dif,sub_dif,result,result_pred
0,train,1.4615106360696024,-0.400104604418051,2.8513031805548468,-1.0729014578367155,-0.0009952404962372,-3.071582081015364,-0.0195109089494377,-0.0133656117621719,lose,lose
1,test,-1.4077548504495816,0.1116737411371102,-0.5757083435676256,1.0798724655367766,-0.0009952404962372,1.5185931402994544,0.3750043154627059,-0.0133656117621719,win,win
2,test,1.4615106360696024,-0.1186265143627124,0.5666288311398652,0.0034855038500306,-0.0009952404962372,-0.2121286644585918,-0.8085413577737254,-1.7106733932985438,lose,lose
3,test,-1.4077548504495816,1.0072858458586422,-0.0045397562138802,-1.0729014578367155,-1.3533280267834324,-0.7764944703579548,-0.0195109089494377,-0.0133656117621719,lose,lose
4,train,1.4615106360696024,-0.0162708452516801,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,0.427485915560686,1.1640347642869937,-0.8620195025303578,win,win
5,train,1.142097389159609,0.5210964175812389,0.5666288311398652,-1.0729014578367155,-0.0009952404962372,0.3898615285007285,1.5585499886991374,-0.0133656117621719,win,win
6,test,1.4615106360696024,-0.1442154316404702,-0.5757083435676256,2.1562594272235227,1.351337545790958,-0.362626212698422,0.7695195398748498,-0.0133656117621719,win,win
7,train,-0.1602607381474834,-1.295716709139583,-0.0045397562138802,-1.0729014578367155,-0.0009952404962372,-1.227987115077445,-0.8085413577737254,-0.0133656117621719,lose,lose
8,train,-1.4077548504495816,-1.295716709139583,-0.5757083435676256,0.0034855038500306,-4.057993599357823,-0.8517432444778699,-0.0195109089494377,-0.0133656117621719,lose,lose
9,validation,1.142097389159609,1.2631750186362227,-0.0045397562138802,1.0798724655367766,-0.0009952404962372,-0.0616311162187617,0.3750043154627059,0.835288279006014,win,win
10,train,-0.8085739933201683,-0.4001046044180509,-0.5757083435676256,2.1562594272235227,-1.3533280267834324,-0.5883725350581671,0.7695195398748498,-0.0133656117621719,lose,lose
11,test,-0.1602607381474834,-1.7819061374169858,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-3.071582081015364,0.3750043154627059,-0.0133656117621719,lose,lose
12,test,-0.1602607381474834,0.5210964175812389,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,1.443344366179539,0.3750043154627059,-0.0133656117621719,win,win
13,test,-2.5212436129757574,0.495507500303481,-0.0045397562138802,1.0798724655367766,-0.0009952404962372,0.1264908190810258,0.3750043154627059,-0.0133656117621719,lose,win
14,train,-0.1602607381474834,-0.6048159426401155,-1.7180455182751164,2.1562594272235227,-0.0009952404962372,1.067100495579964,-0.0195109089494377,-0.0133656117621719,win,win
15,train,-0.1602607381474834,0.4187407484702067,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-0.0616311162187617,0.3750043154627059,-0.0133656117621719,win,win
16,train,-0.1602607381474834,-1.295716709139583,-0.0045397562138802,1.0798724655367766,1.351337545790958,-1.0398651797776577,1.9530652131112811,-0.8620195025303578,lose,lose
17,train,-0.1602607381474834,0.4187407484702069,0.5666288311398652,0.0034855038500306,1.351337545790958,-1.077489566837615,0.7695195398748498,-0.0133656117621719,win,win
18,train,-0.1602607381474834,-0.0162708452516801,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,0.0512420449611108,-0.8085413577737254,-0.0133656117621719,lose,lose
19,test,-1.4077548504495816,-2.5751625730274856,-0.5757083435676256,0.0034855038500306,-1.3533280267834324,-1.0398651797776577,0.3750043154627059,1.6839421697742,lose,lose
20,train,-0.1602607381474834,0.3675629139146907,0.5666288311398652,0.0034855038500306,-0.0009952404962372,-1.867601695096723,-2.3866022554223005,0.835288279006014,lose,lose
21,train,-0.1602607381474834,0.2652072448036585,-0.5757083435676256,0.0034855038500306,-0.0009952404962372,0.2017395932009409,-0.8085413577737254,-0.8620195025303578,lose,lose
22,train,-0.1602607381474834,-0.0162708452516801,-1.1468769309213709,0.0034855038500306,1.351337545790958,-0.1745042773986343,-0.0195109089494377,-0.0133656117621719,win,win
23,validation,-0.1602607381474834,-0.3233378525847766,-0.0045397562138802,1.0798724655367766,-0.0009952404962372,-0.0240067291588042,-0.0195109089494377,-0.0133656117621719,win,lose
24,train,1.4615106360696024,0.0860848238593519,-0.0045397562138802,0.0034855038500306,-2.705660813070628,-0.6636213091780823,-0.4140261333615815,-0.0133656117621719,lose,lose
25,train,-0.1602607381474834,-0.8607051154176959,-0.0045397562138802,-1.0729014578367155,-0.0009952404962372,0.1641152061409834,-0.8085413577737254,-0.0133656117621719,lose,lose
26,test,-0.1602607381474834,1.6981866123581095,0.5666288311398652,-2.1492884195234616,1.351337545790958,0.1641152061409834,-0.4140261333615815,-0.0133656117621719,win,win
27,train,-0.1602607381474834,1.1352304322474325,0.5666288311398652,0.0034855038500306,-0.0009952404962372,-0.6636213091780823,-2.3866022554223005,1.6839421697742,lose,lose
28,train,-1.4077548504495816,-0.0162708452516801,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-1.416109050377233,0.3750043154627059,-0.0133656117621719,lose,lose
29,test,-0.1602607381474834,-1.9354396410835344,-1.1468769309213709,0.0034855038500306,-0.0009952404962372,-0.4754993738782945,-1.9920870310101568,-0.0133656117621719,lose,lose
30,test,-0.8085739933201683,-0.3489267698625348,-1.1468769309213709,2.1562594272235227,-1.3533280267834324,-0.0616311162187617,-0.0195109089494377,-0.0133656117621719,lose,lose
31,train,-0.1602607381474834,0.6234520866922713,2.8513031805548468,0.0034855038500306,-0.0009952404962372,-1.0022407927177,0.3750043154627059,-0.8620195025303578,lose,lose
32,train,-0.1602607381474834,-0.4512824389735672,-0.0045397562138802,-1.0729014578367155,-1.3533280267834324,0.3898615285007285,-0.0195109089494377,-0.0133656117621719,lose,lose
33,train,2.207078644758352,1.902897950580174,0.5666288311398652,0.0034855038500306,-1.3533280267834324,1.1423492696998792,3.531126110759856,-0.0133656117621719,win,win
34,train,1.4615106360696024,0.2652072448036585,1.1377974184936106,0.0034855038500306,-0.0009952404962372,0.6908566249803888,0.3750043154627059,-0.0133656117621719,win,win
35,test,-0.1602607381474834,0.7513966730810617,0.5666288311398652,-1.0729014578367155,-0.0009952404962372,0.0888664320210683,-0.0195109089494377,-0.0133656117621719,win,win
36,test,1.4615106360696024,1.442297439580529,0.5666288311398652,-3.225675381210208,-0.0009952404962372,0.1264908190810258,-0.4140261333615815,0.835288279006014,win,win
37,test,-1.4077548504495816,-0.0162708452516801,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,0.6156078508604736,2.742095661935569,-0.0133656117621719,win,win
38,train,-0.8085739933201683,-1.679550468305954,-0.5757083435676256,0.0034855038500306,-1.3533280267834324,-0.1368798903386768,-0.0195109089494377,-0.0133656117621719,lose,lose
39,train,-0.1602607381474834,1.902897950580174,2.280134593201101,0.0034855038500306,-0.0009952404962372,-0.1745042773986343,-0.4140261333615815,-0.8620195025303578,lose,lose
40,train,-0.8085739933201683,0.137262658414868,-1.1468769309213709,0.0034855038500306,-0.0009952404962372,0.0512420449611108,1.1640347642869937,-0.0133656117621719,lose,win
41,train,-0.1602607381474834,1.519064191413803,0.5666288311398652,0.0034855038500306,-0.0009952404962372,0.5403590767405586,0.3750043154627059,-1.7106733932985438,win,win
42,train,-0.1602607381474834,-0.5792270253623573,0.5666288311398652,0.0034855038500306,1.351337545790958,0.0512420449611108,1.1640347642869937,-0.8620195025303578,win,win
43,train,-1.4077548504495816,0.8281634249143357,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-0.0240067291588042,-0.0195109089494377,-0.8620195025303578,lose,lose
44,train,1.4615106360696024,0.2652072448036585,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,0.427485915560686,0.7695195398748498,0.835288279006014,win,win
45,train,-0.1602607381474834,-1.1421832054730343,-0.0045397562138802,-2.1492884195234616,-0.0009952404962372,-0.6259969221181246,0.3750043154627059,-0.0133656117621719,lose,lose
46,train,-1.4077548504495816,-1.73072830286147,-0.0045397562138802,-1.0729014578367155,-0.0009952404962372,-0.6259969221181246,-0.0195109089494377,-0.0133656117621719,lose,lose
47,test,-0.1602607381474834,0.6234520866922713,-0.0045397562138802,2.1562594272235227,-0.0009952404962372,2.6473247520981804,-0.4140261333615815,-0.0133656117621719,win,win
48,train,-0.1602607381474834,1.2631750186362227,0.5666288311398652,-1.0729014578367155,4.056003118365348,1.067100495579964,-0.0195109089494377,-0.0133656117621719,win,win
49,train,-1.4077548504495816,-1.73072830286147,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-0.6259969221181246,1.1640347642869937,-0.8620195025303578,win,lose
50,train,1.4615106360696024,-0.0162708452516801,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-0.5131237609382521,-0.8085413577737254,-0.0133656117621719,win,lose
51,train,1.142097389159609,-0.5280491908068411,0.5666288311398652,0.0034855038500306,1.351337545790958,0.1641152061409834,0.3750043154627059,-0.0133656117621719,win,win
52,train,-0.1602607381474834,-0.1698043489182283,-2.289214105628861,0.0034855038500306,-0.0009952404962372,-1.3784846633172751,-0.0195109089494377,-0.0133656117621719,lose,lose
53,train,-0.1602607381474834,1.2631750186362227,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,0.6532322379204312,1.5585499886991374,-0.0133656117621719,win,win
54,test,-0.1602607381474834,-1.295716709139583,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-1.0398651797776577,0.3750043154627059,-0.0133656117621719,lose,lose
55,test,-0.1602607381474834,-0.0162708452516801,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-0.8893676315378274,-0.0195109089494377,-0.0133656117621719,lose,lose
56,train,1.4615106360696024,1.902897950580174,1.708966005847356,0.0034855038500306,-0.0009952404962372,0.0512420449611108,0.3750043154627059,0.835288279006014,win,win
57,train,2.207078644758352,0.4699185830257229,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,0.0512420449611108,2.3475804375234253,-0.0133656117621719,win,win
58,train,0.5851763368188888,-0.0162708452516801,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,0.2393639802608984,0.3750043154627059,0.835288279006014,win,win
59,train,-0.1602607381474834,2.542620882524125,0.5666288311398652,0.0034855038500306,1.351337545790958,-0.8517432444778699,1.9530652131112811,-0.0133656117621719,lose,lose
60,test,-0.1602607381474834,2.542620882524125,0.5666288311398652,0.0034855038500306,-0.0009952404962372,-0.9269920185977848,0.3750043154627059,-0.8620195025303578,lose,lose
61,train,-0.1602607381474834,1.2631750186362227,0.5666288311398652,0.0034855038500306,2.7036703320781528,0.1264908190810258,-0.0195109089494377,-0.0133656117621719,win,win
62,train,-0.1602607381474834,-0.1953932661959866,-2.289214105628861,0.0034855038500306,-0.0009952404962372,0.0512420449611108,-0.0195109089494377,-0.0133656117621719,win,win
63,test,1.4615106360696024,-0.0930375970849543,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,0.6532322379204312,-0.4140261333615815,2.5325960605423856,lose,win
64,train,-0.1602607381474834,0.6746299212477874,0.5666288311398652,0.0034855038500306,-0.0009952404962372,-0.1368798903386768,-1.2030565821858692,-0.0133656117621719,lose,lose
65,train,-0.1602607381474834,1.2631750186362227,0.5666288311398652,0.0034855038500306,-0.0009952404962372,0.2769883673208559,-0.8085413577737254,-0.0133656117621719,lose,win
66,test,-0.1602607381474834,0.4955075003034808,-1.1468769309213709,0.0034855038500306,-0.0009952404962372,-0.6259969221181246,-0.4140261333615815,-0.0133656117621719,lose,lose
67,train,-1.4077548504495816,-1.295716709139583,-0.0045397562138802,-1.0729014578367155,-0.0009952404962372,-0.2873774385785069,-0.4140261333615815,-1.7106733932985438,lose,lose
68,train,-0.1602607381474834,-2.5751625730274856,-0.5757083435676256,1.0798724655367766,-0.0009952404962372,-0.6259969221181246,0.3750043154627059,-0.0133656117621719,lose,lose
69,train,-1.4077548504495816,1.2631750186362227,0.5666288311398652,0.0034855038500306,1.351337545790958,-0.2873774385785069,-0.0195109089494377,-0.0133656117621719,win,win
70,train,-0.1602607381474834,-0.1953932661959863,1.708966005847356,-1.0729014578367155,2.7036703320781528,1.0294761085200066,-0.0195109089494377,-0.0133656117621719,win,win
71,train,-0.1602607381474834,-0.5024602735290831,-6.28739421710508,0.0034855038500306,-0.0009952404962372,-1.15273834095753,0.7695195398748498,-0.0133656117621719,win,lose
72,validation,-0.1602607381474834,-0.3489267698625348,-0.5757083435676256,2.1562594272235227,-1.3533280267834324,0.0888664320210683,-0.4140261333615815,-0.8620195025303578,lose,lose
73,train,1.4615106360696024,-0.8607051154176958,0.5666288311398652,0.0034855038500306,-0.0009952404962372,-0.2497530515185493,-0.4140261333615815,-0.0133656117621719,win,lose
74,test,-0.1602607381474834,1.621419860524835,-0.0045397562138802,1.0798724655367766,-0.0009952404962372,1.4057199791195818,1.1640347642869937,-0.0133656117621719,win,win
75,train,-0.1602607381474834,-0.3489267698625348,-0.0045397562138802,0.0034855038500306,4.056003118365348,1.6314663014793271,-0.0195109089494377,0.835288279006014,win,win
76,train,-1.4077548504495816,2.542620882524125,0.5666288311398652,0.0034855038500306,-0.0009952404962372,-0.6636213091780823,1.9530652131112811,-0.0133656117621719,win,win
77,train,-0.1602607381474834,0.6234520866922713,-0.5757083435676256,0.0034855038500306,-0.0009952404962372,-0.437874986818337,-0.0195109089494377,0.835288279006014,win,win
78,validation,-0.1602607381474834,-0.0162708452516801,-0.0045397562138802,-1.0729014578367155,-0.0009952404962372,0.1264908190810258,-0.0195109089494377,-0.0133656117621719,lose,win
79,train,-0.1602607381474834,-0.0162708452516801,0.5666288311398652,0.0034855038500306,1.351337545790958,2.04533455913886,-0.0195109089494377,-0.0133656117621719,win,win
80,train,2.207078644758352,-1.295716709139583,-0.0045397562138802,-1.0729014578367155,-0.0009952404962372,1.5938419144193696,0.3750043154627059,-0.8620195025303578,win,win
81,train,2.207078644758352,1.2631750186362227,-0.0045397562138802,1.0798724655367766,1.351337545790958,0.5027346896806011,-0.4140261333615815,-0.0133656117621719,win,win
82,train,1.4615106360696024,0.11167374113711,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-0.0240067291588042,-0.0195109089494377,0.835288279006014,win,win
83,train,-0.8085739933201683,-0.3489267698625348,0.5666288311398652,0.0034855038500306,1.351337545790958,0.2017395932009409,-0.0195109089494377,-0.0133656117621719,win,win
84,test,1.4615106360696024,-0.2721600180292609,-0.0045397562138802,1.0798724655367766,-0.0009952404962372,-0.0992555032787192,-0.0195109089494377,0.835288279006014,win,win
85,train,-0.1602607381474834,0.2907961620814165,-0.0045397562138802,0.0034855038500306,1.351337545790958,1.0294761085200066,-0.0195109089494377,-0.0133656117621719,win,win
86,train,1.4615106360696024,-1.295716709139583,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-0.4002505997583795,-1.597571806598013,-0.0133656117621719,win,lose
87,test,1.142097389159609,-1.73072830286147,-0.0045397562138802,1.0798724655367766,-0.0009952404962372,-0.0992555032787192,-0.4140261333615815,-0.0133656117621719,lose,lose
88,train,-1.4077548504495816,-0.2721600180292606,-0.0045397562138802,1.0798724655367766,-0.0009952404962372,-0.4002505997583795,0.3750043154627059,-2.55932728406673,lose,lose
89,train,-0.1602607381474834,1.0072858458586422,-1.1468769309213709,0.0034855038500306,-0.0009952404962372,0.0512420449611108,-0.0195109089494377,-0.8620195025303578,lose,lose
90,train,-0.1602607381474834,0.8537523421920938,0.5666288311398652,-1.0729014578367155,-1.3533280267834324,-0.0992555032787192,0.3750043154627059,-0.0133656117621719,lose,lose
91,train,-1.4077548504495816,-2.5751625730274856,-2.289214105628861,0.0034855038500306,-0.0009952404962372,-1.15273834095753,-0.4140261333615815,-0.8620195025303578,lose,lose
92,test,-0.1602607381474834,-0.0162708452516801,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-0.2497530515185493,-0.0195109089494377,-0.0133656117621719,lose,lose
93,test,1.4615106360696024,-1.1165942881952766,-1.1468769309213709,0.0034855038500306,-0.0009952404962372,-2.808211371595661,-0.0195109089494377,-0.0133656117621719,lose,lose
94,validation,-0.1602607381474834,0.5978631694145131,2.8513031805548468,0.0034855038500306,-0.0009952404962372,2.3839540426784778,1.5585499886991374,-0.0133656117621719,win,win
95,test,2.207078644758352,-0.4768713562513252,0.5666288311398652,-1.0729014578367155,-0.0009952404962372,-0.2873774385785069,0.7695195398748498,0.835288279006014,win,win
96,train,-0.1602607381474834,-1.0398275363620024,-1.1468769309213709,0.0034855038500306,-0.0009952404962372,0.352237141440771,0.3750043154627059,0.835288279006014,win,win
97,train,-0.1602607381474834,-0.4512824389735669,-0.0045397562138802,1.0798724655367766,-0.0009952404962372,0.1641152061409834,-2.3866022554223005,-0.0133656117621719,lose,lose
98,train,1.4615106360696024,-0.2977489353070187,0.5666288311398652,0.0034855038500306,-0.0009952404962372,-1.0398651797776577,-0.8085413577737254,-0.0133656117621719,lose,lose
99,train,-0.1602607381474834,1.1096415149696743,1.1377974184936106,-3.225675381210208,4.056003118365348,1.4057199791195818,1.1640347642869937,1.6839421697742,win,win
100,train,1.4615106360696024,0.8281634249143358,-0.0045397562138802,1.0798724655367766,-0.0009952404962372,0.352237141440771,0.3750043154627059,1.6839421697742,win,win
101,train,-0.1602607381474834,2.107609288802238,0.5666288311398652,0.0034855038500306,-0.0009952404962372,-0.362626212698422,0.7695195398748498,2.5325960605423856,win,win
102,train,-0.1602607381474834,1.6981866123581093,0.5666288311398652,-2.1492884195234616,-0.0009952404962372,0.5403590767405586,1.9530652131112811,1.6839421697742,win,win
103,train,1.4615106360696024,-1.833083971972502,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-1.6418553727369778,-0.4140261333615815,2.5325960605423856,lose,lose
104,train,-0.1602607381474834,-0.6559937771956315,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,0.0512420449611108,-0.0195109089494377,0.835288279006014,win,win
105,test,-1.4077548504495816,-0.1953932661959863,-0.5757083435676256,1.0798724655367766,-0.0009952404962372,0.5779834638005161,-1.9920870310101568,-2.55932728406673,lose,lose
106,train,-0.1602607381474834,-1.0398275363620024,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-0.6259969221181246,-3.570147928658732,1.6839421697742,lose,lose
107,train,-1.4077548504495816,-0.0162708452516801,0.5666288311398652,0.0034855038500306,-0.0009952404962372,-0.4002505997583795,-1.2030565821858692,5.927211623615129,win,lose
108,test,-0.1602607381474834,-1.1421832054730343,-0.0045397562138802,-1.0729014578367155,-1.3533280267834324,0.2017395932009409,-1.2030565821858692,0.835288279006014,lose,lose
109,train,-0.1602607381474834,-1.295716709139583,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-0.1368798903386768,0.3750043154627059,-1.7106733932985438,lose,lose
110,test,-0.1602607381474834,-0.0162708452516801,-0.0045397562138802,0.0034855038500306,1.351337545790958,0.5403590767405586,0.3750043154627059,-0.0133656117621719,win,win
111,train,-0.1602607381474834,0.4699185830257231,2.280134593201101,-1.0729014578367155,-0.0009952404962372,2.158207720318732,0.3750043154627059,-0.0133656117621719,win,win
112,train,1.4615106360696024,0.6234520866922713,-0.5757083435676256,1.0798724655367766,-0.0009952404962372,0.5779834638005161,1.9530652131112811,0.835288279006014,win,win
113,test,-1.4077548504495816,0.5210964175812389,2.8513031805548468,0.0034855038500306,-0.0009952404962372,0.0136176579011533,1.9530652131112811,-0.0133656117621719,win,win
114,train,-0.8085739933201683,0.0093180720260779,-0.0045397562138802,0.0034855038500306,-1.3533280267834324,1.556217527359412,-0.0195109089494377,0.835288279006014,win,win
115,train,-0.1602607381474834,-1.833083971972502,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-0.7012456962380398,-0.8085413577737254,-0.8620195025303578,lose,lose
116,test,-0.1602607381474834,-0.8607051154176958,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,-0.1368798903386768,-2.781117479834444,-0.8620195025303578,lose,lose
117,train,1.4615106360696024,-0.0162708452516801,0.5666288311398652,-3.225675381210208,-0.0009952404962372,-0.0992555032787192,0.7695195398748498,-1.7106733932985438,lose,lose
118,test,-0.1602607381474834,-1.73072830286147,-0.0045397562138802,0.0034855038500306,-0.0009952404962372,1.5185931402994544,1.1640347642869937,-0.0133656117621719,win,win
119,train,1.4615106360696024,-1.73072830286147,-0.5757083435676256,0.0034855038500306,-0.0009952404962372,-1.0398651797776577,-1.597571806598013,-1.7106733932985438,lose,lose
120,validation,-1.4077548504495816,-0.5536381080845992,-0.0045397562138802,-2.1492884195234616,-1.3533280267834324,-0.362626212698422,-0.0195109089494377,-0.0133656117621719,lose,lose
121,test,-1.4077548504495816,0.4443296657479647,-0.5757083435676256,0.0034855038500306,-0.0009952404962372,-0.2873774385785069,-0.4140261333615815,-0.0133656117621719,lose,lose
122,validation,-0.8085739933201683,-0.7839383635844218,-0.0045397562138802,0.0034855038500306,1.351337545790958,-0.362626212698422,-0.0195109089494377,-0.0133656117621719,win,win
123,train,1.4615106360696024,-0.2209821834737444,0.5666288311398652,-1.0729014578367155,-0.0009952404962372,-0.2497530515185493,1.1640347642869937,-0.0133656117621719,win,win
124,train,1.4615106360696024,-0.6559937771956315,1.1377974184936106,0.0034855038500306,-0.0009952404962372,-0.5131237609382521,-0.4140261333615815,-0.0133656117621719,lose,lose
