,w/l,fighter,kd,str,td,sub,weight class,method,round,time,date,w_fighter,l_fighter,w_kd,l_kd,w_str,l_str,w_td,l_td,w_sub,l_sub,w_win_perc,l_win_perc,w_win_strk,l_win_strk,w_lose_strk,l_lose_strk,ttime,w_wins,w_losses,w_draws,w_height,w_weight,w_reach,w_stance,w_age,w_slpm,w_str. acc.,w_sapm,w_str. def,w_td avg.,w_td acc.,w_td def.,w_sub. avg.,l_wins,l_losses,l_draws,l_height,l_weight,l_reach,l_stance,l_age,l_slpm,l_str. acc.,l_sapm,l_str. def,l_td avg.,l_td acc.,l_td def.,l_sub. avg.
834,win,Lance Gibson:Jermaine Andre,1:1,33:27,2:0,1:0,Middleweight,KO/TKO:Knee,3,3:35,2000-03-10,Lance Gibson,Jermaine Andre,1,1,33,27,2,0,1,0,0,0,0,0,0,0,13.583,4.0,0.0,-0,175.26,83.25,179.56,Orthodox,52,1.21,0.75,6.44,0.2,0.0,0.0,0.0,0.0,14.0,4.0,0,170.18,90.0,174.36,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,win,Dave Menne:Fabiano Iha,0:0,37:8,0:1,1:0,Lightweight,U-DEC:,3,5:00,2000-03-10,Dave Menne,Fabiano Iha,0,0,37,8,0,1,1,0,0,0,0,0,0,1,15.0,45.0,1.0,-2,177.8,76.5,182.16,Orthodox,48,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5,9.0,0.0,-0,172.72,69.75,176.96,Orthodox,52,1.73,0.47,2.49,0.42,2.88,0.4,0.5,2.9
836,win,Bob Cook:Tiki Ghosn,0:0,22:24,1:0,2:0,Lightweight,SUB:Rear Naked Choke,2,1:29,2000-03-10,Bob Cook,Tiki Ghosn,0,0,22,24,1,0,2,0,0,0,0,0,0,0,6.483,5.0,0.0,-0,175.26,76.5,179.56,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,1,177.8,76.5,182.16,Orthodox,45,2.78,0.46,2.94,0.58,0.41,0.5,0.61,0.0
837,win,Jens Pulver:David Velasquez,0:0,54:20,3:0,2:0,Lightweight,KO/TKO:Punches,2,2:41,2000-03-10,Jens Pulver,David Velasquez,0,0,54,20,3,0,2,0,0,0,0,0,0,0,7.683,27.0,1.0,-1,170.18,65.25,177.8,Southpaw,48,2.12,0.37,3.13,0.56,0.22,0.33,0.63,0.3,10.0,1.0,-0,165.1,65.25,169.15,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,win,Scott Adams:Ian Freeman,0:0,0:0,1:0,4:1,Heavyweight,SUB:Heel Hook,1,3:09,2000-03-10,Scott Adams,Ian Freeman,0,0,0,0,1,0,4,1,0,0,0,0,0,0,3.15,8.0,0.0,-0,182.88,101.25,187.37,Southpaw,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,1,180.34,101.25,184.77,Orthodox,56,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7
839,win,Shonie Carter:Brad Gumm,0:0,22:12,5:0,0:1,Lightweight,U-DEC:,2,5:00,2000-03-10,Shonie Carter,Brad Gumm,0,0,22,12,5,0,0,1,0,0,0,0,0,0,10.0,51.0,3.0,-7,177.8,76.5,182.16,Southpaw,50,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0,10.0,6.0,1,180.34,76.5,184.77,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,win,Frankie Edgar:Chad Mendes,1:0,13:5,0:0,0:0,Featherweight,KO/TKO:Punch,1,2:28,2015-12-11,Frankie Edgar,Chad Mendes,1,0,13,5,0,0,0,0,0.76,0.73,4,0,0,1,2.467,23.0,1.0,-1,167.64,60.75,172.72,Orthodox,41,3.79,0.4,2.81,0.66,2.3,0.31,0.65,0.3,18.0,5.0,0,167.64,65.25,167.64000000000001,Orthodox,37,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3
841,win,Ryan Hall:Artem Lobov,0:0,23:2,1:0,1:0,Lightweight,U-DEC:,3,5:00,2015-12-11,Ryan Hall,Artem Lobov,0,0,23,2,1,0,1,0,0,0,0,0,0,0,15.0,9.0,0.0,-0,177.8,65.25,177.8,Southpaw,37,2.38,0.5,1.33,0.65,0.22,0.09,0.0,2.2,13.0,1.0,-1,175.26,65.25,165.1,Southpaw,36,3.52,0.41,4.82,0.5,0.39,0.25,0.52,0.0
842,win,Tony Ferguson:Edson Barboza,0:0,61:41,0:2,1:0,Lightweight,SUB:D'Arce Choke,2,2:54,2015-12-11,Tony Ferguson,Edson Barboza,0,0,61,41,0,2,1,0,0.9,0.77,6,1,0,0,7.9,26.0,8.0,0,180.34,69.75,193.04,Orthodox,38,5.07,0.45,3.95,0.58,0.44,0.41,0.66,1.0,22.0,1.0,-0,180.34,65.25,190.5,Orthodox,36,3.96,0.44,4.1,0.58,0.38,0.44,0.75,0.1
843,win,Evan Dunham:Joe Lauzon,0:0,127:42,1:0,0:0,Lightweight,U-DEC:,3,5:00,2015-12-11,Evan Dunham,Joe Lauzon,0,0,127,42,1,0,0,0,0.6,0.63,2,1,0,0,15.0,18.0,9.0,1,177.8,69.75,177.8,Southpaw,41,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,28.0,1.0,-0,177.8,69.75,180.34,Orthodox,38,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0
844,win,Tatsuya Kawajiri:Jason Knight,0:0,28:28,6:0,0:1,Featherweight,U-DEC:,3,5:00,2015-12-11,Tatsuya Kawajiri,Jason Knight,0,0,28,28,6,0,0,1,0.67,0,1,0,0,0,15.0,36.0,1.0,-2,170.18,65.25,175.26,Orthodox,44,2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1,20.0,5.0,0,177.8,65.25,180.34,Orthodox,30,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7
845,win,Julian Erosa:Marcin Wrzosek,0:0,61:52,2:3,2:0,Lightweight,S-DEC:,3,5:00,2015-12-11,Julian Erosa,Marcin Wrzosek,0,0,61,52,2,3,2,0,0,0,0,0,0,0,15.0,28.0,1.0,-0,185.42,65.25,187.96,Southpaw,33,6.26,0.48,6.3,0.48,1.73,0.48,0.61,0.7,12.0,4.0,0,175.26,69.75,179.56,Orthodox,35,3.47,0.43,4.07,0.43,3.0,0.25,0.33,0.0
846,win,Gabriel Gonzaga:Konstantin Erokhin,0:0,20:15,2:0,0:0,Heavyweight,U-DEC:,3,5:00,2015-12-11,Gabriel Gonzaga,Konstantin Erokhin,0,0,20,15,2,0,0,0,0.55,0,0,0,3,1,15.0,17.0,1.0,-0,187.96,108.9,193.04,Orthodox,43,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,9.0,0.0,-0,180.34,103.5,184.77,Orthodox,39,1.07,0.36,1.83,0.47,0.0,0.0,0.7,0.0
847,win,Ryan LaFlare:Mike Pierce,0:0,65:42,0:0,0:0,Welterweight,U-DEC:,3,5:00,2015-12-11,Ryan LaFlare,Mike Pierce,0,0,65,42,0,0,0,0,0.8,0.69,0,0,1,1,15.0,14.0,3.0,0,185.42,76.5,187.96,Southpaw,39,2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2,17.0,7.0,0,172.72,76.5,180.34,Orthodox,42,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2
848,win,Geane Herrera:Joby Sanchez,1:0,40:55,1:0,0:0,Flyweight,KO/TKO:Punch,2,4:28,2015-12-11,Geane Herrera,Joby Sanchez,1,0,40,55,1,0,0,0,0,0.5,0,1,1,0,9.467,9.0,0.0,-0,165.1,56.25,167.64000000000001,Orthodox,32,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6,11.0,4.0,0,167.64,60.75,172.72,Orthodox,31,3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4
849,win,Chris Gruetzemacher:Abner Lloveras,0:0,103:94,0:2,0:0,Lightweight,U-DEC:,3,5:00,2015-12-11,Chris Gruetzemacher,Abner Lloveras,0,0,103,94,0,2,0,0,0,0,0,0,0,0,15.0,15.0,5.0,0,172.72,69.75,172.72,Orthodox,36,6.18,0.57,4.96,0.52,0.21,0.5,0.65,0.0,20.0,9.0,1,180.34,69.75,184.77,Orthodox,40,6.27,0.49,6.87,0.43,2.0,0.2,0.0,0.0
850,win,Diego Sanchez:Joe Riggs,2:0,6:3,0:0,0:0,Welterweight,KO/TKO:Flying Knee,1,1:45,2006-12-13,Diego Sanchez,Joe Riggs,2,0,6,3,0,0,0,0,1.0,0.57,5,1,0,0,1.75,31.0,1.0,-0,177.8,76.5,182.88,Southpaw,41,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,44.0,1.0,-0,182.88,83.25,177.8,Southpaw,40,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6
851,win,Josh Koscheck:Jeff Joslin,0:0,14:18,6:0,1:1,Welterweight,U-DEC:,3,5:00,2006-12-13,Josh Koscheck,Jeff Joslin,0,0,14,18,6,0,1,1,0.83,0,3,0,0,0,15.0,17.0,1.0,-0,177.8,76.5,185.42000000000002,Orthodox,45,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,5.0,0.0,-0,182.88,76.5,187.37,Orthodox,47,2.17,0.39,1.57,0.65,0.5,0.33,0.64,0.5
852,win,Karo Parisyan:Drew Fickett,0:0,56:47,3:1,0:0,Welterweight,U-DEC:,3,5:00,2006-12-13,Karo Parisyan,Drew Fickett,0,0,56,47,3,1,0,0,0.71,0.6,0,1,1,0,15.0,24.0,1.0,-0,177.8,76.5,182.88,Orthodox,40,2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0,42.0,2.0,-0,177.8,69.75,177.8,Orthodox,43,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2
853,win,Marcus Davis:Shonie Carter,1:0,54:27,1:0,2:0,Welterweight,U-DEC:,3,5:00,2006-12-13,Marcus Davis,Shonie Carter,1,0,54,27,1,0,2,0,0.5,0.6,1,0,0,2,15.0,22.0,1.0,-0,177.8,76.5,177.8,Southpaw,49,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,51.0,3.0,-7,177.8,76.5,182.16,Southpaw,50,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0
854,win,David Heath:Victor Valimaki,0:0,44:66,0:1,0:0,Light Heavyweight,S-DEC:,3,5:00,2006-12-13,David Heath,Victor Valimaki,0,0,44,66,0,1,0,0,1.0,0,1,0,0,0,15.0,18.0,7.0,0,180.34,92.25,182.88,Orthodox,46,1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0,18.0,1.0,-0,182.88,92.25,187.37,Orthodox,37.31,3.94,0.3,2.99,0.67,0.9,0.14,0.0,0.0
855,win,Alan Belcher:Jorge Santiago,1:0,29:14,1:0,2:3,Middleweight,KO/TKO:Kick,3,2:45,2006-12-13,Alan Belcher,Jorge Santiago,1,0,29,14,1,0,2,3,0,0.5,0,0,1,1,12.75,18.0,8.0,0,187.96,83.25,190.5,Orthodox,38,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,25.0,1.0,-0,185.42,76.5,190.5,Orthodox,42,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8
856,win,Luigi Fioravanti:Dave Menne,1:0,23:8,1:0,0:2,Welterweight,KO/TKO:Punches,1,4:44,2006-12-13,Luigi Fioravanti,Dave Menne,1,0,23,8,1,0,0,2,0.5,0.4,1,0,0,3,4.733,26.0,1.0,-0,172.72,76.5,177.8,Orthodox,41,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9,45.0,1.0,-2,177.8,76.5,182.16,Orthodox,48,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5
857,win,Brock Larson:Keita Nakamura,0:0,22:16,5:0,0:1,Welterweight,U-DEC:,3,5:00,2006-12-13,Brock Larson,Keita Nakamura,0,0,22,16,5,0,0,1,0,0,0,0,1,0,15.0,42.0,1.0,-0,180.34,76.5,180.34,Southpaw,45,1.39,0.46,1.5,0.55,2.67,0.34,0.43,2.0,34.0,1.0,-2,180.34,76.5,185.42000000000002,Southpaw,38,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3
858,win,Logan Clark:Steve Byrnes,0:0,40:18,0:3,2:4,Middleweight,U-DEC:,3,5:00,2006-12-13,Logan Clark,Steve Byrnes,0,0,40,18,0,3,2,4,0,0,0,0,0,0,15.0,18.0,6.0,0,187.96,83.25,192.57,Orthodox,37,2.2,0.54,1.49,0.53,0.31,1.0,0.3,2.1,6.0,0.0,-0,182.88,76.5,187.37,Orthodox,37.31,1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0
859,win,Alexander Gustafsson:Thiago Silva,1:0,76:38,1:0,0:0,Light Heavyweight,U-DEC:,3,5:00,2012-04-14,Alexander Gustafsson,Thiago Silva,1,0,76,38,1,0,0,0,0.83,0.71,4,0,0,1,15.0,18.0,8.0,0,195.58,92.25,200.66,Orthodox,35,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4,19.0,6.0,0,187.96,92.25,187.96,Orthodox,40,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7
860,win,Brian Stann:Alessio Sakara,1:0,18:7,0:0,0:0,Middleweight,KO/TKO:Punch,1,2:26,2012-04-14,Brian Stann,Alessio Sakara,1,0,18,7,0,0,0,0,0.62,0.55,0,0,1,1,2.433,12.0,6.0,0,185.42,92.25,187.96,Orthodox,42,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,19.0,1.0,-0,182.88,83.25,182.88,Orthodox,41,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0
861,win,Siyar Bahadurzada:Paulo Thiago,1:0,3:0,0:0,0:0,Welterweight,KO/TKO:Punch,1,0:42,2012-04-14,Siyar Bahadurzada,Paulo Thiago,1,0,3,0,0,0,0,0,0,0.57,0,1,0,0,0.7,24.0,8.0,1,180.34,76.5,185.42000000000002,Orthodox,38,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3,18.0,9.0,0,180.34,76.5,187.96,Orthodox,41,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2
862,win,Dennis Siver:Diego Nunes,0:0,68:49,0:0,0:0,Featherweight,U-DEC:,3,5:00,2012-04-14,Dennis Siver,Diego Nunes,0,0,68,49,0,0,0,0,0.62,0.67,0,1,1,0,15.0,23.0,1.0,-0,167.64,65.25,177.8,Orthodox,43,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,19.0,7.0,0,167.64,65.25,170.18,Orthodox,40,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6
863,win,John Maguire:DaMarques Johnson,0:0,6:15,3:0,1:1,Welterweight,SUB:Armbar,2,4:40,2012-04-14,John Maguire,DaMarques Johnson,0,0,6,15,3,0,1,1,1.0,0.57,1,1,0,0,9.667,24.0,9.0,0,175.26,69.75,175.26,Southpaw,39,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1,15.0,1.0,-0,185.42,76.5,190.5,Orthodox,40,2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7
864,win,Brad Pickett:Damacio Page,1:0,36:23,4:1,1:1,Bantamweight,SUB:Rear Naked Choke,2,4:05,2012-04-14,Brad Pickett,Damacio Page,1,0,36,23,4,1,1,1,0,0,0,0,1,1,9.083,25.0,1.0,-0,167.64,60.75,172.72,Orthodox,44,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,19.0,1.0,-0,167.64,60.75,167.64000000000001,Orthodox,40,2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9
865,win,James Head:Papy Abedi,0:0,21:11,0:1,1:0,Welterweight,SUB:Rear Naked Choke,1,4:33,2012-04-14,James Head,Papy Abedi,0,0,21,11,0,1,1,0,0,0,0,0,1,1,4.55,9.0,0.0,-0,185.42,76.5,185.42000000000002,Orthodox,38,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8,10.0,4.0,0,180.34,83.25,184.77,Southpaw,44,2.8,0.55,3.15,0.48,3.47,0.57,0.5,1.3
866,win,Cyrille Diabate:Tom DeBlass,0:0,48:1,2:2,0:1,Light Heavyweight,M-DEC:,3,5:00,2012-04-14,Cyrille Diabate,Tom DeBlass,0,0,48,1,2,2,0,1,0.5,0,0,0,1,0,15.0,19.0,1.0,-1,198.12,92.25,205.74,Southpaw,49,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,9.0,0.0,-0,182.88,83.25,187.37,Orthodox,40,1.5,0.35,4.43,0.37,1.0,0.5,0.28,0.5
867,win,Francis Carmont:Magnus Cedenblad,0:0,28:11,2:0,1:1,Middleweight,SUB:Rear Naked Choke,2,1:42,2012-04-14,Francis Carmont,Magnus Cedenblad,0,0,28,11,2,0,1,1,1.0,0,1,0,0,0,6.7,25.0,1.0,-0,190.5,92.25,198.12,Orthodox,41,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,14.0,5.0,0,195.58,83.25,200.66,Orthodox,40,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0
868,win,Reza Madadi:Yoislandy Izquierdo,0:0,1:36,3:0,1:0,Lightweight,SUB:Guillotine Choke,2,1:28,2012-04-14,Reza Madadi,Yoislandy Izquierdo,0,0,1,36,3,0,1,0,0,0,0,0,0,0,6.467,14.0,6.0,0,180.34,69.75,185.42000000000002,Orthodox,44,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,10.0,4.0,0,180.34,69.75,184.77,Southpaw,38,2.93,0.52,1.4,0.26,0.0,0.0,0.5,0.0
869,win,Simeon Thoresen:Besam Yousef,0:0,37:28,1:0,3:0,Welterweight,SUB:Rear Naked Choke,2,2:36,2012-04-14,Simeon Thoresen,Besam Yousef,0,0,37,28,1,0,3,0,0,0,0,0,0,0,7.6,17.0,6.0,1,185.42,76.5,200.66,Orthodox,38,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7,7.0,0.0,-0,180.34,76.5,184.77,Orthodox,37,3.14,0.53,3.98,0.38,1.33,0.66,0.5,0.0
870,win,Jason Young:Eric Wisely,0:0,44:36,4:0,0:0,Featherweight,U-DEC:,3,5:00,2012-04-14,Jason Young,Eric Wisely,0,0,44,36,4,0,0,0,0,0,0,0,2,1,15.0,9.0,0.0,-0,175.26,65.25,185.42000000000002,Orthodox,36,2.97,0.37,3.2,0.5,1.98,0.66,0.55,0.0,26.0,9.0,1,172.72,65.25,176.96,Southpaw,38,1.42,0.47,2.08,0.56,0.0,0.0,0.27,0.9
871,win,Carla Esparza:Rose Namajunas,0:0,42:28,5:1,1:0,Women's Strawweight,SUB:Rear Naked Choke,3,1:26,2014-12-12,Carla Esparza,Rose Namajunas,0,0,42,28,5,1,1,0,0,0,0,0,0,0,11.433,20.0,6.0,0,154.94,51.75,160.02,Orthodox,35,2.2,0.4,2.59,0.55,3.25,0.35,0.47,0.3,12.0,5.0,0,165.1,51.75,165.1,Orthodox,30,3.66,0.4,3.5,0.6,1.61,0.57,0.6,0.6
872,win,Charles Oliveira:Jeremy Stephens,0:0,43:48,2:0,3:0,Featherweight,U-DEC:,3,5:00,2014-12-12,Charles Oliveira,Jeremy Stephens,0,0,43,48,2,0,3,0,0.6,0.53,2,0,0,1,15.0,33.0,9.0,0,177.8,69.75,187.96,Orthodox,33,3.48,0.53,3.2,0.51,2.37,0.4,0.55,2.8,28.0,1.0,-0,175.26,65.25,180.34,Orthodox,36,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4
873,win,Yancy Medeiros:Joe Proctor,1:0,25:15,0:0,1:0,Lightweight,SUB:Guillotine Choke,1,4:37,2014-12-12,Yancy Medeiros,Joe Proctor,1,0,25,15,0,0,1,0,0.33,0.75,1,2,0,0,4.617,15.0,8.0,0,177.8,69.75,190.5,Orthodox,35,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7,11.0,5.0,0,177.8,69.75,182.88,Orthodox,37,3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8
874,win,Jessica Penne:Randa Markos,0:0,39:55,4:1,0:0,Women's Strawweight,S-DEC:,3,5:00,2014-12-12,Jessica Penne,Randa Markos,0,0,39,55,4,1,0,0,0,0,0,0,0,0,15.0,14.0,7.0,0,165.1,51.75,170.18,Orthodox,39,2.62,0.32,4.74,0.47,1.39,0.21,0.4,0.6,11.0,1.0,-1,162.56,51.75,160.02,Orthodox,37,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2
875,win,Felice Herrig:Lisa Ellis,0:0,8:4,1:2,3:1,Women's Strawweight,SUB:Armbar,2,3:05,2014-12-12,Felice Herrig,Lisa Ellis,0,0,8,4,1,2,3,1,0,0,0,0,0,0,8.083,14.0,1.0,-0,162.56,51.75,165.1,Orthodox,38,3.84,0.37,5.19,0.48,1.08,0.28,0.75,0.8,15.0,1.0,-0,162.56,51.75,166.55,Orthodox,40,1.68,0.48,2.32,0.57,4.19,0.63,0.5,0.6
876,win,Heather Clark:Bec Rawlings,0:0,56:69,1:0,1:0,Women's Strawweight,U-DEC:,3,5:00,2014-12-12,Heather Clark,Bec Rawlings,0,0,56,69,1,0,1,0,0,0,0,0,0,0,15.0,7.0,0.0,-0,167.64,51.75,162.56,Orthodox,42,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3,7.0,0.0,-0,167.64,56.25,162.56,Orthodox,33,4.48,0.42,5.66,0.57,0.71,0.4,0.68,0.4
877,win,Joanne Wood:Seo Hee Ham,0:0,109:58,2:0,0:0,Women's Strawweight,U-DEC:,3,5:00,2014-12-12,Joanne Wood,Seo Hee Ham,0,0,109,58,2,0,0,0,0,0,0,0,0,0,15.0,15.0,8.0,0,167.64,56.25,165.1,Orthodox,37,6.76,0.5,4.54,0.52,1.53,0.55,0.59,0.4,17.0,8.0,0,157.48,51.75,157.48,Southpaw,35,4.2,0.39,5.15,0.61,0.0,0.0,0.66,0.2
878,win,Tecia Torres:Angela Magana,1:0,96:37,1:0,0:0,Women's Strawweight,U-DEC:,3,5:00,2014-12-12,Tecia Torres,Angela Magana,1,0,96,37,1,0,0,0,0,0,0,0,0,0,15.0,13.0,6.0,0,154.94,51.75,152.4,Orthodox,33,4.74,0.48,3.59,0.61,0.66,0.14,0.61,0.1,11.0,9.0,0,154.94,51.75,165.1,Orthodox,39,1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4
879,win,Aisling Daly:Alex Chambers,0:0,16:12,1:1,1:0,Women's Strawweight,SUB:Armbar,1,4:53,2014-12-12,Aisling Daly,Alex Chambers,0,0,16,12,1,1,1,0,0,0,0,0,0,0,4.883,16.0,6.0,0,157.48,51.75,162.56,Orthodox,35,2.92,0.52,1.4,0.55,2.15,0.41,0.33,0.9,5.0,0.0,-0,160.02,51.75,160.02,Southpaw,44,2.97,0.54,5.1,0.5,2.31,0.41,0.53,1.0
880,win,Angela Hill:Emily Kagan,1:0,107:41,0:2,0:0,Women's Strawweight,U-DEC:,3,5:00,2014-12-12,Angela Hill,Emily Kagan,1,0,107,41,0,2,0,0,0,0,0,0,0,0,15.0,14.0,1.0,-0,160.02,51.75,162.56,Orthodox,37,5.36,0.48,4.98,0.62,0.61,0.29,0.76,0.1,3.0,0.0,-0,160.02,51.75,163.95,Orthodox,41,2.6,0.36,5.29,0.38,1.86,0.14,0.5,0.0
881,win,Kendall Grove:Evan Tanner,0:0,59:27,0:3,1:0,Middleweight,S-DEC:,3,5:00,2008-06-21,Kendall Grove,Evan Tanner,0,0,59,27,0,3,1,0,0.6,0.69,0,0,2,1,15.0,23.0,1.0,-0,198.12,83.25,200.66,Orthodox,40,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7,32.0,8.0,0,182.88,83.25,187.96,Orthodox,51,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3
882,win,Amir Sadollah:CB Dollaway,0:0,2:6,0:1,2:0,Middleweight,SUB:Armbar,1,3:02,2008-06-21,Amir Sadollah,CB Dollaway,0,0,2,6,0,1,2,0,0,0,0,0,0,0,3.033,6.0,0.0,-0,177.8,76.5,190.5,Orthodox,42,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3,17.0,9.0,0,187.96,83.25,193.04,Orthodox,39,2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2
883,win,Diego Sanchez:Luigi Fioravanti,2:0,51:27,0:1,1:1,Welterweight,KO/TKO:Flying Knee,3,4:07,2008-06-21,Diego Sanchez,Luigi Fioravanti,2,0,51,27,0,1,1,1,0.78,0.5,1,1,0,0,14.117,31.0,1.0,-0,177.8,76.5,182.88,Southpaw,41,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,26.0,1.0,-0,172.72,76.5,177.8,Orthodox,41,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9
884,win,Spencer Fisher:Jeremy Stephens,0:0,56:23,1:2,0:3,Lightweight,U-DEC:,3,5:00,2008-06-21,Spencer Fisher,Jeremy Stephens,0,0,56,23,1,2,0,3,0.62,0.67,0,2,1,0,15.0,24.0,9.0,0,170.18,69.75,172.72,Southpaw,46,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,28.0,1.0,-0,175.26,65.25,180.34,Orthodox,36,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4
885,win,Matthew Riddle:Dante Rivera,0:0,60:34,5:0,2:0,Middleweight,U-DEC:,3,5:00,2008-06-21,Matthew Riddle,Dante Rivera,0,0,60,34,5,0,2,0,0,0,0,0,0,0,15.0,8.0,0.0,-0,185.42,76.5,193.04,Southpaw,36,3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,16.0,7.0,0,185.42,83.25,189.97,Southpaw,48,2.27,0.53,4.0,0.25,0.0,0.0,0.16,0.0
886,win,Dustin Hazelett:Joshua Burkman,0:0,13:34,1:1,3:0,Welterweight,SUB:Armbar,2,4:46,2008-06-21,Dustin Hazelett,Joshua Burkman,0,0,13,34,1,1,3,0,0.6,0.62,0,0,1,1,9.767,12.0,7.0,0,185.42,76.5,193.04,Orthodox,36,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1,28.0,1.0,-0,177.8,76.5,182.88,Orthodox,42,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3
887,win,Drew McFedries:Marvin Eastman,1:0,19:3,1:1,0:0,Middleweight,KO/TKO:Punches,1,1:08,2008-06-21,Drew McFedries,Marvin Eastman,1,0,19,3,1,1,0,0,0.5,0.25,0,1,1,0,1.133,12.0,7.0,0,182.88,83.25,182.88,Southpaw,44,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,18.0,1.0,-1,175.26,83.25,185.42000000000002,Orthodox,51,2.21,0.35,3.92,0.42,1.38,0.33,0.81,0.0
888,win,Matt Brown:Matt Arroyo,0:0,32:26,0:2,1:0,Welterweight,KO/TKO:Punches,2,3:40,2008-06-21,Matt Brown,Matt Arroyo,0,0,32,26,0,2,1,0,0,1.0,0,1,0,0,8.667,25.0,1.0,-0,182.88,76.5,190.5,Orthodox,41,3.77,0.55,2.94,0.54,1.71,0.46,0.64,1.3,3.0,0.0,-0,177.8,76.5,182.88,Orthodox,40,1.62,0.47,2.01,0.58,2.12,0.36,1.0,5.3
889,win,Dean Lister:Jeremy Horn,0:0,6:2,1:0,1:0,Middleweight,SUB:Guillotine Choke,1,3:52,2008-06-21,Dean Lister,Jeremy Horn,0,0,6,2,1,0,1,0,0.75,0.55,1,0,0,1,3.867,13.0,7.0,0,185.42,83.25,190.5,Orthodox,46,1.26,0.35,1.89,0.61,1.58,0.15,0.5,1.1,91.0,2.0,-5,185.42,83.25,187.96,Orthodox,47,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1
