,W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,date
4938,win,Chuck Liddell:Vernon White,2:0,31:13,1:0,0:0,Light Heavyweight,KO/TKO:Punch,1,4:05,"August 21, 2004"
4939,win,David Terrell:Matt Lindland,1:0,5:0,0:0,0:0,Middleweight,KO/TKO:Punch,1,0:24,"August 21, 2004"
4940,win,Justin Eilers:Mike Kyle,1:0,4:7,0:0,0:0,Heavyweight,KO/TKO:Punch,1,1:14,"August 21, 2004"
4941,win,Chris Lytle:Ronald Jhun,1:0,12:8,0:1,2:0,Welterweight,SUB:Guillotine Choke,2,1:17,"August 21, 2004"
4942,win,Karo Parisyan:Nick Diaz,0:0,27:37,9:1,0:2,Welterweight,S-DEC:,3,5:00,"August 21, 2004"
4943,win,Yves Edwards:Josh Thomson,1:0,16:13,0:2,0:0,Lightweight,KO/TKO:Kick,1,4:32,"August 21, 2004"
4944,win,Israel Adesanya:Anderson Silva,0:0,65:31,0:0,0:0,Middleweight,U-DEC:,3,5:00,"February 09, 2019"
4945,win,Lando Vannata:Marcos Mariano,0:0,20:3,1:0,1:0,Lightweight,SUB:Kimura,1,4:55,"February 09, 2019"
4946,win,Ricky Simon:Rani Yahya,2:0,54:47,4:0,0:0,Bantamweight,U-DEC:,3,5:00,"February 09, 2019"
4947,win,Montana De La Rosa:Nadia Kassem,0:0,21:5,2:0,3:0,Women's Flyweight,SUB:Armbar,2,2:37,"February 09, 2019"
4948,win,Jimmy Crute:Sam Alvey,1:0,14:3,0:0,0:0,Light Heavyweight,KO/TKO:Punches,1,2:49,"February 09, 2019"
4949,win,Devonte Smith:Dong Hyun Ma,1:0,19:1,0:0,0:0,Lightweight,KO/TKO:Punch,1,3:53,"February 09, 2019"
4950,win,Shane Young:Austin Arnett,1:0,120:77,0:0,0:0,Featherweight,U-DEC:,3,5:00,"February 09, 2019"
4951,win,Kai Kara-France:Raulian Paiva,0:0,58:67,2:0,0:1,Flyweight,S-DEC:,3,5:00,"February 09, 2019"
4952,win,Kyung Ho Kang:Teruto Ishihara,1:1,26:17,1:0,1:0,Bantamweight,SUB:Rear Naked Choke,1,3:59,"February 09, 2019"
4953,win,Jalin Turner:Callan Potter,1:0,9:3,0:0,0:0,Lightweight,KO/TKO:Kick,1,0:53,"February 09, 2019"
4954,win,Jonathan Martinez:Wulijiburen,0:0,47:17,1:3,0:1,Bantamweight,U-DEC:,3,5:00,"February 09, 2019"
4955,win,Max Holloway:Yair Rodriguez,0:0,230:159,3:1,1:0,Featherweight,U-DEC:,5,5:00,"November 13, 2021"
4956,win,Marcos Rogerio de Lima:Ben Rothwell,0:0,14:2,0:0,0:0,Heavyweight,KO/TKO:Punches,1,0:32,"November 13, 2021"
4957,win,Felicia Spencer:Leah Letson,0:0,56:17,4:1,0:0,Women's Featherweight,KO/TKO:Elbows,3,4:25,"November 13, 2021"
4958,win,Khaos Williams:Miguel Baeza,1:0,49:31,0:0,0:5,Welterweight,KO/TKO:Punch,3,1:02,"November 13, 2021"
4959,win,Song Yadong:Julio Arce,1:0,30:13,0:0,0:0,Bantamweight,KO/TKO:Punches,2,1:35,"November 13, 2021"
4960,win,Joel Alvarez:Thiago Moises,0:0,44:11,0:0,0:0,Lightweight,KO/TKO:Elbows,1,3:01,"November 13, 2021"
4961,win,Andrea Lee:Cynthia Calvillo,0:0,84:47,0:1,0:0,Women's Flyweight,KO/TKO:,2,5:00,"November 13, 2021"
4962,win,Sean Woodson:Collin Anglin,1:0,50:8,0:0,0:0,Featherweight,KO/TKO:Punches,1,4:30,"November 13, 2021"
4963,win,Cortney Casey:Liana Jojua,0:0,89:34,0:2,0:0,Women's Flyweight,U-DEC:,3,5:00,"November 13, 2021"
4964,win,Rafael Alves:Marc Diakiese,0:0,6:3,0:0,1:0,Lightweight,SUB:Guillotine Choke,1,1:48,"November 13, 2021"
4965,win,Da-Un Jung:Kennedy Nzechukwu,1:0,16:6,0:0,0:0,Light Heavyweight,KO/TKO:Elbows,1,3:04,"November 13, 2021"
4966,win,Martin Kampmann:Thiago Alves,0:0,47:62,1:2,1:0,Welterweight,SUB:Guillotine Choke,3,4:12,"March 02, 2012"
4967,win,Joseph Benavidez:Yasuhiro Urushitani,1:0,18:8,1:0,1:0,Flyweight,KO/TKO:Punch,2,0:11,"March 02, 2012"
4968,draw:draw,Demetrious Johnson:Ian McCall,0:0,75:61,0:4,0:0,Flyweight,M-DEC:,3,5:00,"March 02, 2012"
4969,win,Constantinos Philippou:Court McGee,0:0,60:58,0:0,0:0,Middleweight,U-DEC:,3,5:00,"March 02, 2012"
4970,win,James Te Huna:Aaron Rosa,0:0,22:0,0:0,0:0,Light Heavyweight,KO/TKO:Punches,1,2:08,"March 02, 2012"
4971,win,Anthony Perosh:Nick Penner,0:0,25:5,2:0,0:0,Light Heavyweight,KO/TKO:Punches,1,4:59,"March 02, 2012"
4972,win,Steven Siler:Cole Miller,0:0,81:72,1:1,1:0,Featherweight,U-DEC:,3,5:00,"March 02, 2012"
4973,win,Andrew Craig:Kyle Noke,0:0,36:36,1:3,0:1,Middleweight,U-DEC:,3,5:00,"March 02, 2012"
4974,win,TJ Waldburger:Jake Hecht,0:0,3:2,1:0,1:0,Welterweight,SUB:Armbar,1,0:55,"March 02, 2012"
4975,win,Daniel Pineda:Mackens Semerzier,1:0,14:9,0:0,2:0,Featherweight,SUB:Armbar,1,2:05,"March 02, 2012"
4976,win,Shawn Jordan:Oli Thompson,0:0,64:29,0:0,0:1,Heavyweight,KO/TKO:Punches,2,3:53,"March 02, 2012"
4977,win,Royce Gracie:Dan Severn,0:0,0:4,0:1,3:0,Open Weight,SUB:Triangle Choke,1,15:49,"December 16, 1994"
4978,win,Dan Severn:Marcus Bossett,0:0,0:1,1:0,1:0,Open Weight,SUB:Arm Triangle,1,0:52,"December 16, 1994"
4979,win,Royce Gracie:Keith Hackney,0:0,11:4,0:0,3:0,Open Weight,SUB:Armbar,1,5:32,"December 16, 1994"
4980,win,Dan Severn:Anthony Macias,0:0,0:8,2:0,1:0,Open Weight,SUB:Rear Naked Choke,1,1:45,"December 16, 1994"
4981,win,Steve Jennum:Melton Bowen,0:0,13:1,2:0,1:0,Open Weight,SUB:Armbar,1,4:47,"December 16, 1994"
4982,win,Keith Hackney:Joe Son,0:0,8:0,0:1,1:1,Open Weight,SUB:Other - Choke,1,2:44,"December 16, 1994"
4983,win,Royce Gracie:Ron van Clief,0:0,7:0,1:0,1:0,Open Weight,SUB:Rear Naked Choke,1,3:49,"December 16, 1994"
4984,win,Guy Mezger:Jason Fairn,0:1,19:9,1:0,0:0,Open Weight,KO/TKO:,1,2:13,"December 16, 1994"
4985,win,Marcus Bossett:Eldo Xavier Dias,--:--,--:--,--:--,--:--,Open Weight,KO/TKO:,1,4:55,"December 16, 1994"
4986,win,Joe Charles:Kevin Rosier,--:--,--:--,--:--,--:--,Open Weight,SUB:Armbar,1,0:14,"December 16, 1994"
4987,win,Don Frye:Gary Goodridge,0:0,12:2,0:1,0:0,Open Weight,KO/TKO:Punches,1,2:14,"February 16, 1996"
4988,win,Ken Shamrock:Kimo Leopoldo,0:0,0:4,1:0,2:0,Open Weight,SUB:Kneebar,1,4:24,"February 16, 1996"
4989,win,Gary Goodridge:Jerry Bohlander,0:0,3:1,1:0,1:0,Open Weight,KO/TKO:Punch,1,5:31,"February 16, 1996"
4990,win,Don Frye:Sam Adkins,0:0,5:0,1:0,0:0,Open Weight,KO/TKO:,1,0:48,"February 16, 1996"
4991,win,Gary Goodridge:Paul Herrera,0:0,8:0,1:0,0:0,Open Weight,KO/TKO:Elbows,1,0:13,"February 16, 1996"
4992,win,Jerry Bohlander:Scott Ferrozzo,0:0,7:9,0:2,1:1,Open Weight,SUB:Guillotine Choke,1,9:03,"February 16, 1996"
4993,win,Paul Varelans:Joe Moreira,0:0,9:12,0:0,0:0,Open Weight,U-DEC:,1,10:00,"February 16, 1996"
4994,win,Don Frye:Thomas Ramirez,1:0,3:1,0:0,0:0,Open Weight,KO/TKO:Punch,1,0:08,"February 16, 1996"
4995,win,Sam Adkins:Keith Mielke,--:--,--:--,--:--,--:--,Open Weight,KO/TKO:Punches,1,0:50,"February 16, 1996"
4996,win,Glover Teixeira:Ovince Saint Preux,0:0,53:30,5:0,1:0,Light Heavyweight,SUB:Rear Naked Choke,3,3:10,"August 08, 2015"
4997,win,Beneil Dariush:Michael Johnson,0:0,75:84,0:0,0:0,Lightweight,S-DEC:,3,5:00,"August 08, 2015"
4998,win,Derek Brunson:Sam Alvey,0:0,27:4,0:0,0:0,Middleweight,KO/TKO:Punches,1,2:19,"August 08, 2015"
4999,win,Jared Rosholt:Timothy Johnson,0:0,19:26,2:3,1:0,Heavyweight,U-DEC:,3,5:00,"August 08, 2015"
5000,win,Amanda Nunes:Sara McMann,1:0,27:2,0:0,1:0,Women's Bantamweight,SUB:Rear Naked Choke,1,2:53,"August 08, 2015"
5001,win,Ray Borg:Geane Herrera,0:0,26:7,3:0,2:0,Flyweight,U-DEC:,3,5:00,"August 08, 2015"
5002,win,Uriah Hall:Oluwale Bamgbose,0:0,11:7,1:0,0:0,Middleweight,KO/TKO:Punches,1,2:32,"August 08, 2015"
5003,win,Chris Camozzi:Tom Watson,0:0,87:82,3:1,2:0,Middleweight,U-DEC:,3,5:00,"August 08, 2015"
5004,win,Dustin Ortiz:Willie Gates,0:0,92:13,4:0,1:0,Flyweight,KO/TKO:Punches,3,2:58,"August 08, 2015"
5005,win,Frankie Saenz:Sirwan Kakai,0:0,80:55,1:3,1:0,Bantamweight,S-DEC:,3,5:00,"August 08, 2015"
5006,win,Jonathan Wilson:Chris Dempsey,1:0,4:0,0:0,0:0,Light Heavyweight,KO/TKO:Punch,1,0:50,"August 08, 2015"
5007,win,Marlon Vera:Roman Salazar,0:0,25:14,0:1,2:0,Bantamweight,SUB:Triangle Armbar,2,2:15,"August 08, 2015"
5008,win,Scott Holtzman:Anthony Christodoulou,0:0,71:31,1:0,1:0,Lightweight,SUB:Rear Naked Choke,3,2:40,"August 08, 2015"
5009,win,Quinton Jackson:Matt Hamill,0:0,55:32,0:0,0:0,Light Heavyweight,U-DEC:,3,5:00,"May 28, 2011"
5010,win,Frank Mir:Roy Nelson,0:0,46:21,6:0,0:0,Heavyweight,U-DEC:,3,5:00,"May 28, 2011"
5011,win,Travis Browne:Stefan Struve,1:0,17:10,1:0,0:2,Heavyweight,KO/TKO:Punch,1,4:11,"May 28, 2011"
5012,win,Rick Story:Thiago Alves,0:0,62:41,4:1,0:0,Welterweight,U-DEC:,3,5:00,"May 28, 2011"
5013,win,Brian Stann:Jorge Santiago,2:0,47:14,0:0,0:0,Middleweight,KO/TKO:Punch,2,4:29,"May 28, 2011"
5014,win,Demetrious Johnson:Miguel Torres,0:0,13:10,5:0,0:3,Bantamweight,U-DEC:,3,5:00,"May 28, 2011"
5015,win,Tim Boetsch:Kendall Grove,0:0,17:20,7:1,0:0,Middleweight,U-DEC:,3,5:00,"May 28, 2011"
5016,win,Gleison Tibau:Rafaello Oliveira,1:0,19:12,3:0,2:0,Lightweight,SUB:Rear Naked Choke,2,3:28,"May 28, 2011"
5017,win,Michael McDonald:Chris Cariaso,0:0,32:44,1:1,0:0,Bantamweight,S-DEC:,3,5:00,"May 28, 2011"
5018,win,Renan Barao:Cole Escovedo,0:0,46:29,6:0,0:0,Bantamweight,U-DEC:,3,5:00,"May 28, 2011"
5019,win,Gegard Mousasi:Mark Munoz,0:0,18:3,0:0,2:0,Middleweight,SUB:Rear Naked Choke,1,3:57,"May 31, 2014"
5020,win,CB Dollaway:Francis Carmont,1:0,44:29,3:1,0:1,Middleweight,U-DEC:,3,5:00,"May 31, 2014"
5021,win,Sean Strickland:Luke Barnatt,0:0,48:44,1:0,0:0,Middleweight,S-DEC:,3,5:00,"May 31, 2014"
5022,win,Niklas Backstrom:Tom Niinimaki,0:0,5:7,0:2,2:0,Featherweight,SUB:Rear Naked Choke,1,4:15,"May 31, 2014"
5023,win,Nick Hein:Drew Dober,0:0,50:49,2:0,0:0,Lightweight,U-DEC:,3,5:00,"May 31, 2014"
5024,win,Magnus Cedenblad:Krzysztof Jotko,0:0,17:15,3:0,1:0,Middleweight,SUB:Guillotine Choke,2,4:59,"May 31, 2014"
5025,win,Iuri Alcantara:Vaughan Lee,1:0,5:4,0:0,0:0,Bantamweight,KO/TKO:Punch,1,0:25,"May 31, 2014"
5026,win,Peter Sobotta:Pawel Pawlak,0:0,47:21,3:0,0:0,Welterweight,U-DEC:,3,5:00,"May 31, 2014"
5027,win,Maximo Blanco:Andy Ogle,1:0,60:44,1:1,0:0,Featherweight,U-DEC:,3,5:00,"May 31, 2014"
5028,win,Ruslan Magomedov:Viktor Pesta,0:0,47:26,0:1,0:0,Heavyweight,U-DEC:,3,5:00,"May 31, 2014"
5029,win,Derek Brunson:Darren Till,0:0,41:26,3:0,1:0,Middleweight,SUB:Rear Naked Choke,3,2:13,"September 04, 2021"
5030,win,Tom Aspinall:Serghei Spivac,1:0,16:0,0:0,0:0,Heavyweight,KO/TKO:Elbow,1,2:30,"September 04, 2021"
5031,win,Alex Morono:David Zawada,0:0,90:86,0:1,0:0,Welterweight,U-DEC:,3,5:00,"September 04, 2021"
5032,win,Khalil Rountree Jr.:Modestas Bukauskas,1:0,38:23,0:0,0:0,Light Heavyweight,KO/TKO:Kick,2,2:30,"September 04, 2021"
5033,win,Paddy Pimblett:Luigi Vendramini,1:0,47:25,0:1,0:0,Lightweight,KO/TKO:Punches,1,4:25,"September 04, 2021"
5034,win,Molly McCann:Ji Yeon Kim,0:0,127:122,2:0,0:0,Women's Flyweight,U-DEC:,3,5:00,"September 04, 2021"
5035,win,Jack Shore:Liudvik Sholinian,0:0,92:19,2:0,1:0,Bantamweight,U-DEC:,3,5:00,"September 04, 2021"
5036,win,Julian Erosa:Charles Jourdain,0:1,103:85,2:0,1:0,Catch Weight,SUB:D'Arce Choke,3,2:56,"September 04, 2021"
5037,win,Marc-Andre Barriault:Dalcha Lungiambula,0:0,118:85,0:2,0:0,Middleweight,U-DEC:,3,5:00,"September 04, 2021"
5038,win,Kenny Florian:Joe Lauzon,0:0,35:5,2:2,0:2,Lightweight,KO/TKO:Punches,2,3:28,"April 02, 2008"
5039,win,Gray Maynard:Frankie Edgar,0:0,19:26,9:1,0:0,Lightweight,U-DEC:,3,5:00,"April 02, 2008"
5040,win,Thiago Alves:Karo Parisyan,1:0,17:10,0:1,0:0,Welterweight,KO/TKO:Knees,2,0:24,"April 02, 2008"
5041,win,Matt Hamill:Tim Boetsch,0:0,31:18,1:0,0:0,Light Heavyweight,KO/TKO:Punches,2,1:25,"April 02, 2008"
5042,win,Nate Diaz:Kurt Pellegrino,0:0,6:20,1:3,1:0,Lightweight,SUB:Triangle Choke,2,3:06,"April 02, 2008"
5043,win,James Irvin:Houston Alexander,1:0,3:0,0:0,0:0,Light Heavyweight,KO/TKO:Punches,1,0:08,"April 02, 2008"
5044,win,Josh Neer:Din Thomas,0:0,80:20,3:2,0:0,Lightweight,U-DEC:,3,5:00,"April 02, 2008"
5045,win,Marcus Aurelio:Ryan Roberts,1:0,6:0,0:0,1:0,Lightweight,SUB:Armbar,1,0:16,"April 02, 2008"
5046,win,Manvel Gamburyan:Jeff Cox,0:0,3:2,1:0,1:0,Lightweight,SUB:Guillotine Choke,1,1:41,"April 02, 2008"
5047,win,Clay Guida:Samy Schiavo,0:0,11:4,1:0,0:0,Lightweight,KO/TKO:Punches,1,4:15,"April 02, 2008"
5048,win,George Sotiropoulos:Roman Mitichyan,0:0,21:2,3:0,3:0,Welterweight,KO/TKO:Punches,2,2:24,"April 02, 2008"
5049,win,Anthony Johnson:Tommy Speer,1:0,15:0,0:0,0:0,Welterweight,KO/TKO:Punches,1,0:51,"April 02, 2008"
5050,win,Keith Jardine:Chuck Liddell,1:0,83:31,0:0,0:0,Light Heavyweight,S-DEC:,3,5:00,"September 22, 2007"
5051,win,Forrest Griffin:Mauricio Rua,0:0,66:27,2:5,3:0,Light Heavyweight,SUB:Rear Naked Choke,3,4:45,"September 22, 2007"
5052,win,Jon Fitch:Diego Sanchez,0:0,25:11,3:2,0:5,Welterweight,S-DEC:,3,5:00,"September 22, 2007"
5053,win,Lyoto Machida:Kazuhiro Nakamura,0:0,70:15,2:2,1:0,Light Heavyweight,U-DEC:,3,5:00,"September 22, 2007"
5054,win,Tyson Griffin:Thiago Tavares,0:0,29:6,2:4,1:4,Lightweight,U-DEC:,3,5:00,"September 22, 2007"
5055,win,Rich Clementi:Anthony Johnson,0:1,12:22,1:1,2:3,Welterweight,SUB:Rear Naked Choke,2,3:05,"September 22, 2007"
5056,win,Jeremy Stephens:Diego Saraiva,0:0,50:11,2:0,0:2,Lightweight,U-DEC:,3,5:00,"September 22, 2007"
5057,win,Christian Wellisch:Scott Junk,0:0,6:17,1:0,2:0,Heavyweight,SUB:Heel Hook,1,3:19,"September 22, 2007"
5058,win,Matt Wiman:Michihiro Omigawa,0:0,59:33,4:1,0:1,Lightweight,U-DEC:,3,5:00,"September 22, 2007"
5059,win,Matt Serra:Chris Lytle,0:0,20:42,1:1,0:0,Welterweight,S-DEC:,3,5:00,"November 11, 2006"
5060,win,Travis Lutter:Patrick Cote,0:0,0:0,1:0,1:0,Middleweight,SUB:Armbar,1,2:18,"November 11, 2006"
5061,win,Din Thomas:Rich Clementi,1:0,33:22,1:1,1:0,Lightweight,SUB:Rear Naked Choke,2,3:11,"November 11, 2006"
5062,win,Jorge Rivera:Edwin DeWees,1:0,24:6,0:0,0:0,Middleweight,KO/TKO:Punches,1,2:37,"November 11, 2006"
5063,win,Pete Spratt:Jeremy Jackson,0:0,12:5,0:2,0:0,Welterweight,SUB:Injury,2,1:11,"November 11, 2006"
5064,win,Scott Smith:Pete Sell,2:0,26:32,0:0,0:0,Middleweight,KO/TKO:Punch,2,3:25,"November 11, 2006"
5065,win,Charles McCarthy:Gideon Ray,0:0,2:9,1:0,1:0,Middleweight,SUB:Armbar,1,4:43,"November 11, 2006"
5066,win,Martin Kampmann:Thales Leites,1:1,101:46,0:1,0:0,Middleweight,U-DEC:,3,5:00,"November 11, 2006"
5067,win,Tim Sylvia:Ricco Rodriguez,1:0,12:7,0:0,0:1,Heavyweight,KO/TKO:Punch,1,3:09,"February 28, 2003"
5068,win,Frank Mir:David Abbott,0:0,0:1,0:0,2:0,Heavyweight,SUB:Toe Hold,1,0:46,"February 28, 2003"
5069,draw:draw,BJ Penn:Caol Uno,0:0,67:64,5:6,0:1,Lightweight,S-DEC:,5,5:00,"February 28, 2003"
5070,win,Matt Lindland:Phil Baroni,0:0,40:44,4:1,2:0,Middleweight,U-DEC:,3,5:00,"February 28, 2003"
5071,win,Vladimir Matyushenko:Pedro Rizzo,0:0,24:12,5:0,0:0,Heavyweight,U-DEC:,3,5:00,"February 28, 2003"
5072,win,Din Thomas:Matt Serra,0:0,29:26,0:1,0:0,Lightweight,S-DEC:,3,5:00,"February 28, 2003"
5073,win,Gan McGee:Alexandre Dantas,0:0,9:1,0:0,0:1,Heavyweight,KO/TKO:Punches,1,4:49,"February 28, 2003"
5074,win,Yves Edwards:Rich Clementi,1:0,51:31,0:2,1:0,Lightweight,SUB:Rear Naked Choke,3,4:07,"February 28, 2003"
5075,win,Deiveson Figueiredo:Alex Perez,0:0,5:6,0:0,1:0,Flyweight,SUB:Guillotine Choke,1,1:57,"November 21, 2020"
5076,win,Valentina Shevchenko:Jennifer Maia,0:0,62:36,5:1,0:0,Women's Flyweight,U-DEC:,5,5:00,"November 21, 2020"
5077,win,Tim Means:Mike Perry,0:0,128:64,0:1,0:2,Welterweight,U-DEC:,3,5:00,"November 21, 2020"
5078,win,Katlyn Chookagian:Cynthia Calvillo,0:0,69:60,0:1,0:0,Women's Flyweight,U-DEC:,3,5:00,"November 21, 2020"
5079,win,Paul Craig:Mauricio Rua,0:0,29:10,4:0,0:0,Light Heavyweight,KO/TKO:Punches,2,3:36,"November 21, 2020"
5080,win,Brandon Moreno:Brandon Royval,0:0,16:17,2:0,2:0,Flyweight,KO/TKO:Punches,1,4:59,"November 21, 2020"
5081,win,Joaquin Buckley:Jordan Wright,2:0,43:18,0:0,0:0,Middleweight,KO/TKO:Punches,2,0:18,"November 21, 2020"
5082,win,Antonina Shevchenko:Ariane Lipski,0:0,39:15,1:0,0:0,Women's Flyweight,KO/TKO:Punches,2,4:33,"November 21, 2020"
5083,win,Nicolas Dalby:Daniel Rodriguez,0:0,50:83,0:0,0:0,Welterweight,U-DEC:,3,5:00,"November 21, 2020"
5084,win,Alan Jouban:Jared Gooden,0:0,168:100,0:1,2:0,Welterweight,U-DEC:,3,5:00,"November 21, 2020"
5085,win,Kyle Daukaus:Dustin Stoltzfus,0:0,64:32,2:0,1:0,Middleweight,U-DEC:,3,5:00,"November 21, 2020"
5086,win,Sasha Palatnikov:Louis Cosce,0:1,125:99,1:1,0:0,Welterweight,KO/TKO:Punches,3,2:47,"November 21, 2020"
5087,win,Luke Rockhold:Lyoto Machida,0:0,23:13,1:0,2:0,Middleweight,SUB:Rear Naked Choke,2,2:31,"April 18, 2015"
5088,win,Jacare Souza:Chris Camozzi,0:0,6:7,1:0,1:0,Middleweight,SUB:Armbar,1,2:33,"April 18, 2015"
5089,win,Max Holloway:Cub Swanson,0:0,82:56,0:0,3:0,Featherweight,SUB:Guillotine Choke,3,3:58,"April 18, 2015"
5090,win,Paige VanZant:Felice Herrig,0:0,67:28,2:0,0:1,Women's Strawweight,U-DEC:,3,5:00,"April 18, 2015"
5091,win,Beneil Dariush:Jim Miller,0:0,27:11,2:0,1:3,Lightweight,U-DEC:,3,5:00,"April 18, 2015"
5092,win,Ovince Saint Preux:Patrick Cummins,1:0,18:14,0:1,0:0,Light Heavyweight,KO/TKO:Punch,1,4:54,"April 18, 2015"
5093,win,Gian Villante:Corey Anderson,0:0,70:111,0:0,0:0,Light Heavyweight,KO/TKO:Punch,3,4:18,"April 18, 2015"
5094,win,Aljamain Sterling:Takeya Mizugaki,0:0,32:13,3:0,1:0,Bantamweight,SUB:Arm Triangle,3,2:11,"April 18, 2015"
5095,win,Tim Means:George Sullivan,1:0,48:39,2:0,1:0,Welterweight,SUB:Arm Triangle,3,3:41,"April 18, 2015"
5096,win,Diego Brandao:Jimy Hettes,0:0,12:11,2:1,0:0,Featherweight,KO/TKO:,1,5:00,"April 18, 2015"
5097,win,Chris Dempsey:Eddie Gordon,0:0,44:37,3:3,0:0,Middleweight,S-DEC:,3,5:00,"April 18, 2015"
5098,win,Cub Swanson:Artem Lobov,0:0,209:123,2:2,0:0,Featherweight,U-DEC:,5,5:00,"April 22, 2017"
5099,win,Al Iaquinta:Diego Sanchez,2:0,12:4,0:0,0:0,Lightweight,KO/TKO:Punch,1,1:38,"April 22, 2017"
5100,win,Ovince Saint Preux:Marcos Rogerio de Lima,0:0,21:17,1:0,1:0,Light Heavyweight,SUB:Von Flue Choke,2,2:11,"April 22, 2017"
5101,win,John Dodson:Eddie Wineland,0:0,48:21,0:0,0:0,Bantamweight,U-DEC:,3,5:00,"April 22, 2017"
5102,win,Stevie Ray:Joe Lauzon,0:0,109:46,0:5,1:1,Lightweight,M-DEC:,3,5:00,"April 22, 2017"
5103,win,Mike Perry:Jake Ellenberger,2:0,26:17,0:1,0:0,Welterweight,KO/TKO:Elbow,2,1:05,"April 22, 2017"
5104,win,Thales Leites:Sam Alvey,0:0,38:27,1:0,0:0,Middleweight,U-DEC:,3,5:00,"April 22, 2017"
5105,win,Brandon Moreno:Dustin Ortiz,1:0,24:16,0:4,2:0,Flyweight,SUB:Rear Naked Choke,2,4:06,"April 22, 2017"
5106,win,Scott Holtzman:Michael McBride,1:0,104:83,2:3,0:2,Lightweight,U-DEC:,3,5:00,"April 22, 2017"
5107,win,Danielle Taylor:Jessica Penne,0:0,72:69,0:1,0:0,Women's Strawweight,U-DEC:,3,5:00,"April 22, 2017"
5108,win,Alexis Davis:Cindy Dandois,0:0,51:47,0:5,2:0,Women's Bantamweight,U-DEC:,3,5:00,"April 22, 2017"
5109,win,Bryan Barberena:Joe Proctor,1:0,28:8,0:0,0:0,Welterweight,KO/TKO:Punch,1,3:30,"April 22, 2017"
5110,win,Hector Sandoval:Matt Schnell,0:0,32:16,3:1,0:1,Flyweight,KO/TKO:Punch,1,4:24,"April 22, 2017"
5111,win,Brian Ortega:Cub Swanson,0:0,24:60,0:0,2:0,Featherweight,SUB:Guillotine Choke,2,3:22,"December 09, 2017"
5112,win,Gabriel Benitez:Jason Knight,0:0,85:36,0:1,0:0,Featherweight,U-DEC:,3,5:00,"December 09, 2017"
5113,win,Marlon Moraes:Aljamain Sterling,2:0,7:3,0:0,0:0,Bantamweight,KO/TKO:Knee,1,1:07,"December 09, 2017"
5114,win,Scott Holtzman:Darrell Horcher,0:0,49:36,7:1,0:0,Lightweight,U-DEC:,3,5:00,"December 09, 2017"
5115,win,Eryk Anders:Markus Perez,0:0,79:30,2:2,0:1,Middleweight,U-DEC:,3,5:00,"December 09, 2017"
5116,win,Benito Lopez:Albert Morales,1:0,78:78,0:0,1:0,Bantamweight,U-DEC:,3,5:00,"December 09, 2017"
5117,win,Alexis Davis:Liz Carmouche,0:0,23:49,1:4,2:0,Women's Flyweight,S-DEC:,3,5:00,"December 09, 2017"
5118,win,Andre Soukhamthath:Luke Sanders,1:0,20:23,0:0,0:0,Bantamweight,KO/TKO:Punches,2,1:06,"December 09, 2017"
5119,win,Alex Perez:Carls John De Tomas,0:0,24:8,2:0,3:0,Bantamweight,SUB:Anaconda Choke,2,1:54,"December 09, 2017"
5120,win,Frankie Saenz:Merab Dvalishvili,0:0,58:47,0:11,0:0,Bantamweight,S-DEC:,3,5:00,"December 09, 2017"
5121,win,Alejandro Perez:Iuri Alcantara,0:0,35:38,0:0,0:0,Bantamweight,U-DEC:,3,5:00,"December 09, 2017"
5122,win,Davi Ramos:Chris Gruetzemacher,0:0,55:46,5:0,1:0,Lightweight,SUB:Rear Naked Choke,3,0:50,"December 09, 2017"
5123,win,Trevin Giles:Antonio Braga Neto,1:0,70:18,0:2,0:0,Middleweight,KO/TKO:Punches,3,2:27,"December 09, 2017"
5124,win,Demetrious Johnson:Tim Elliott,0:0,28:24,5:4,3:2,Flyweight,U-DEC:,5,5:00,"December 03, 2016"
5125,win,Joseph Benavidez:Henry Cejudo,0:1,69:68,0:1,0:0,Flyweight,S-DEC:,3,5:00,"December 03, 2016"
5126,win,Jorge Masvidal:Jake Ellenberger,0:0,44:11,0:0,0:0,Welterweight,KO/TKO:Punches,1,4:05,"December 03, 2016"
5127,win,Jared Cannonier:Ion Cutelaba,0:0,59:45,0:6,0:0,Light Heavyweight,U-DEC:,3,5:00,"December 03, 2016"
5128,win,Sara McMann:Alexis Davis,0:0,14:21,2:0,1:1,Women's Bantamweight,SUB:Arm Triangle,2,2:52,"December 03, 2016"
5129,win,Brandon Moreno:Ryan Benoit,0:1,54:23,5:0,0:0,Flyweight,S-DEC:,3,5:00,"December 03, 2016"
5130,win,Ryan Hall:Gray Maynard,0:0,46:12,0:0,0:0,Featherweight,U-DEC:,3,5:00,"December 03, 2016"
5131,win,Rob Font:Matt Schnell,1:0,26:14,1:0,1:0,Bantamweight,KO/TKO:Punch,1,3:47,"December 03, 2016"
5132,win,Dong Hyun Ma:Brendan O'Reilly,0:0,21:25,4:0,0:1,Lightweight,U-DEC:,3,5:00,"December 03, 2016"
5133,win,Jamie Moyle:Kailin Curran,0:0,73:47,3:0,0:1,Women's Strawweight,U-DEC:,3,5:00,"December 03, 2016"
5134,win,Anthony Smith:Elvis Mutapcic,1:0,48:29,0:0,1:0,Middleweight,KO/TKO:Elbow,2,3:27,"December 03, 2016"
