set,date,fighter,opponent,result,method,kd_dif,str_dif,td_dif,sub_dif,td avg._dif,td acc._dif,td def._dif,sub. avg._dif,slpm_dif,str. acc._dif,sapm_dif,str. def_dif,stance_win_ratio,win_perc_dif,win_strk_dif,lose_strk_dif,kd_dif_pred,str_dif_pred,td_dif_pred,sub_dif_pred
train,2018-12-29,Nathaniel Wood,Andre Ewell,win,SUB:Rear Naked Choke,1.3447602523085116,1.6966100133872473,0.7714993136523081,0.8581379254919198,0.805962150504627,-0.7356579417973511,0.0267996946417773,0.4869420777362345,1.2707797239928276,0.6548592326302951,-0.2706233735727243,0.4905449485377193,-1.2813047241179445,0.0051371435272638,-0.017747278562586,0.0133888384161057,0.38742456123090446,0.38742456123090446,0.38742456123090446,0.38742456123090446
test,2018-12-29,Uriah Hall,Bevon Lewis,win,KO/TKO:Punch,1.3447602523085116,-1.11317985283173,-0.0182134665218074,0.0083374769443095,0.3000211304051827,1.337594978390054,-0.0742391982780041,0.1037736213370013,-0.3372107017783856,0.4109478607501254,0.7278723901693898,-0.0153850937846858,-0.0544807060184743,1.1813408204904576,-0.017747278562586,1.0890638683406508,-0.051344131401025866,-0.051344131401025866,-0.051344131401025866,-0.051344131401025866
test,2018-12-29,Siyar Bahadurzada,Curtis Millender,lose,U-DEC:,-0.0089201372868341,-1.862457150490124,1.1663557037393657,0.0083374769443095,0.4946138304434305,-1.3681757818545257,0.1615182185348194,0.2953578495366179,-0.6198652688084816,-0.4833938361438306,0.1765557108025781,-1.0272451784294974,-0.0544807060184743,-0.8386611464680707,0.5539327464558107,0.0133888384161057,-0.21320359724527294,-0.21320359724527294,-0.21320359724527294,-0.21320359724527294
train,2018-12-29,Montel Jackson,Brian Kelleher,win,SUB:D'Arce Choke,-0.0089201372868341,0.1231276883046199,-0.0182134665218074,0.8581379254919198,0.9727558933945536,1.0213360583614668,0.2288774804813404,-0.3751869491620401,-0.0043064339429389,1.0613781857639122,-1.9613278569642796,0.7435099696989225,-2.903866484517968,-1.5290415655551628,-0.017747278562586,0.0133888384161057,0.09136325896990337,0.09136325896990337,0.09136325896990337,0.09136325896990337
validation,2019-06-29,Junior Dos Santos,Francis Ngannou,lose,KO/TKO:Punch,-1.36260052688218,-0.2140470956416573,-0.0182134665218074,0.0083374769443095,-0.2559580125612397,-0.4193990217687639,0.329916373401122,-0.1836027209624236,1.333591849999516,0.4922516513768488,0.7217466492875362,1.2494400120213291,-0.0544807060184743,-0.0204325016241099,0.5539327464558107,0.0133888384161057,0.21318398095336277,0.21318398095336277,0.21318398095336277,0.21318398095336277
train,2019-06-29,Joseph Benavidez,Jussier Formiga,win,KO/TKO:Punches,1.3447602523085116,1.2845074996751304,-0.4130698566088652,0.0083374769443095,-0.2281590554129186,-0.1734198617465294,-0.8488707106629952,0.0079815072371929,1.295904574395503,-0.4020900455171072,0.2071844152118456,-0.268350114945889,1.6718216268151618,0.3375425304951229,-1.1611073285993796,0.0133888384161057,0.3654267685251282,0.3654267685251282,0.3654267685251282,0.3654267685251282
train,2019-06-29,Anthony Rocco Martin,Demian Maia,lose,M-DEC:,-0.0089201372868341,0.6850856615484154,-1.2027826367829808,0.0083374769443095,-0.9898504812769172,0.1076991782788815,0.2288774804813404,0.0079815072371929,0.5295966371139091,-0.4833938361438306,0.3235734919670613,-0.436993462386691,-1.2813047241179445,-0.0460021467754834,1.697292796492604,0.0133888384161057,0.20212697675995944,0.20212697675995944,0.20212697675995944,0.20212697675995944
train,2019-06-29,Vinc Pichel,Roosevelt Roberts,win,U-DEC:,-0.0089201372868341,1.0597243103776124,0.3766429235652503,0.8581379254919198,0.8671198562309335,0.8807765383487616,-1.1856670203956,-0.6625632914614651,0.2406608574831441,0.2483402794966787,-0.3747609685642331,0.4062232748173183,-0.0544807060184743,-0.8386611464680707,-1.1611073285993796,1.0890638683406508,0.023017425649963508,0.023017425649963508,0.023017425649963508,0.023017425649963508
validation,2019-06-29,Drew Dober,Marco Polo Reyes,win,KO/TKO:Punches,1.3447602523085116,0.3853747424850577,-0.0182134665218074,0.0083374769443095,0.3945375847094744,0.5996574983233505,0.2962367424278613,0.1037736213370013,-0.9841755996472724,0.2483402794966792,-0.6810480126569056,-0.6899584835478932,1.6718216268151618,-0.3016985982892214,-0.017747278562586,0.0133888384161057,0.12068907150345295,0.12068907150345295,0.12068907150345295,0.12068907150345295
train,2019-06-29,Paul Craig,Alonzo Menifield,lose,KO/TKO:Punch,-0.0089201372868341,-0.0641916361099785,-0.0182134665218074,0.0083374769443095,0.555771536169737,-0.3491192617624111,-1.1856670203956,1.4448632187343171,-0.9464883240432596,-0.808608998650724,-0.2154917056360433,-0.436993462386691,-0.0544807060184743,-1.273345114041425,-0.017747278562586,0.0133888384161057,-0.2289246319223424,-0.2289246319223424,-0.2289246319223424,-0.2289246319223424
test,2019-06-29,Ricardo Ramos,Journey Newson,win,U-DEC:,-0.0089201372868341,0.0481999585387805,1.1663557037393657,-0.8414629716033006,1.0728321391285098,0.8807765383487611,0.9698293618930708,0.2953578495366179,0.3285978338925074,0.4109478607501254,0.8626386895701658,-0.7742801572682952,-0.0544807060184743,1.9228605298802968,-0.017747278562586,1.0890638683406508,0.016538789400602643,0.016538789400602643,0.016538789400602643,0.016538789400602643
train,2019-06-29,Vinicius Moreira,Eryk Anders,lose,KO/TKO:Punch,-1.36260052688218,-0.3639025551733361,-0.0182134665218074,0.0083374769443095,0.211064467530555,-0.2788395017560586,-2.6675707832190616,1.1574868764348925,-0.1738991741609969,0.9800743951371884,0.5257229410682258,-0.6056368098274927,-1.2813047241179445,-1.0943575979818083,-0.017747278562586,-2.137961221432984,-0.7170175196006006,-0.7170175196006006,-0.7170175196006006,-0.7170175196006006
train,2019-06-29,Dan Moret,Jared Gordon,lose,U-DEC:,-0.0089201372868341,-0.5512218795879346,-0.0182134665218074,0.8581379254919198,-0.4561105040291516,-0.4545389017719404,-0.5457540319036508,0.3911499636364262,-1.7190774739255223,-1.21512795178434,0.213310156093699,-1.2802101995907,1.6718216268151618,-1.273345114041425,-0.017747278562586,0.0133888384161057,-0.23241194457122807,-0.23241194457122807,-0.23241194457122807,-0.23241194457122807
