,name,wins,losses,draws,height,weight,reach,stance,age,slpm,str. acc.,sapm,str. def,td avg.,td acc.,td def.,sub. avg.
193,Chris Amarante,2,0.0,-0,178.31,83.25,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Ottman Azaitar,13,0.0,0,172.72,69.75,180.34,Switch,32,8.43,0.57,1.76,0.67,0.0,0.0,1.0,0.0
195,Estefani Almeida,7,0.0,-0,162.56,56.25,166.55,Orthodox,34,3.13,0.37,6.07,0.42,0.0,0.0,0.0,0.0
196,Bazigit Atajev,17,1.0,0,185.42,103.5,189.97,Orthodox,37.31,0.87,0.41,3.14,0.49,1.0,0.33,0.0,0.0
197,Jim Alers,13,3.0,0,175.26,65.25,180.34,Orthodox,36,2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3
198,Bruno Assis,8,0.0,-0,187.96,83.25,192.57,Orthodox,30,1.27,0.43,3.2,0.36,2.0,0.5,0.66,1.0
199,Joe Brammer,7,0.0,-1,172.72,69.75,176.96,Orthodox,39,2.15,0.31,2.8,0.56,0.81,0.5,0.5,0.0
200,Gabriel Bonfim,13,0.0,0,185.42,76.5,182.88,Orthodox,25,6.17,0.38,4.74,0.72,3.56,1.0,0.0,3.6
201,Josh Bryant,15,4.0,0,177.8,83.25,182.16,Orthodox,42,1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0
202,Henry Briones,16,8.0,1,172.72,60.75,175.26,Orthodox,42,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6
203,Igor Borisov,1,0.0,-0,182.88,105.75,187.37,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Dashawn Boatwright,3,0.0,-0,182.88,92.25,187.37,Orthodox,34,0.0,0.0,52.5,0.12,0.0,0.0,0.0,0.0
205,Oluwale Bamgbose,6,0.0,-0,180.34,83.25,198.12,Switch,35,2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0
206,Tanner Boser,20,9.0,1,187.96,114.75,190.5,Orthodox,31,4.21,0.52,2.2,0.62,0.0,0.0,0.64,0.0
207,Junior Barata,9,0.0,-1,177.8,76.5,182.16,Orthodox,40,4.03,0.33,8.46,0.34,0.0,0.0,0.0,0.0
208,Rogerio Bontorin,16,4.0,0,165.1,56.25,170.18,Orthodox,30,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0
209,Lee Brousseau,5,0.0,-0,185.42,92.25,189.97,Orthodox,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,JP Buys,9,0.0,-0,165.1,56.25,170.18,Orthodox,26,1.89,0.44,3.02,0.39,1.65,0.26,0.25,2.5
211,Matt Bessette,22,9.0,0,177.8,65.25,177.8,Orthodox,38,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3
212,Keith Berry,15,1.0,-1,185.42,83.25,189.97,Orthodox,35,0.27,0.12,6.27,0.28,0.0,0.0,0.0,0.0
213,Lukasz Brzeski,8,0.0,-1,193.04,106.2,198.12,Orthodox,30,6.86,0.46,3.78,0.6,1.04,0.66,1.0,1.0
214,Dieusel Berto,0,0.0,-0,175.26,90.0,179.56,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Sherrard Blackledge,5,0.0,-0,180.34,69.75,190.5,Orthodox,29,3.7,0.49,3.13,0.55,4.0,0.33,0.42,0.0
216,Vitor Belfort,26,1.0,-0,182.88,83.25,187.96,Southpaw,45,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6
217,Mack Brewer,0,0.0,-0,178.31,92.25,182.69,Orthodox,37.31,0.0,0.0,6.67,0.36,0.0,0.0,0.0,0.0
218,Marcos Brigagao,11,1.0,0,190.5,92.25,193.04,Southpaw,26,3.07,0.43,3.27,0.25,0.0,0.0,0.36,0.0
219,Bubba Bush,8,0.0,-0,182.88,83.25,187.37,Orthodox,37,0.63,0.55,7.01,0.25,2.82,0.5,0.6,0.0
220,Colley  Bradford,0,0.0,-0,170.18,65.25,174.36,Orthodox,37.31,0.43,0.25,1.73,0.5,19.42,0.5,1.0,0.0
221,Tom Breese,12,3.0,0,190.5,83.25,185.42000000000002,Southpaw,31,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1
222,Phil Baroni,15,1.0,-0,175.26,76.5,182.88,Orthodox,46,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5
223,Luke Barnatt,13,4.0,0,198.12,83.25,195.58,Orthodox,34,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4
224,Viacheslav Borshchev,6,0.0,-0,180.34,69.75,175.26,Orthodox,30,3.36,0.58,3.29,0.5,0.0,0.0,0.31,0.0
225,Jeremy Boczulak,0,0.0,-0,178.31,77.0,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Stephen Bass,11,2.0,0,175.26,65.25,179.56,Orthodox,40,4.87,0.52,5.87,0.55,0.0,0.0,0.0,0.0
227,Josh Burns,8,0.0,0-0,185.42,109.8,189.97,Orthodox,44,2.4,0.48,5.73,0.32,0.0,0.0,1.0,0.0
228,David Bielkheden,24,1.0,-0,177.8,69.75,180.34,Orthodox,43,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0
229,Ryan Benoit,10,8.0,0,165.1,56.25,172.72,Orthodox,33,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4
230,Steve Berger,21,2.0,-2,180.34,76.5,184.77,Orthodox,49,1.0,0.27,3.26,0.36,0.84,0.4,0.16,1.7
231,Derrick Burnsed,1,0.0,-3,178.31,69.75,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Gilbert Burns,20,5.0,0,177.8,76.5,180.34,Orthodox,36,3.46,0.48,3.21,0.54,2.0,0.34,0.47,0.6
233,Justin Buchholz,15,1.0,-0,182.88,69.75,185.42000000000002,Orthodox,39,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8
234,Chris Bostick,6,0.0,-0,178.31,77.0,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Denys Bondar,16,4.0,0,167.64,56.25,175.26,Orthodox,30,2.93,0.8,2.2,0.72,10.98,1.0,0.0,0.0
236,Simon Biyong,7,0.0,-0,178.31,92.25,182.69,Orthodox,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Antwain Britt,11,6.0,0,185.42,92.25,195.58,Orthodox,44,1.46,0.39,2.81,0.44,1.56,0.4,0.5,0.0
238,Bret Bergmark,6,0.0,-1,175.26,76.5,179.56,Orthodox,49,2.78,0.52,2.78,0.37,4.17,1.0,0.5,4.2
239,Ryan Bastianelli,6,0.0,-0,165.1,60.75,169.15,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Mandy Bohm,7,0.0,-0,170.18,56.25,180.34,Orthodox,33,2.93,0.43,4.2,0.58,0.0,0.0,0.71,0.5
241,Roy Boughton,14,8.0,0,182.88,92.25,187.37,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Tom Blackledge,10,7.0,0,178.31,92.25,182.69,Orthodox,37.31,2.91,0.61,2.55,0.46,0.0,0.0,0.75,0.0
243,Michael Bisping,30,9.0,0,185.42,83.25,190.5,Orthodox,43,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3
244,Humberto Bandenay,14,7.0,0,180.34,65.25,180.34,Southpaw,28,2.22,0.41,4.79,0.41,2.9,0.46,0.62,0.5
245,Nah-Shon Burrell,15,7.0,0,180.34,76.5,184.77,Orthodox,32,4.83,0.47,3.45,0.56,0.0,0.0,0.52,0.3
246,Sean Bassett,0,0.0,-0,178.31,69.75,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Renan Barao,34,9.0,0,167.64,65.25,177.8,Orthodox,35,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5
248,Manny Bermudez,14,2.0,0,177.8,65.25,180.34,Orthodox,28,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1
249,Tai Bowden,1,0.0,-0,180.34,103.5,184.77,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Steve Bruno,15,6.0,0,177.8,76.5,182.16,Orthodox,41,0.96,0.52,3.38,0.36,1.94,0.25,0.46,0.4
251,Dakota Bush,8,0.0,-0,177.8,69.75,185.42000000000002,Orthodox,28,2.77,0.38,4.42,0.41,2.4,0.33,0.0,0.0
252,Jason Butcher,10,2.0,0,190.5,83.25,195.18,Orthodox,38,1.82,0.4,2.73,0.25,13.64,0.5,0.0,0.0
253,Matt Brown,25,1.0,-0,182.88,76.5,190.5,Orthodox,41,3.77,0.55,2.94,0.54,1.71,0.46,0.64,1.3
254,Travis Browne,18,7.0,1,198.12,114.75,200.66,Orthodox,40,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2
255,Michel Batista,4,0.0,-0,190.5,117.0,195.18,Orthodox,38,0.0,0.0,4.03,0.4,6.72,0.5,0.0,0.0
256,Jordan Bailey,6,0.0,-0,175.26,65.25,179.56,Orthodox,37.31,1.74,0.4,0.29,0.0,4.35,1.0,0.0,4.3
257,Arlene Blencowe,9,0.0,-0,165.1,65.25,169.15,Orthodox,39,2.31,0.43,2.1,0.43,0.0,0.0,0.55,0.6
258,Jin Bala,23,3.0,0,175.26,69.75,179.56,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,Jess Bouscal,3,0.0,-0,178.31,69.75,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Niklas Backstrom,11,3.0,0,185.42,65.25,189.97,Orthodox,33,1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2
261,Donovan Beard,7,0.0,-0,187.96,83.25,198.12,Orthodox,33,0.0,0.0,5.77,0.28,0.0,0.0,0.0,0.0
262,Marcelo Brito,13,8.0,0,185.42,76.5,189.97,Orthodox,45,0.6,0.2,3.53,0.55,0.0,0.0,0.5,0.0
263,Dennis Bryant,5,0.0,-0,182.88,92.25,187.37,Orthodox,37,10.56,0.59,10.56,0.13,0.0,0.0,0.0,0.0
264,Roger Bowling,12,6.0,0,175.26,69.75,172.72,Orthodox,40,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9
265,Calen Born,7,0.0,-0,172.72,76.5,182.88,Switch,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Ramiz Brahimaj,10,4.0,0,177.8,76.5,182.88,Orthodox,30,2.47,0.41,4.08,0.5,1.9,0.66,0.58,2.4
267,Ali Bagautinov,15,6.0,0,162.56,56.25,165.1,Orthodox,37,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3
268,Scott Bessac,4,0.0,-0,193.04,110.25,197.78,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Todd Butler,1,0.0,-0,185.42,90.0,189.97,Southpaw,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Courtney Buck,12,1.0,-0,177.8,60.75,182.16,Orthodox,40,1.49,0.28,3.24,0.54,0.0,0.0,0.33,0.0
271,DeAnna Bennett,8,0.0,-1,162.56,56.25,172.72,Orthodox,38,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0
272,Caio Borralho,13,1.0,0,177.8,83.25,190.5,Southpaw,29,2.36,0.61,1.6,0.6,2.23,0.75,0.5,0.5
273,Alan Belcher,18,8.0,0,187.96,83.25,190.5,Orthodox,38,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9
274,Steve Byrnes,6,0.0,-0,182.88,76.5,187.37,Orthodox,37.31,1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0
275,Gabriel Benitez,23,1.0,-0,172.72,69.75,180.34,Southpaw,34,4.79,0.41,4.05,0.65,0.27,0.5,0.58,1.1
276,Sean Brady,15,1.0,0,177.8,76.5,182.88,Orthodox,30,4.17,0.53,3.86,0.62,2.8,0.5,0.87,0.8
277,Joey Beltran,17,1.0,-0,185.42,83.25,190.5,Orthodox,41,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0
278,Modestas Bukauskas,11,5.0,0,190.5,92.25,198.12,Switch,28,3.59,0.37,4.54,0.52,0.0,0.0,1.0,0.0
279,Jason Brilz,22,6.0,1,180.34,92.25,180.34,Orthodox,47,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3
280,Maximo Blanco,12,8.0,1,172.72,65.25,180.34,Orthodox,39,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3
281,Anvar Boynazarov,3,0.0,-0,175.26,65.25,179.56,Orthodox,33,0.0,0.0,7.83,0.29,0.0,0.0,0.0,0.0
282,Stephen Banaszak,5,0.0,-0,182.88,65.25,187.37,Orthodox,32,4.2,0.47,1.15,0.66,0.0,0.0,1.0,1.9
283,Mikey Burnett,5,0.0,-0,167.64,76.5,171.75,Orthodox,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Herbert Burns,11,4.0,0,175.26,65.25,185.42000000000002,Orthodox,34,1.61,0.51,4.74,0.3,3.92,0.75,0.6,3.3
285,Izabela Badurek,6,0.0,-0,165.1,51.75,169.15,Orthodox,31,3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0
286,Salvador Becerra,5,0.0,-0,175.26,69.75,179.56,Orthodox,37.31,4.57,0.31,3.83,0.58,0.0,0.0,0.66,0.0
287,Blake Bilder,7,0.0,-1,172.72,65.25,172.72,Switch,32,2.78,0.52,3.71,0.55,0.0,0.0,0.0,9.3
288,Nick Bustamante,5,0.0,-0,175.26,76.5,179.56,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Dominic Brown,16,2.0,-0,180.34,85.5,184.77,Orthodox,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Jay Bogan,6,0.0,-0,178.31,65.25,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Scott Bills,7,0.0,-1,177.8,76.5,182.16,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Lance Benoist,7,0.0,-0,180.34,76.5,182.88,Southpaw,34,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0
293,Francois Botha,0,0.0,-0,187.96,117.0,192.57,Orthodox,54,0.0,0.0,1.05,0.77,0.0,0.0,0.0,0.0
294,Kyron Bowen,9,0.0,-0,190.5,83.25,185.42000000000002,Orthodox,29,2.73,0.57,2.05,0.4,0.0,0.0,0.0,0.0
295,Chris Beal,10,5.0,0,170.18,56.25,175.26,Orthodox,37,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2
296,Len Bentley,10,6.0,0,175.26,69.75,179.56,Orthodox,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Gregory Bouchelaghem,5,0.0,-0,187.96,82.35000000000001,192.57,Switch,37.31,0.27,0.21,1.53,0.36,0.0,0.0,0.5,0.0
298,Tereza Bleda,6,0.0,-0,175.26,56.25,180.34,Orthodox,21,3.33,0.56,0.6,0.64,1.0,1.0,0.66,0.0
299,Talita Bernardo,6,0.0,-0,162.56,60.75,172.72,Orthodox,35,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5
300,Poliana Botelho,8,0.0,-0,172.72,56.25,170.18,Orthodox,34,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0
301,Marcin Bandel,15,7.0,0,177.8,69.75,182.16,Orthodox,33,0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0
302,Justin Bruckmann,7,0.0,-0,175.26,76.5,179.56,Orthodox,37.31,0.59,0.66,5.91,0.16,0.0,0.0,0.33,0.0
303,Karla Benitez,14,1.0,-1,160.02,50.85,163.95,Orthodox,37.31,0.0,0.0,2.4,0.57,0.0,0.0,1.0,0.0
304,Rich Bouphanouvong,1,0.0,-0,170.18,76.5,174.36,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,Jason Blackford,3,0.0,-0,178.31,77.0,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Edson Barboza,22,1.0,-0,180.34,65.25,190.5,Orthodox,36,3.96,0.44,4.1,0.58,0.38,0.44,0.75,0.1
307,Pat Barry,8,0.0,-0,180.34,105.75,187.96,Orthodox,43,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2
308,Edson Berto,17,1.0,-1,167.64,69.75,171.75,Orthodox,39,1.76,0.36,4.62,0.47,5.47,0.4,0.0,2.7
309,Erin Blanchfield,9,0.0,-0,162.56,56.25,167.64000000000001,Orthodox,23,5.69,0.56,2.5,0.62,3.99,0.66,0.75,0.8
310,Rodolfo Bellato,8,0.0,-0,190.5,92.25,190.5,Orthodox,26,2.09,0.42,4.88,0.5,1.74,0.33,0.0,1.7
311,Mads Burnell,9,0.0,-0,172.72,65.25,175.26,Orthodox,28,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4
312,Maycee Barber,11,2.0,0,165.1,56.25,165.1,Switch,24,4.42,0.53,2.64,0.53,1.12,0.32,0.66,0.1
313,Ian Butler,3,0.0,-0,172.72,69.75,176.96,Orthodox,37.31,2.09,0.14,6.69,0.36,0.0,0.0,0.5,0.0
314,Zak Bucia,17,8.0,0,177.8,76.5,182.16,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Joshua Burkman,28,1.0,-0,177.8,76.5,182.88,Orthodox,42,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3
316,Shawn Bunch,7,0.0,-0,165.1,60.75,169.15,Orthodox,39,0.0,0.0,1.55,0.55,0.0,0.0,0.5,0.0
317,Dennis Bermudez,17,9.0,0,167.64,69.75,167.64000000000001,Orthodox,36,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1
318,Tony Bonello,16,3.0,1,187.96,83.25,192.57,Orthodox,37.31,0.62,0.33,12.62,0.1,0.0,0.0,0.0,0.0
319,Derek Bohi,8,0.0,-0,193.04,117.0,197.78,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Bruna Brasil,8,0.0,-1,167.64,51.75,165.1,Orthodox,29,4.19,0.81,1.99,0.44,3.14,1.0,0.62,0.0
321,Rudy Bears,16,1.0,-0,180.34,76.5,184.77,Southpaw,37.31,1.27,0.29,2.53,0.5,0.0,0.0,0.0,0.0
322,Charles Byrd,10,7.0,0,177.8,83.25,185.42000000000002,Orthodox,39,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5
323,Nick Barnes,11,2.0,0,180.34,76.5,184.77,Orthodox,37.31,2.86,0.29,8.93,0.51,5.36,1.0,1.0,5.4
324,Joanderson Brito,14,3.0,1,172.72,65.25,182.88,Orthodox,27,3.65,0.49,3.08,0.5,3.76,0.7,0.0,0.5
325,Amaury Bitetti,5,0.0,-0,175.26,83.25,179.56,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Chris Barnett,23,8.0,0,175.26,119.25,190.5,Orthodox,36,4.41,0.48,5.87,0.4,0.0,0.0,0.33,0.0
327,Scott Baker,1,0.0,-0,182.88,94.5,187.37,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,Arjan Bhullar,9,0.0,-0,185.42,110.25,190.5,Orthodox,36,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0
329,Brad Blackburn,18,1.0,-1,177.8,76.5,185.42000000000002,Orthodox,45,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7
330,David Baron,17,4.0,1,167.64,69.75,171.75,Switch,49,1.17,0.3,2.1,0.56,0.0,0.0,0.14,0.7
331,Joseph Benavidez,28,8.0,0,162.56,56.25,165.1,Southpaw,38,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6
332,Marcus Brimage,7,0.0,-0,162.56,60.75,180.34,Southpaw,37,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0
333,Melton Bowen,0,0.0,-0,182.88,101.25,187.37,Orthodox,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Jarred Brooks,13,2.0,0,160.02,56.25,157.48,Switch,29,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6
335,Miguel Baeza,10,3.0,0,187.96,76.5,187.96,Orthodox,30,4.88,0.49,5.1,0.53,0.44,0.28,1.0,1.8
336,Murilo Bustamante,15,8.0,1,187.96,82.35000000000001,192.57,Orthodox,56,1.33,0.32,1.9,0.6,2.46,0.33,0.54,1.2
337,Terrell Brown,3,0.0,-0,178.31,83.25,182.69,Orthodox,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Luc Bondole,5,0.0,-2,187.96,92.25,192.57,Orthodox,37.31,3.35,0.51,2.04,0.62,0.0,0.0,0.0,1.8
339,Michael Byrnes,5,0.0,-0,180.34,69.75,184.77,Orthodox,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,Bibulatov Magomed,14,2.0,0,165.1,56.25,165.1,Orthodox,34,3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0
341,Frederick Brown,3,0.0,-0,182.88,105.75,187.37,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,Bryan Baker,18,5.0,0,190.5,83.25,195.18,Orthodox,37,1.78,0.52,2.83,0.45,0.44,0.5,0.37,0.9
343,Ashe Bowman,9,0.0,1-0,175.26,69.75,179.56,Orthodox,46,2.43,0.42,4.86,0.57,0.0,0.0,0.0,0.0
344,Chris Birchler,7,0.0,-0,190.5,92.25,195.18,Switch,35,9.35,0.46,14.83,0.35,0.0,0.0,0.0,0.0
345,Galore Bofando,5,0.0,-0,180.34,76.5,182.88,Switch,40,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0
346,Anton Berzin,5,0.0,-0,187.96,92.25,192.57,Orthodox,33,4.4,0.46,6.8,0.67,2.0,0.28,0.0,1.0
347,Charles Bennett,30,3.0,-2,172.72,69.75,176.96,Orthodox,43,1.39,0.39,1.35,0.64,2.02,1.0,0.36,2.0
348,Marc-Andre Barriault,14,6.0,0,185.42,83.25,187.96,Orthodox,32,5.35,0.46,4.83,0.54,0.3,0.25,0.61,0.1
349,Martin Buday,11,1.0,0,193.04,119.25,195.58,Orthodox,31,4.59,0.48,4.88,0.55,0.0,0.0,0.0,0.0
350,Shayna Baszler,15,1.0,-0,170.18,60.75,174.36,Orthodox,42,2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3
351,Martin Buschkamp,9,0.0,-0,175.26,65.25,179.56,Orthodox,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,Alexandre Barros,22,1.0,-0,175.26,76.5,179.56,Southpaw,46,0.98,0.4,4.05,0.36,1.84,0.5,1.0,0.0
353,Chris Barnhizer,2,0.0,-0,178.31,77.0,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,Jesse Bongfeldt,16,5.0,1,182.88,83.25,187.37,Orthodox,42,2.91,0.62,1.01,0.5,1.51,0.33,0.33,0.0
355,Jerry Bohlander,11,4.0,0,180.34,89.55,184.77,Orthodox,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,Jeff Bedard,13,3.0,0,167.64,65.25,171.75,Orthodox,52,0.8,0.51,0.0,1.0,3.43,0.66,1.0,2.6
357,James Bochnovic,8,0.0,-0,193.04,92.25,205.74,Orthodox,33,0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0
358,Shane Burgos,15,3.0,0,180.34,65.25,190.5,Orthodox,31,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4
359,Charlie Brenneman,19,8.0,0,177.8,69.75,177.8,Orthodox,41,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0
360,Josh Bumgarner,6,0.0,-0,185.42,76.5,189.97,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Jan Blachowicz,29,9.0,0,187.96,92.25,198.12,Orthodox,39,3.55,0.49,2.77,0.54,1.08,0.53,0.66,0.3
362,Tae Hyun Bang,18,1.0,-0,175.26,69.75,180.34,Switch,39,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5
363,Todd Brown,16,4.0,0,180.34,92.25,184.77,Orthodox,46,2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0
364,Martin Bravo,11,3.0,0,172.72,65.25,180.34,Southpaw,29,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0
365,KB Bhullar,8,0.0,-0,193.04,83.25,198.12,Switch,31,4.31,0.49,5.39,0.45,0.0,0.0,0.0,0.0
366,Kyle Bolt,8,0.0,-0,187.96,83.25,192.57,Orthodox,37.31,7.27,0.52,7.27,0.45,0.0,0.0,0.0,0.0
367,Antonio Banuelos,20,1.0,-1,165.1,60.75,160.02,Orthodox,43,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4
368,Chris Brown,10,1.0,0,178.31,76.5,182.69,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,Dave Beneteau,6,0.0,-1,187.96,112.5,192.57,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Farid Basharat,9,0.0,-0,172.72,60.75,180.34,Orthodox,25,7.73,0.65,1.8,0.59,3.0,0.75,0.0,0.0
371,Carlos Barreto,14,9.0,0,193.04,103.5,197.78,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Pat Benson,3,0.0,-3,175.26,69.75,179.56,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Joe Benoit,11,4.0,0,175.26,76.5,179.56,Orthodox,40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
374,Bryan Barberena,18,8.0,0,182.88,76.5,182.88,Southpaw,33,6.11,0.48,5.01,0.44,0.16,0.25,0.55,0.3
375,Ray Borg,13,5.0,0,162.56,60.75,160.02,Orthodox,29,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0
376,Fernando Bettega,7,0.0,-0,178.31,76.5,182.69,Orthodox,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,Melsik Baghdasaryan,7,0.0,-0,175.26,65.25,177.8,Southpaw,30,6.0,0.62,3.48,0.53,0.0,0.0,0.76,0.0
378,Caio Bittencourt,14,7.0,0,182.88,83.25,190.5,Orthodox,31,0.29,0.16,0.57,0.33,0.0,0.0,0.0,0.0
379,Kyle Bradley,19,1.0,-0,175.26,69.75,180.34,Orthodox,40,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0
380,Kevin Burns,12,7.0,0,177.8,76.5,187.96,Orthodox,42,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8
381,Dean Barry,4,0.0,-0,177.8,76.5,182.88,Orthodox,30,9.31,0.4,4.66,0.51,0.0,0.0,1.0,0.0
382,Mike Bencic,1,0.0,-0,182.88,96.75,187.37,Orthodox,37.31,0.0,0.0,3.32,0.53,0.0,0.0,0.0,0.0
383,Francisco Bueno,5,0.0,-0,175.26,101.25,179.56,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Rob Broughton,16,7.0,1,187.96,119.25,187.96,Orthodox,39,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2
385,Blake Bowman,2,0.0,-0,187.96,76.5,192.57,Orthodox,37.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
